iter,omega,mean_terminal,xT,mean_xT_window,mean_xT_minus_z,domega,loss_critic,loss_actor,avg_gross_leverage,avg_cash_weight,avg_abs_action,max_gross_leverage,min_cash_weight,episodes_per_iter,lr_theta,lr_phi,rho1_asset1,rho2_asset1,rho1_asset2,rho2_asset2
1,0.0,0.8491468952489345,0.8491468952489345,,,0.0,33.5725529328234,-6.620934268398701,1.8205395828248685,2.5100092046955824,0.8179487589522871,1.99999654867098,-0.06833181124577545,16,0.0003,0.0001,4.201256974757685,-0.12443254260425965,2.241848284941963,-0.4677529923586554
2,0.0,0.84596658063575,0.8427862660225656,,,0.0,29.62586748128665,-5.500205596279766,1.819364443002501,2.476081626754996,0.8864565547486448,1.999999991799815,-0.12752274992638113,16,0.0003,0.0001,4.201356500383724,-0.12433250464773078,2.2419481676405177,-0.4676848299892238
3,0.0,0.8792271198596787,0.945748198307536,,,0.0,32.92341618152148,-4.161582298251953,1.7918211288030723,2.397486976476197,0.9270967533735622,1.9999998796930718,-0.11172996475871226,16,0.0003,0.0001,4.201453041571599,-0.1242327519295312,2.2420483778781866,-0.46760597735333476
4,0.0,0.8615217447825722,0.8084056195512525,,,0.0,35.241033161543605,-5.637910243871758,1.8383792972559974,2.5815815057049405,0.8430241635543936,1.9999999925083622,0.14646238360462038,16,0.0003,0.0001,4.201550838453437,-0.12413305592996249,2.242148909594705,-0.4675205972930658
5,0.0,0.8843565833894124,0.975695937816773,,,0.0,28.584849649806998,-5.334744505108736,1.8023274621280443,2.4302124505656653,0.8942149484855808,1.9999998209369134,-0.18656802733709527,16,0.0003,0.0001,4.201648772052769,-0.12403283963674482,2.2422496877267157,-0.4674309423711127
6,0.0,0.8691350490828135,0.793027377549819,,,0.0,35.80901224793986,-5.892079810632875,1.8309978970145282,2.533311383995983,0.8521774527527604,1.9999999863867337,-0.0076370975650229544,16,0.0003,0.0001,4.201747919239006,-0.12393228347272908,2.2423510253839893,-0.46733831570146567
7,0.0,0.8641713580401674,0.8343892117842913,,,0.0,31.316925666572754,-5.581264841197516,1.8280153736781601,2.5338928854671954,0.8629182260104213,1.9999999802143582,-0.05989333343467079,16,0.0003,0.0001,4.201847377317483,-0.12383137671862503,2.2424527655436166,-0.4672437647446562
8,0.0,0.8720352325322753,0.927082353977031,,,0.0,37.49955606229625,-5.376604416538237,1.8092089745638662,2.4666563009555054,0.8767312700613723,1.9999999180926584,0.0364505092874548,16,0.0003,0.0001,4.2019467738917555,-0.1237309173153438,2.242554885201965,-0.4671467984703824
9,0.0,0.8899985914231423,1.0337054625500777,,,0.0,26.286939433817956,-5.288417308000547,1.788981130051903,2.3704634382124947,0.9101243847838231,1.999999478270512,-0.29128720085576454,16,0.0003,0.0001,4.2020454577108595,-0.12363156832334457,2.2426557686014053,-0.4670581596902707
10,0.0028458007307305623,0.9154199269269437,1.1442119464611578,0.9154199269269437,-0.2845800730730562,0.0028458007307305623,20.608041435172343,-4.296362782909977,1.763983928360258,2.322613488330198,0.9802622451981181,1.9999996665461603,-0.01782285167362463,16,0.0003,0.0001,4.202143619813521,-0.123532213311983,2.242754795500463,-0.4669709459078196
11,0.0028458007307305623,0.9118358881371172,0.8133065073506693,0.9154199269269437,-0.2845800730730562,0.0,35.541485296612635,-5.393323390577983,1.829121246031153,2.5487658028008946,0.8653437743953339,1.9999999965889637,-0.12917247759167877,16,0.0003,0.0001,4.202242068946998,-0.12343398893934977,2.242853423856089,-0.46688181338079304
