iter,mean_reward,mean_terminal,std_terminal,mean_step_reward,mean_terminal_penalty,mean_terminal_center,avg_turnover,outside_frac,center_dist,mean_halfwidth,mean_width_scale,center_resid_l2,width_anchor_l2,actor_loss,critic_loss,loss
25,-0.159451665067504,1.0935568339815986,0.2598478921281432,-0.0006327447026488254,0.07885107463546008,,0.20913433277005225,0.8432539682539683,0.24715057689236897,0.05984300205986219,0.9730368481770576,0.1383539667566584,0.0033992876308772124,0.005347123150182823,0.0029950178699840705,2.6680361971022792
26,-0.1493158943354146,1.1006289349423217,0.25634152550194605,-0.0005925233902198993,0.07558558626736224,,0.22348568219676218,0.8462301587301587,0.2529936648219806,0.060371561565056756,0.9727333947824328,0.139775783239994,0.003464407584304976,0.008067634484989953,0.0029508596683131714,2.6914523431083026
27,-0.23731735779646396,1.0496874531859461,0.2957303719374648,-0.0009417355468113649,0.11005031461599842,,0.1752470260529863,0.8225446428571428,0.2337217508786949,0.05985246042851863,0.975346440491768,0.13081361873672293,0.00320706461135218,0.00852852135753749,0.002673768604008224,2.512668203136934
28,-0.14421290572975384,1.111097362029759,0.2800981936664043,-0.000572273435435531,0.08635867713325024,,0.1848853430653141,0.8278769841269842,0.22907041220348995,0.05993721094417569,0.9720776728509806,0.12219996985577074,0.0035736847336246924,0.004559080811678013,0.0024725954552678214,2.348502373561981
29,-0.12366126359913251,1.1083360487021803,0.25326149435146583,-0.0004907192999965575,0.07254366448866661,,0.1715027986731969,0.8442460317460317,0.2205226565294475,0.05438358506491736,0.9715760152777463,0.1195420739432861,0.003353368388149646,0.001968726933013425,0.0021560583191797835,2.286073610688305
30,-0.14687682941950686,1.1010069419979,0.26364551200519154,-0.0005828445611885194,0.07930858153308672,,0.1889736233896512,0.830109126984127,0.2380570787701315,0.057998654911087466,0.9722932008083112,0.13144776386049378,0.003513300340513879,0.019625069307140978,0.002550877242782859,2.5209963549306944
31,-0.16455410914869553,1.0848401012410784,0.2562901987487338,-0.0006529924966218077,0.07894646825683053,,0.20743065595428611,0.837673611111111,0.2477293030504089,0.05919327898014608,0.9720882619729729,0.14187466684592956,0.0033978279519091543,0.018343149004431195,0.0023967803458648145,2.70313471201262
32,-0.24708746131265144,1.0380360260969757,0.2677641140491923,-0.000980505798859728,0.09792994961500846,,0.19363849664401503,0.8184523809523809,0.24930587361009826,0.0631353796386689,0.9773142257369338,0.1378601526850693,0.0031362831506758287,0.0019533336003936573,0.0023969835242058923,2.600801227014538
33,-0.07896289241878807,1.1312007345018276,0.21556659402880804,-0.00031334481118566705,0.05120229539426895,,0.19475462699414847,0.8537946428571429,0.23408817220078404,0.05469854422848533,0.9675379276231674,0.13189608118085389,0.003632379529683669,-0.002904862573809437,0.0021705910291804106,2.488442765353855
34,-0.10599990452246785,1.1284921499819403,0.25545644433869125,-0.00042063454175582485,0.07037136756837216,,0.19614808958233448,0.8432539682539684,0.24269354732152632,0.05553967779358404,0.9704012554247876,0.13769158771486795,0.0034943814601052156,-0.005878563458310105,0.0024651339915815916,2.5823717798201296
35,-0.22954462019660926,1.046867603498121,0.3005826182005443,-0.0009108913499865448,0.11379944122270286,,0.2122671905603466,0.8448660714285714,0.25167605898838175,0.05702798720883975,0.9732692660012444,0.14240256892273742,0.0034049303929851115,-0.0065628419623850985,0.0025667546751660967,2.6590214488207073
36,-0.06625888996323506,1.1472895419011757,0.2029615742319326,-0.00026293210302871057,0.043971793007692175,,0.17161248984414276,0.847594246031746,0.2277999369516795,0.056143531228045954,0.969501082980952,0.12817135045466146,0.0033843391527564486,-0.0006125263526792143,0.0020552616537524776,2.398042285675536
37,-0.044147594264059065,1.1737790913756823,0.27716315165586586,-0.00017518886612721862,0.07750694868489731,,0.1901672545049761,0.8580109126984127,0.21683146093519656,0.05296048009526688,0.966465193977239,0.11699350736773481,0.00394935865418302,0.0020313999609091696,0.0022548787152370997,2.2015856529861706
38,-0.14513082791596962,1.1042254955775381,0.2754340755617859,-0.0005759159837935303,0.08503668567794379,,0.20063559715149287,0.8401537698412698,0.23455792713693024,0.058442196383316485,0.97185888572791,0.12592362525466563,0.0035846125650168337,-0.02574324355688298,0.0025230029804056762,2.3229303930973173
39,-0.14503099559846466,1.1032763855756937,0.24310244885567775,-0.0005755198238034311,0.06845425822692924,,0.1786981550916849,0.8304811507936508,0.23781470197085502,0.05915291535390836,0.9731544097985577,0.13530845895401428,0.003247638954906313,-0.01444015953423284,0.0021327713830187854,2.490876087071428
40,-0.20772277903067676,1.062099042723543,0.2835340431680171,-0.0008242967421852251,0.09940822765296622,,0.19072580145852747,0.833953373015873,0.24035329344286113,0.05912610001872972,0.9744435335864119,0.13454244708578106,0.0032660320685433952,-0.005376454676095923,0.002193073738295522,2.47958461902614
41,-0.22626762819960175,1.0602137149003377,0.30250374891362586,-0.0008978874134904831,0.11104872360876208,,0.21735444332515058,0.8323412698412699,0.25280505632489536,0.061408661200600845,0.9739939951423471,0.14041876615697912,0.003511575629334649,0.003706726420232213,0.002608678591273556,2.59187245838301
42,-0.12228905273046828,1.1201041373347502,0.2794264774425893,-0.00048527401877169953,0.0844625051669983,,0.1906885863864348,0.8387896825396826,0.23225123860430635,0.05635423568900485,0.972613926665225,0.12317227820448944,0.00344827184659105,-0.004929345195919324,0.002164440372656945,2.265972015207776
43,-0.06813608259959139,1.1496772419370078,0.21378795266487505,-0.00027038128015710876,0.0482376686837053,,0.18446868994429716,0.8508184523809523,0.23061819204169232,0.05727027684969767,0.9707035991023152,0.1277396888134294,0.0033782003572619644,-0.009544316414428896,0.0018209582532824607,2.33513130864459
44,-0.17046225621951816,1.0895002039751902,0.316704144754899,-0.0006764375246806276,0.1125117202264566,,0.18495682143832437,0.8499503968253967,0.22491855256770424,0.05397440983018635,0.9707815693044,0.12249967654145319,0.003753981243933166,0.013881649842694892,0.002055419175662124,2.265535268030827
45,-0.22866535637222268,1.0619566798285267,0.33631680772117684,-0.0009074022078262806,0.13216495339972695,,0.21898241203451907,0.8462301587301587,0.24680958220621055,0.056252442131103364,0.9719579281519923,0.141094639287243,0.003565866114819837,0.009872110493126302,0.0027930329776655544,2.582302809777869
46,-0.016466238338629625,1.174812106653209,0.22504753957022014,-6.534221562948269e-05,0.05128082503785911,,0.1706709921516587,0.8694196428571429,0.20545409162952752,0.050385316482694606,0.9666032485673702,0.10527088700836544,0.003738629905071849,-0.007793492067077123,0.0013902391966732416,1.925680061576184
47,-0.1866081392121261,1.068517016727645,0.2736027091530006,-0.0007405084889370085,0.09214621734605982,,0.18001438733653846,0.8392857142857142,0.22941755492220467,0.055987203005971195,0.9739299841233588,0.12332847382515913,0.0033234689783158394,0.0024724007791112907,0.0019699634938848366,2.2421733425275443
48,-0.15628319665293455,1.091069398948545,0.26560932621961464,-0.000620171415289423,0.08241419002026888,,0.1960189352175846,0.8474702380952381,0.243131462367502,0.05726860999986323,0.9721855323962788,0.1360494940921086,0.003409838404052768,0.0061687690195487595,0.001859126968110943,2.464891440329628
49,-0.15385963649240447,1.0884930020878685,0.22332002758332592,-0.0006105541130650971,0.062305645303193526,,0.1671028473192377,0.8206845238095238,0.2343145208412885,0.058599180217490346,0.975876771388211,0.13088145677548424,0.003090668104444384,-0.0163003096088057,0.0018580723547845903,2.3391476549386176
50,-0.22878512048749478,1.053392088614627,0.30366087143885656,-0.0009078774622519635,0.11370380452378709,,0.22943539831469517,0.8364335317460316,0.25808560719712353,0.06011371992264398,0.9720090390961098,0.1477383653673957,0.0035957375115285685,-0.0001282899997292284,0.002492790091664288,2.6527731472279688
51,-0.16313385980394413,1.0886824612149064,0.2659460337478144,-0.0006473565865235877,0.08311888730736441,,0.1596993582504761,0.8324652777777778,0.22267008866135288,0.057589917953138975,0.9740952712992296,0.11878658472814033,0.003245760161365804,-0.006164824803576739,0.0017442647003901718,2.1274792176958415
52,-0.07989465986939516,1.1386117258378892,0.21299652601008046,-0.00031704230106902845,0.04913604029696536,,0.17136056769499974,0.8420138888888888,0.22698731957549076,0.05623092733451203,0.9717100555239634,0.12696204184509718,0.0033619771590260375,-0.004934354235950043,0.0016917687885753376,2.2668566688784195
53,-0.07987297189140005,1.1317720361766856,0.22382666360096523,-0.0003169562376642859,0.054753430386215135,,0.17231342091098767,0.8528025793650793,0.21828645900545565,0.0534897648746985,0.9688080047468266,0.12119129007432222,0.003552953896820071,-0.015728889495346572,0.0016925763060264536,2.152737030586062
54,-0.002937243061829218,1.185108549011003,0.18322651854207836,-1.1655726435830214e-05,0.03379371240960829,,0.1686723870961916,0.8580109126984127,0.21778570330062347,0.05240254232067171,0.9680648573268484,0.1195444370894731,0.0036341357859367555,0.011164582429075197,0.001507277008763463,2.1462142118930134
55,-0.14631123393690285,1.0988641364361174,0.28974401210038503,-0.0005806001346702493,0.09418005544684036,,0.18741120827265767,0.8549107142857143,0.22488599217940117,0.054331396349234604,0.9709068660536713,0.11998441192637309,0.003670394747600758,-0.008695132297406268,0.0020629325328181437,2.128688065572979
56,-0.09176801967436118,1.1339051259909119,0.2734277552259379,-0.00036415880823159206,0.07913126969817263,,0.18352491951605465,0.8622271825396826,0.21874513267292994,0.05241008168403956,0.9677270075765353,0.1158550302540201,0.0037146073404639053,0.03987442880934304,0.0019905242865580377,2.1007734182722664
57,-0.24486063607488281,1.0354151687011295,0.26645562498845315,-0.0009716691907733445,0.09808676678166478,,0.17492795098434374,0.8271329365079365,0.2373507158059366,0.06013582917938973,0.9752426841170486,0.12973216197820894,0.0031808785643145515,0.007722014391021049,0.0020003696665925807,2.291485871498338
58,-0.30011274383490605,1.0166406328958622,0.3053300870657872,-0.0011909235866464525,0.1268471195724311,,0.21586810047880728,0.8132440476190477,0.2596341442138577,0.06490557152235019,0.9778155104591475,0.1454401446760593,0.003209254602289593,-0.015404375582916293,0.0028643187583560093,2.53123716680581
59,-0.14300426519454693,1.1181381408523081,0.29365702181890735,-0.0005674772428355037,0.09293581044666677,,0.16810803074728453,0.8360615079365079,0.2252932260472052,0.05603163665115911,0.9739488880022168,0.12304024626557608,0.003232424073646541,-0.00044541140409070507,0.0023012351832238636,2.1569585139945198
60,-0.06698949289833446,1.1417649441432274,0.22971540598998882,-0.0002658313210251368,0.05616048947978681,,0.1667709906622351,0.8478422619047619,0.21641594556229884,0.05375687441306188,0.9696481257241754,0.11937430100500002,0.0035032336464754605,-0.014047107728870401,0.001684083562478071,2.079017172464277
61,-0.12253492412208597,1.1089386938679733,0.24951923168383616,-0.0004862496988971666,0.07055200845456258,,0.20027787947865638,0.8552827380952381,0.23649475295252131,0.05545511920978966,0.9701962154299139,0.1320763836635342,0.003524032340495433,0.015059975366111686,0.0021262952522535395,2.31785394440006
62,-0.07348962504564058,1.1462912135344632,0.22083858341143606,-0.0002916254962128594,0.05165431366677044,,0.17372622809755467,0.8345734126984127,0.22626061073544762,0.056339954216888165,0.9693465654930811,0.1269641081610696,0.00350751858903475,0.013180450597246384,0.001842670627888658,2.2223756316177217
63,-0.12279379563765971,1.1196083084439894,0.2622028857404007,-0.00048727696681610995,0.07521317736183036,,0.14329041583752417,0.8410218253968254,0.21541064209900476,0.05566472741775463,0.9727727074435909,0.11723980779761142,0.0032117168158334146,0.0028346480867635186,0.001880041978661609,2.0366855166446345
64,-0.09186210774108092,1.1303324921891216,0.24556487876429703,-0.0003645321735757179,0.06515567132710268,,0.19546939069389105,0.8514384920634921,0.22956599924663723,0.05527987510837538,0.9700654569286569,0.12354167405306063,0.0036283341688798706,-0.014980919576759583,0.0020537217005511922,2.125804753855464
65,-0.1575842559219137,1.0931576124363642,0.2715432046752031,-0.0006253343488964828,0.08515100778557741,,0.18053517672838582,0.8302331349206349,0.2346702067973579,0.05709861484090735,0.9731150045035033,0.12951608370851805,0.0033582668130780566,0.0018457615383240017,0.001947840999328411,2.231767057664715
66,-0.2054575155449284,1.0646087071352253,0.3163550581310201,-0.0008153076013687635,0.1184113249886763,,0.21962853405441435,0.8590029761904762,0.23817881777685712,0.05673852276422439,0.9684389573558668,0.12946315621835602,0.003672451863561625,-0.011441743414111156,0.0023681734395103954,2.216408916852711
67,-0.13429275528712292,1.1167539420465555,0.2732121838425064,-0.0005329077590758845,0.08157480356477972,,0.19979423860249998,0.8405257936507937,0.2404027504479911,0.05900300228498395,0.9729905979811607,0.1329877909139424,0.003431646622754586,0.023204755910436352,0.0022180154581123747,2.2989986764032984
68,-0.20789686257208637,1.0706751938032153,0.2703533735493975,-0.0008249875498892317,0.08981585208737594,,0.18189233049173703,0.8251488095238095,0.24641846519874144,0.06063693963418666,0.975365558692595,0.13964570404284893,0.0031498560038399877,0.0069112304005814525,0.0020070118492482537,2.3816216290914243
69,-0.23315284504038572,1.0445438875093105,0.283147119247725,-0.0009252097025412131,0.10433889404900332,,0.1804073905596143,0.8309771825396826,0.23344571926889862,0.058740978366726246,0.974407298696811,0.13070735590648747,0.0031859817639594895,-0.007262798902726908,0.002211731464776532,2.213078037396501
70,-0.24342671076118141,1.0464945122139466,0.32112224382545823,-0.0009659790109570692,0.1266834302599312,,0.2258920610654485,0.8492063492063492,0.2518466234527935,0.0579125136289593,0.9737720867255885,0.13736199372825658,0.0034222311922559455,0.0054625295628977135,0.0026721866940654293,2.3330384024727575
71,-0.03603453274523677,1.1765104266054394,0.1878963691820872,-0.00014299417756046337,0.03585680561006965,,0.19730892400135586,0.8425099206349207,0.24529141063429594,0.05798819955115213,0.970778343342916,0.14208477522339288,0.0034395986982118515,0.013775128078728292,0.0019036073756314561,2.4119025685228186
72,-0.11515985854749178,1.122420060951689,0.2607605122228711,-0.00045698356566464994,0.07401469167747377,,0.1648256087088835,0.8348214285714286,0.22279527670186078,0.05533988520951997,0.973912042591914,0.1221685291962829,0.0033110606012719777,-0.020895695228508367,0.0019101215506971674,2.0412237954385204
73,-0.2547438416514706,1.0349081901109338,0.29225422498914566,-0.001010888260521709,0.11266783771645375,,0.17932763431922782,0.8206845238095238,0.239950312372465,0.060288156371430784,0.9767121160858855,0.13128848369807722,0.003107184578003245,0.0006050957042710477,0.0023710490189559766,2.2024583498674217
74,-0.12806302279079698,1.1076346129350891,0.2825487009586907,-0.0005081865983761786,0.08836513314109443,,0.1759274173449652,0.8532986111111112,0.2138933174366366,0.05323246059022519,0.9676101086781173,0.11337913384514622,0.0038000395488522517,0.00276637896468311,0.0017524088902591082,1.9169619559307152
75,0.0022421489870938886,1.18746442356889,0.1925570675322924,8.897416615451955e-06,0.03723536493309601,,0.1702523291054875,0.8590029761904763,0.21790293751587886,0.05107967613898413,0.967446833589095,0.12237048610781621,0.00362313739954462,0.0038414078987666113,0.0016320199284106753,2.0553520691581633
76,-0.04785157092715212,1.1617411039659977,0.21020443907600134,-0.00018988718621885763,0.045649649332996936,,0.16177514154856135,0.8355654761904763,0.2198261831648867,0.05581295630851716,0.9714114015299624,0.11718710716143789,0.0033984104278326492,-0.007236236400025074,0.0016774835535784685,1.9503855349005532
77,-0.266526266582299,1.0306695570295354,0.2842243390558314,-0.001057643915009123,0.10945627382829798,,0.2108012009886578,0.822048611111111,0.2559225115095683,0.062328261954371786,0.9749725571959831,0.14527126622165343,0.003224631719695301,0.024955671315907764,0.0023798035632332133,2.4276513956532044
78,-0.12773609622719645,1.1187873245663251,0.24361977796539097,-0.000506889270742843,0.06594609486700181,,0.22014403197425259,0.8230406746031746,0.25900684724989054,0.06265849437187075,0.9726246801872567,0.15090861787549115,0.003566097066336196,-0.009360823577081219,0.002143111222411498,2.4820506548697896
79,-0.13745930414997995,1.1167863066245725,0.27291222646194935,-0.0005454734291665869,0.081405602117598,,0.18134301086347102,0.8376736111111112,0.23012106386755612,0.058169321243259756,0.9745883924536489,0.12600206343994935,0.003294817492661848,-0.03335657118040221,0.0021786281402160525,2.0462440228547867
80,-0.18258004860280475,1.0834610542874994,0.27665143890257077,-0.0007245240023920822,0.09011734451464402,,0.21451855500747158,0.8405257936507937,0.2525950382564761,0.06042893718257145,0.9747384788690951,0.1396172522931801,0.0033091084170836903,0.005665734290391512,0.0022602212441207195,2.2969135715682674
81,-0.08744488507790356,1.1406024789073217,0.23061710909717886,-0.00034700351221390294,0.05671231652029524,,0.19575949723901664,0.8454861111111112,0.24371328880605134,0.056448906419840815,0.971164073813156,0.1427376846302758,0.003357651802340578,-0.006683897466565121,0.0020269473597064594,2.3278457961525
82,-0.24847624795361167,1.0390020735496563,0.28220550758533997,-0.0009860168569587767,0.1055602808328096,,0.18216564737816737,0.8297371031746033,0.24110045637430605,0.06067281081418814,0.9739614317481157,0.13675013987530316,0.003278885324264973,0.0012866385401531892,0.0024222828982646853,2.2322544057389213
83,-0.2059693289827218,1.062617411637106,0.2566899776590531,-0.0008173386070742927,0.0847637202158935,,0.20543468051770772,0.8216765873015874,0.2547895307168026,0.06169759803185686,0.9759147736282368,0.14464239185406147,0.003264908501747275,-0.011263244344122637,0.0023930375040420023,2.3375586961511465
84,-0.168027111436661,1.086176915450673,0.2620114424796311,-0.0006667742517327815,0.08160569056658024,,0.20681456269360815,0.8382936507936507,0.2493285626946526,0.05939209373058198,0.9738575923495008,0.13934599181796348,0.0033511599037940034,-0.023623411920934298,0.0020671923072095562,2.2353195787955205
85,-0.26140494144447757,1.0286966432611013,0.265797754617123,-0.0010373211962082444,0.09999328638951865,,0.18838946901427342,0.8115079365079365,0.2528893678187045,0.0626730497263004,0.9782410936651742,0.14547664142849198,0.0030667113817410448,-0.040954322245700905,0.0019252483077209749,2.3028598215838896
86,-0.1115376278164761,1.1179671652676049,0.24722427688104603,-0.00044260963419236556,0.06784922905358856,,0.15603247758175218,0.8446180555555555,0.2188266058195235,0.05379894656647537,0.9695267540794683,0.12251009620737774,0.0034961927099020434,0.0015381160801703087,0.0016215869006117598,1.983941387931657
87,-0.20053629373413528,1.066058111747211,0.2787522249756653,-0.0007957789433894257,0.09564323235760659,,0.17464983438087495,0.8343253968253969,0.23468038869763494,0.057966145698267385,0.9750148266264851,0.12900559568807757,0.003225770569863043,-0.026698237349450933,0.001751349975696028,2.0468913915569154
88,-0.22560987157831888,1.0526152057819154,0.26143770545304995,-0.000895277268167932,0.09007195139926283,,0.19809885470621214,0.8277529761904762,0.2518424824683583,0.06252958382942253,0.976982858236793,0.14040472987587244,0.003152208478930239,-0.002639262184022967,0.002160980908407633,2.24122206502876
89,-0.15046448014805994,1.0904943556495368,0.27415068682954696,-0.0005970812704288093,0.08715008523372245,,0.16045623435296946,0.8546626984126984,0.2096179314630045,0.05333872232782118,0.9701501376788504,0.10978081158906794,0.003529482269987903,0.008290015644244864,0.0017692617623826373,1.7744422917352025
90,-0.14248949064138705,1.1067901103947664,0.25421535775066656,-0.0005654344866721708,0.07331353163651921,,0.21076167740189705,0.8370535714285714,0.2510657718337326,0.05916240373706495,0.9716485760279258,0.14263598938075842,0.003453711367810014,-0.006146744619410029,0.0021605740517221307,2.262616003943808
91,-0.04975371221272388,1.1708768136002718,0.23286745703174716,-0.00019743536592350743,0.055075412530505935,,0.17211936152242335,0.839905753968254,0.2229999706364434,0.05584602619889364,0.9697610779772169,0.12159835981757082,0.0035377948967941593,0.008447876755970682,0.001756062429616861,1.9459712823297926
92,-0.17138117814326845,1.0803866335714138,0.2475288305012444,-0.0006800840402510651,0.07557787935769303,,0.20667733653996245,0.8335813492063492,0.2488545252964378,0.05996933853664002,0.9747451328899472,0.13915900450181248,0.003305119702903359,-0.0021626880873632523,0.0021443158366784773,2.1961481339344804
93,-0.026793224040137297,1.1665046279056555,0.21832233798430703,-0.00010632231761959241,0.0487865832146726,,0.1590046685505581,0.8575148809523809,0.21173383334307663,0.05091254090325337,0.9694032162842015,0.1149040372966103,0.003606262044644778,-0.017127466936654453,0.0014923125992459534,1.8060428367484564
94,-0.05273993692431988,1.1610298707365827,0.23590732383127533,-0.00020928546398539635,0.05717093641204164,,0.17706965251047135,0.8580109126984127,0.22384021604677218,0.054249335208330474,0.9703759625892223,0.12025135392879308,0.003510004796726178,0.003573876464911298,0.0016188899182014006,1.901222666168431
95,-0.15330813852136047,1.1016800321112905,0.2631837663144032,-0.0006083656290530176,0.07893251093707129,,0.15201993194227292,0.8294890873015872,0.22174790360415061,0.0570399229024008,0.9750376521599942,0.11947868935244454,0.0031175260857211292,-0.012513479418600386,0.0018523545946888638,1.8612947470800338
96,-0.20068008108056176,1.0688998071317215,0.2883447884686985,-0.0007963495280974674,0.10032997760715832,,0.19026926329812582,0.8315972222222222,0.23648660261017995,0.05930751130397887,0.9729581362344588,0.12693637530312574,0.003453145643657189,0.012928228435221146,0.002154360107465985,1.9992158262728759
97,-0.10085217886246829,1.1372876105102647,0.2500107762933734,-0.00040020705897804887,0.06643823205832747,,0.18363860989010095,0.8373015873015872,0.22869784916249375,0.05758637616368717,0.9704948177819005,0.12342782344328607,0.003581264109739902,0.012412332461710814,0.002029161102388324,1.9409040169565357
