iter,loss,mean_terminal,std_terminal,avg_turnover,mean_lower_scale,mean_upper_scale,width_anchor
1,0.04734233118377818,1.1822420665439908,0.21668757356608034,0.0730138297736121,0.9732443022101951,0.9791161138950314,0.0046861542104620285
2,0.09961980197847975,1.1155535464801647,0.30397545304014995,0.08701389626222739,1.0009781034625616,0.9749491384554431,0.005085191754350898
3,0.08094097635721137,1.0902810753917895,0.26224847011568464,0.12766589936051131,1.0241377489815748,0.9747342598011878,0.008079626515354172
4,0.04410785362895817,1.1866240019133072,0.20943496956897287,0.06484332934870948,1.0594631241438492,0.9787423204444613,0.010864964376634001
5,0.08265665724387508,1.100612364150028,0.2695709715853923,0.10851547816916782,1.0745936767866273,0.974595847773122,0.017308843669280517
6,0.034366663564255204,1.2341934702957684,0.18204459777847626,0.054621902269877454,1.1132164982491344,0.9735317566110625,0.02612670790506467
7,0.07275291372795514,1.1510624950093495,0.2650890635433952,0.0823795732141398,1.1380194573523388,0.9713139645077895,0.03443149716841708
8,0.10830994556923142,1.1182981456039287,0.31867474402289125,0.07656604190429463,1.1649135087631386,0.9726265397781666,0.0459403751500463
9,0.11378816354260872,0.9715431539524069,0.24790796663671674,0.13073599784208575,1.190884496764757,0.9827131819652197,0.06537116801518152
10,0.0873972169442822,0.998628547683239,0.21615676960270874,0.11447760772718993,1.2199911337087737,0.9859671109204933,0.08528483315004684
11,0.05134106805775453,1.1705010366195228,0.22444737645993038,0.08389982367516988,1.2628798240726737,0.9784073001651892,0.10354593810917863
12,0.06253827659494929,1.1457726176898164,0.24391339757097802,0.09255864634198738,1.2675481743185635,0.9765321445819589,0.11363441774507729
13,0.04363784504496648,1.1743764910853625,0.2070995302555293,0.07602688383623968,1.325093088745791,0.9825298072660036,0.15038519970846462
14,0.07696535380878206,1.065710171593594,0.24251011117846405,0.10086334663917429,1.371701764557798,0.9954423490375013,0.19578424929907923
15,0.07401734086941777,1.05311590654983,0.22876047156403265,0.0883883222499259,1.3958967288643798,0.9955906109731729,0.22662288291015883
16,0.043407314467474346,1.153171473167564,0.20269288389761964,0.10605585485621,1.4056661520408449,0.9969410410095337,0.2394250458804886
17,0.05134130109949952,1.1442046127037389,0.21933058506836073,0.09978314089884793,1.3694138891247527,0.99745063244935,0.22487168631477072
18,0.028637257004991423,1.208872127921695,0.16868832133628944,0.07254670297773046,1.4703100986133106,1.0025138239243447,0.30245892899525884
19,0.05547508224835169,1.0899221342321224,0.20794473970342423,0.08280373567273654,1.4819540475946633,1.0132179542795154,0.3412721034325086
20,0.06898787943101212,1.1093641436021584,0.2462461714628613,0.10072802555106902,1.482221329660812,1.0124878645843065,0.3511598037399885
21,0.09112755563292468,1.0810464323462292,0.27721048792095315,0.09012122513159003,1.5418302930615861,1.0187573429576755,0.41828536859951126
22,0.10385978215640589,1.0268528505133663,0.2715407690539568,0.10211580005945031,1.5435669110417822,1.0178673111898406,0.43341722585469017
23,0.10842534285354978,1.0702635916566685,0.302417409117947,0.09334688239287436,1.5487367828798115,1.0126236535650919,0.4417098371750949
24,0.048832646086372535,1.1610714206224542,0.2172468191574134,0.0622397101507329,1.6642598774215616,1.0210479736410287,0.5879164985402846
25,0.059632758025984396,1.1294686652262742,0.23344924667443825,0.10907507894309076,1.5775624719276786,1.0131225025873367,0.5046298921523024
26,0.06441920869446388,1.1041984078750493,0.23469105242737154,0.10216630751793232,1.6323741551408881,1.015800477893138,0.5920724380328637
27,0.09578777067539333,1.0781392926270776,0.28423696848102814,0.07988344418879582,1.6896859187525752,1.0215008354393733,0.6720097849056754
