iter,omega,mean_terminal,xT,mean_xT_window,mean_xT_minus_z,domega,loss_critic,loss_actor,avg_gross_leverage,avg_cash_weight,avg_abs_action,max_gross_leverage,min_cash_weight,episodes_per_iter,lr_theta,lr_phi,rho1_asset1,rho2_asset1,rho1_asset2,rho2_asset2
1,0.0,0.6190215853504326,0.6190215853504326,,,0.0,2.523934964172026,-1.0448759364719034,2.578068000441675,2.318960594651411,0.9885745372461424,2.998597528485929,-1.914394027334374,16,0.0007,0.0005,1.0914090908682759,-3.364136363128009,0.6474717527085775,-1.3304452046059103
2,0.0,0.6033590501232305,0.5876965148960285,,,0.0,3.693026106894989,-0.7527783126938281,2.5560080859855967,1.9092812233697503,1.0517185145460668,2.998943268028435,-1.979081719754598,16,0.0007,0.0005,1.091898749018527,-3.3646033518665854,0.647956666024391,-1.3308348197642588
3,0.0,0.5698895861694185,0.5029506582617943,,,0.0,5.959804579982203,-1.7614661475418294,2.626607037579647,1.4239818116039307,0.9207003157652569,2.9991521833565584,-1.9945875229676313,16,0.0007,0.0005,1.0923303255495243,-3.3650507441264583,0.6484491268374472,-1.3311937753224716
4,0.0,0.5823594862207351,0.6197691863746848,,,0.0,1.2745812427100613,-0.5059370155335101,2.5395598123207357,2.331788543193337,1.049850681308337,2.998180645702089,-1.9699680390054142,16,0.0007,0.0005,1.0927472136502403,-3.3654990871198676,0.6489461698027782,-1.3315871838367723
5,0.0,0.5843638881299158,0.5923814957666385,,,0.0,4.774914913725126,-1.4009768181346,2.5893720332930115,1.7075481216486401,0.9276492499712978,2.999009911331846,-1.9856273556008985,16,0.0007,0.0005,1.0931835498873568,-3.3659659482721307,0.6494451888025493,-1.3319993675905668
6,0.0,0.5985378532904732,0.6694076790932597,,,0.0,3.3029734915399582,-0.6255140223470299,2.5733996831434487,2.428654991153021,1.113921353720912,2.9964743962432943,-1.9456619087351914,16,0.0007,0.0005,1.0936382013550177,-3.366425294000023,0.6499259542982326,-1.3321920220754087
7,0.0,0.6033493749592379,0.6322185049718269,,,0.0,2.5925843305250695,-0.8947934134231146,2.6004027705322477,2.3242420443663026,1.0719728947989131,2.997129683199627,-1.9134854102230139,16,0.0007,0.0005,1.094102589937592,-3.3668669600763654,0.6504035956040796,-1.3323829645226348
8,0.0,0.6106139388467677,0.6614658860594769,,,0.0,3.572474042412114,-0.44587823623253386,2.5361128149253718,2.033236851011402,1.062487725900915,2.99769750581597,-1.951656578494581,16,0.0007,0.0005,1.0945561596892392,-3.367317967428807,0.6508656865400865,-1.3325221036273784
9,0.0,0.617103820910511,0.6690228774204573,,,0.0,2.6112239692673613,-1.245212637817798,2.5433324403647033,1.5352651481938695,1.0258889067232082,2.9992720118767098,-1.9961808511336518,16,0.0007,0.0005,1.0949882502305177,-3.3677837933211783,0.6513300406835363,-1.3326718255234096
10,0.004765484457656294,0.6234515542343707,0.680581154149108,0.6234515542343707,-0.4765484457656294,0.004765484457656294,3.8899422846087743,-1.0405025638272898,2.5360113210336044,1.3766418777500973,1.039389943149017,2.998529705306777,-1.994143824147199,16,0.0007,0.0005,1.0954253075727585,-3.36824768417526,0.6517879083770707,-1.3328981246802187
11,0.004765484457656294,0.6216723668173068,0.6012297111797925,0.6234515542343707,-0.4765484457656294,0.0,3.034882928205674,-1.1309133620679093,2.600882955603348,2.19252522294104,0.983455699347694,2.998126949944114,-1.972386186952253,16,0.0007,0.0005,1.0958524700097794,-3.368714867070347,0.6522524256027092,-1.3331838774557174
12,0.004765484457656294,0.6282425217985208,0.6533980647081696,0.6234515542343707,-0.4765484457656294,0.0,3.8742205281599635,-1.4454483571930885,2.58520583648741,1.8167440881895236,1.000541604811278,2.9980021433268944,-1.929336524740443,16,0.0007,0.0005,1.0962818121761813,-3.36917261971382,0.6527195111127426,-1.3335153010223044
13,0.004765484457656294,0.6417692825070475,0.6382182653470614,0.6234515542343707,-0.4765484457656294,0.0,1.9369110430956424,-0.9933534113956233,2.5817066980116277,2.215114437277598,1.0275105177640294,2.9988091534366106,-1.9876174666511837,16,0.0007,0.0005,1.0967165528894343,-3.3696040917016368,0.6531835511598777,-1.333873071766118
14,0.004765484457656294,0.653721581812901,0.7392921794332192,0.6234515542343707,-0.4765484457656294,0.0,1.8633415325233142,-1.1645975020858748,2.5679697410946476,1.9752438072263945,1.0929109767713947,2.9972888107523996,-1.9825031785623395,16,0.0007,0.0005,1.0971611491027655,-3.3700423537272446,0.65365010239653,-1.3342597686814142
15,0.004765484457656294,0.6777526946646811,0.8326926242844397,0.6234515542343707,-0.4765484457656294,0.0,2.7050444332525956,-0.8100287759361663,2.547803191073212,1.9230721148714434,1.1849459597955696,2.9973933249489795,-1.9830630217579854,16,0.0007,0.0005,1.0975883360521415,-3.370507471458123,0.6540902343766758,-1.3346707625370462
16,0.004765484457656294,0.6656734917244418,0.5486156496908654,0.6234515542343707,-0.4765484457656294,0.0,4.734148705098947,-1.0147399028032393,2.5948606011219955,1.7886571920764855,0.9731613093661341,2.998551802238416,-1.9968878553766927,16,0.0007,0.0005,1.0980275394699266,-3.3709656184425834,0.6545234583420934,-1.335114933058283
17,0.004765484457656294,0.6549318230585508,0.5248018183129181,0.6234515542343707,-0.4765484457656294,0.0,9.056600100765538,-1.8799961670170995,2.611210303860563,0.9363299712002519,0.9308293047483028,2.999073881932995,-1.9981811817092099,16,0.0007,0.0005,1.0984121149225574,-3.3714449882693422,0.6549334372352505,-1.3355864514922307
18,0.004765484457656294,0.6461096404312279,0.5732440597862469,0.6234515542343707,-0.4765484457656294,0.0,2.340771113284586,-0.9543182155605305,2.5553742081188586,2.2131233768319425,0.9813576300529353,2.9987530834603247,-1.9673348056927593,16,0.0007,0.0005,1.0988175889711191,-3.3719097290451576,0.6553630005251424,-1.3360303790042292
