iter,omega,mean_terminal,xT,mean_xT_window,mean_xT_minus_z,domega,loss_critic,loss_actor,avg_gross_leverage,avg_cash_weight,avg_abs_action,max_gross_leverage,min_cash_weight,rho1_asset1,rho2_asset1,rho1_asset2,rho2_asset2
19,0.0019307714646617758,0.09058534057397924,0.0535079959998498,0.06922853533822418,-1.9307714646617757,0.0,3209.8980056833934,-5.4519284179847585,3.965563970040996,1.4164460376469603,0.561643477540858,4.000000000000002,-3.000000000000001,1.0890266130528339,-3.3655368097711813,0.6456978096766565,-1.331233989204692
20,0.0038615039570271395,0.0696182583023455,0.04437111463344678,0.0696182583023455,-1.9303817416976545,0.0019307324923653636,3219.094816188458,-5.016177340352387,3.9520200585928857,1.4817462539138444,0.5939673460729897,4.000000000000002,-3.000000000000001,1.0889316878724113,-3.3656350514550715,0.6456148774625915,-1.331319609065172
21,0.0038615039570271395,0.06378659323862078,0.07846202547991755,0.0696182583023455,-1.9303817416976545,0.0,3227.403825014168,-5.651801879417071,3.848149178006344,2.05068785657684,1.3864718813404466,4.000000000000001,-3.000000000000001,1.0888368744625703,-3.3657335646675577,0.6455268301660679,-1.3314106051667993
22,0.0038615039570271395,0.08096101088418242,0.19584691714734123,0.0696182583023455,-1.9303817416976545,0.0,3232.9324158865147,-5.244323993724574,3.9186835757403364,1.923171139499057,0.8048961372334675,4.000000000000002,-3.000000000000001,1.088740778731495,-3.365833744926074,0.6454430468950177,-1.3314973897156923
23,0.0038615039570271395,0.07873232003135076,0.009717464474357708,0.0696182583023455,-1.9303817416976545,0.0,3246.1998799004577,-5.677473541977778,3.992942728684817,0.923967819723585,0.18766155322662936,4.000000000000001,-3.000000000000001,1.088643485124587,-3.3659354934238594,0.6453702900699937,-1.3315724742745365
24,0.0038615039570271395,0.06978953428581845,0.04306555563132285,0.0696182583023455,-1.9303817416976545,0.0,3255.098635408264,-5.184350987317694,3.951076310621851,1.484143071608686,0.6080650173489626,4.000000000000001,-3.000000000000001,1.088546138109712,-3.366037663046407,0.6452972905123334,-1.331648268375084
25,0.0038615039570271395,0.09643974309559958,0.2889170573175585,0.0696182583023455,-1.9303817416976545,0.0,3255.05854473977,-5.640099968863503,3.952639597193579,1.6503001351768265,0.6330213894719049,4.000000000000002,-3.000000000000001,1.0884478143678475,-3.3661411840017106,0.6452330071803871,-1.3317148027270407
26,0.0038615039570271395,0.08847667397642027,0.008764721314598095,0.0696182583023455,-1.9303817416976545,0.0,3273.390630829335,-5.37588416139467,3.9746034804300066,1.3928296324005682,0.3840176966787027,4.000000000000001,-3.000000000000001,1.0883487179510627,-3.366245847425407,0.6451714848136152,-1.3317787711848526
27,0.0038615039570271395,0.10971572193441355,0.2564469592101112,0.0696182583023455,-1.9303817416976545,0.0,3275.1368017955665,-5.5925862877856725,3.950897346985838,2.0786624188847607,0.7320663129440884,4.000000000000001,-3.000000000000001,1.0882489600318805,-3.366351540248174,0.6451161017886804,-1.3318362799918495
28,0.0038615039570271395,0.10029766588139358,0.023876847605431985,0.0696182583023455,-1.9303817416976545,0.0,3291.4404838077016,-5.384826550562954,3.991786420826595,0.8724246987338452,0.2526361245787312,4.000000000000002,-3.0000000000000018,1.0881487600284654,-3.366458042885298,0.6450616074611024,-1.3318933358896732
29,0.0038615039570271395,0.11409031105831806,0.19143444776909474,0.0696182583023455,-1.9303817416976545,0.0,3296.481593839049,-5.184804130236902,3.9806692899994087,1.3437842386374146,0.3941581293949282,4.000000000000002,-3.0000000000000018,1.088050675412224,-3.366562696790819,0.6449997111089264,-1.3319591632588925
30,0.005788075223139679,0.110879770162877,0.012265705679035998,0.110879770162877,-1.889120229837123,0.0019265712661125393,3309.544381848943,-5.346457801568035,3.9840823080962013,1.2039601927813188,0.26949591854360166,4.000000000000001,-3.000000000000001,1.0879523551443633,-3.3666680052107063,0.644937092226544,-1.3320263237974357
31,0.005788075223139679,0.10427182233680828,0.012382547219230584,0.110879770162877,-1.889120229837123,0.0,3318.239514414034,-5.528027777095602,3.936166787116088,1.3825712071284497,0.6811393284453073,4.000000000000001,-3.000000000000001,1.0878534809164013,-3.3667742977575554,0.644877778244999,-1.332090178006243
32,0.005788075223139679,0.09810159971617496,0.13414469094100792,0.110879770162877,-1.889120229837123,0.0,3325.3560262056135,-5.641413218865098,3.9034954841131606,1.2895639298518662,1.0377395617776313,4.000000000000002,-3.000000000000001,1.0877541492987406,-3.3668814730979886,0.6448230412127003,-1.3321491879460485
33,0.005788075223139679,0.10160063889795361,0.04470785629214431,0.110879770162877,-1.889120229837123,0.0,3336.07921357692,-5.546654513057176,3.980091756395512,1.099361491597514,0.30849952909518125,4.000000000000001,-3.000000000000001,1.087656056848973,-3.36698774644589,0.6447591417682997,-1.3322189965028823
34,0.005788075223139679,0.09735861124230823,0.0006452790748688908,0.110879770162877,-1.889120229837123,0.0,3345.237190807757,-5.40082815682951,3.9922549220021497,0.9727218809548221,0.20631270253502412,4.000000000000002,-3.0000000000000018,1.0875580303914398,-3.367094386999586,0.6446939477549505,-1.3322907880856252
35,0.005788075223139679,0.07332305482128368,0.04856149310731318,0.110879770162877,-1.889120229837123,0.0,3354.0040132297067,-5.32271771574503,3.961815872674778,1.3095989449780534,0.5791772870110373,4.000000000000001,-3.000000000000001,1.0874612811110793,-3.3672000993388047,0.6446242141265262,-1.332368185353607
36,0.005788075223139679,0.07659993185649798,0.04153349166674102,0.110879770162877,-1.889120229837123,0.0,3363.033706690605,-5.368538388322933,3.964046907453508,1.1636641309976552,0.48059643227732546,4.000000000000001,-3.000000000000001,1.0873652506680365,-3.367305505944872,0.6445515310359922,-1.332449377726391
37,0.005788075223139679,0.0656172128787984,0.14661976943311533,0.110879770162877,-1.889120229837123,0.0,3369.8353651705715,-5.377973303641325,3.987615363387408,1.2183593270316921,0.3576710673303618,4.000000000000001,-3.000000000000001,1.0872707919235367,-3.3674096756979557,0.6444730205932158,-1.3325374002413555
38,0.005788075223139679,0.06836421747585045,0.05134689357595252,0.110879770162877,-1.889120229837123,0.0,3380.8442272827856,-5.616087939753601,3.9507713515221683,1.5570269987382113,0.5154128698371262,4.000000000000002,-3.0000000000000018,1.087175684259166,-3.367515055664526,0.6443978558804122,-1.3326219592734097
39,0.005788075223139679,0.052691223935366946,0.03470451236425965,0.110879770162877,-1.889120229837123,0.0,3389.9259195857053,-5.586698732650945,3.9649558995148544,1.3181638910647664,0.4682390573882259,4.000000000000002,-3.000000000000001,1.0870815473310311,-3.3676198659011893,0.6443167079192537,-1.3327135114618
40,0.007715192366414601,0.0679699622636317,0.16505308896168353,0.0679699622636317,-1.9320300377363684,0.0019271171432749222,3395.9943524349924,-6.179911853413649,3.9395097060227284,1.0754434241321833,0.7762631441466102,4.000000000000002,-3.000000000000001,1.0869867535157651,-3.3677259063073532,0.6442451274399424,-1.3327940293509926
41,0.007715192366414601,0.06926056238923971,0.025288548475310826,0.0679699622636317,-1.9320300377363684,0.0,3407.5279009851906,-6.072144681620362,3.9915893692527353,1.0330620651943176,0.22326809359980734,4.000000000000001,-3.000000000000001,1.0868928930624737,-3.3678314129655584,0.6441675755056675,-1.3328817409297338
42,0.007715192366414601,0.07698241933684422,0.2113632604170529,0.0679699622636317,-1.9320300377363684,0.0,3411.622058856282,-5.678358316285425,3.976403764808787,1.5023785214718655,0.48259984523637817,4.000000000000002,-3.000000000000001,1.0867985206359028,-3.3679380016092684,0.6440929935185021,-1.332966434886344
43,0.007715192366414601,0.07449921202971724,0.01987578322087474,0.0679699622636317,-1.9320300377363684,0.0,3425.3385861071934,-6.068784874890653,3.9317268166788213,1.4590769569509496,0.6753057654414654,4.000000000000002,-3.0000000000000018,1.086703776815708,-3.368045508442549,0.6440206270652321,-1.3330490170472193
44,0.007715192366414601,0.08891501628587421,0.14480332163643858,0.0679699622636317,-1.9320300377363684,0.0,3432.0264807070484,-5.5343915611090635,3.954443390990283,1.4778947186914952,0.6342305047185282,4.000000000000001,-3.000000000000001,1.0866094695490687,-3.3681530278872502,0.6439462219613502,-1.3331345230082123
45,0.007715192366414601,0.09243110650284242,0.0837223952769951,0.0679699622636317,-1.9320300377363684,0.0,3442.4107183208316,-5.513352685101401,3.97499915075337,1.3835594068754062,0.3729488843365975,4.000000000000002,-3.000000000000001,1.0865160907857416,-3.3682600063782027,0.6438686831569987,-1.333224178596243
46,0.007715192366414601,0.09558310847647844,0.07305351140310129,0.0679699622636317,-1.9320300377363684,0.0,3451.4347311979177,-5.879293933396821,3.933742095553911,1.8372118824125545,0.8350927316129066,4.000000000000001,-3.000000000000001,1.086422252601279,-3.3683680250383468,0.6437959862146095,-1.3333084563337165
47,0.007715192366414601,0.08325703190778794,0.023359003746210263,0.0679699622636317,-1.9320300377363684,0.0,3460.7434529173247,-6.425502325291061,3.9682408709461767,1.3851714216629172,0.554218336269193,4.000000000000001,-3.000000000000001,1.0863294559499612,-3.368475367965236,0.6437178584197032,-1.3333995466857742
48,0.007715192366414601,0.08123525302217563,0.03112910471982939,0.0679699622636317,-1.9320300377363684,0.0,3469.5318717025516,-5.5907261376679385,3.9722170766495166,1.1583595486841332,0.35832250637363744,4.000000000000002,-3.000000000000001,1.086237906931133,-3.3685818029508066,0.6436350207832346,-1.333496501997021
49,0.007715192366414601,0.08105580292331852,0.032910011375688365,0.0679699622636317,-1.9320300377363684,0.0,3478.3340918368804,-6.099292290751957,3.9893404194532818,0.7434029807712608,0.2912521595072142,4.000000000000001,-3.000000000000001,1.0861457983566132,-3.368689430869983,0.643559332019292,-1.3335851314020302
50,0.009643140219665327,0.06457575696703774,0.0002526293988760008,0.06457575696703774,-1.9354242430329622,0.0019279478532507263,3487.203112008738,-6.2942805204024195,3.982066895106122,1.0562516460775813,0.215217626581696,4.000000000000002,-3.000000000000001,1.0860546718468522,-3.36879645472879,0.6434788251079178,-1.3336798949106337
51,0.009643140219665327,0.08926395867236692,0.2721705655286026,0.06457575696703774,-1.9354242430329622,0.0,3487.570035916867,-5.937099639749986,3.9370566823425657,1.8197546696122702,0.8598139031413888,4.000000000000002,-3.000000000000001,1.0859630956435842,-3.3689045532348207,0.6434028822421084,-1.3337695609121947
52,0.009643140219665327,0.08741728838520164,0.1928965575454,0.06457575696703774,-1.9354242430329622,0.0,3500.512745435056,-6.172280071461417,3.9832777246513436,1.458959487896401,0.47863293036440635,4.000000000000001,-3.000000000000001,1.0858725363200452,-3.369011998035472,0.6433222639356817,-1.3338652563759053
53,0.009643140219665327,0.08623946461998225,0.008097545568680921,0.06457575696703774,-1.9354242430329622,0.0,3513.2402352804475,-5.889436259957038,3.9931973349234102,1.1722367600779593,0.23950186732571657,4.000000000000002,-3.000000000000001,1.0857816420546922,-3.369120393424039,0.6432449092851569,-1.3339574583197065
54,0.009643140219665327,0.11854595638176288,0.467868239254245,0.06457575696703774,-1.9354242430329622,0.0,3497.098914224456,-5.810982504969885,3.8484190636042888,2.2133107983247586,1.6596606744844864,4.000000000000002,-3.000000000000001,1.0856906694201736,-3.369229429609792,0.6431686898172919,-1.334048829413425
55,0.009643140219665327,0.12964432383577007,0.19470606981706676,0.06457575696703774,-1.9354242430329622,0.0,3526.62900498619,-5.8776468964248085,3.833769119795371,1.9610734734702595,1.3740349048601137,4.000000000000002,-3.000000000000001,1.0855995816915796,-3.3693391457341724,0.643094441945964,-1.334138325309663
56,0.009643140219665327,0.13598433055337056,0.13645357857910634,0.06457575696703774,-1.9354242430329622,0.0,3537.491770305182,-6.164678255813298,3.95739179440762,1.4936142875009892,0.6070066893891997,4.000000000000002,-3.000000000000001,1.0855082392882078,-3.3694497023499266,0.6430256623295675,-1.3342213984559008
57,0.009643140219665327,0.14164852556387714,0.08000095385127594,0.06457575696703774,-1.9354242430329622,0.0,3547.50857921421,-6.14198389228776,3.946499210698153,1.6906091264343122,0.6779985091466297,4.000000000000002,-3.000000000000001,1.0854180962695283,-3.369559347210999,0.6429516706852123,-1.3343115187376817
58,0.009643140219665327,0.1613986524973138,0.22863037405419606,0.06457575696703774,-1.9354242430329622,0.0,3551.060507971223,-5.899904237310041,3.9354245977674163,1.721752636778668,0.8034350924531333,4.000000000000001,-3.000000000000001,1.0853279653684154,-3.3696695309744764,0.6428788520533487,-1.334400759066429
59,0.009643140219665327,0.16598305406293162,0.07875402703186664,0.06457575696703774,-1.9354242430329622,0.0,3564.8743561544584,-5.8228364164400235,3.988731822282564,1.3060549687406573,0.3419868292887386,4.000000000000001,-3.000000000000001,1.0852381840938146,-3.3697798423625294,0.6428049651201427,-1.3344919623143037
60,0.011558618106538606,0.19675181052375285,0.3079401940070883,0.19675181052375285,-1.803248189476247,0.0019154778868732784,3563.466490091738,-5.781344042255995,3.9476833105769735,1.5347368545972233,0.6892264011084268,4.000000000000001,-3.000000000000001,1.085149146864702,-3.369889799699358,0.6427283940339974,-1.3345871086592294
61,0.011558618106538606,0.16975542060249302,0.002206666316004345,0.19675181052375285,-1.803248189476247,0.0,3582.465369775663,-5.987156197481612,3.9950449134238495,0.950902466395954,0.12465321985983072,4.000000000000002,-3.000000000000001,1.0850600853533365,-3.3700003522753463,0.6426539896788118,-1.3346800415690638
62,0.011558618106538606,0.1609232920727029,0.10457527224749913,0.19675181052375285,-1.803248189476247,0.0,3590.0602555564506,-5.956151016002787,3.985389602733603,1.109751010870407,0.2763312903394593,4.000000000000001,-3.000000000000001,1.0849711446921175,-3.3701113177707933,0.6425806719938635,-1.3347721753852824
63,0.011558618106538606,0.1607706957780219,0.00657158262187069,0.19675181052375285,-1.803248189476247,0.0,3599.694063886442,-5.8521932656890625,3.939573165150452,1.41780147125601,0.6585349793749993,4.000000000000001,-3.000000000000001,1.0848827975547377,-3.370222108279227,0.6425054971895849,-1.3348672932066916
64,0.011558618106538606,0.11452542301840112,0.0054155116580369405,0.19675181052375285,-1.803248189476247,0.0,3608.2740908618966,-6.21420735803245,3.987741268148286,0.9094173693096417,0.1839906912175692,4.000000000000002,-3.000000000000001,1.0847943428498676,-3.3703336001874966,0.6424347446102839,-1.334957118952596
65,0.011558618106538606,0.09886200361294684,0.03807187576252412,0.19675181052375285,-1.803248189476247,0.0,3616.759105225668,-6.347978064683702,3.95038857107096,0.8928648637018715,0.6969365804966745,4.000000000000001,-3.000000000000001,1.084707101779735,-3.3704441271639465,0.642359545965324,-1.3350532457270508
66,0.011558618106538606,0.09398083203043493,0.08764186275398723,0.19675181052375285,-1.803248189476247,0.0,3624.696094866792,-6.953022697568734,3.9792264984334547,1.2303301508300275,0.4940210401420758,4.000000000000002,-3.0000000000000018,1.0846196922897757,-3.3705554480470283,0.6422900873858463,-1.3351421948760176
67,0.011558618106538606,0.08683002647175017,0.00849289826442822,0.19675181052375285,-1.803248189476247,0.0,3633.9265038858753,-6.260803523771872,3.9779966159974474,1.041081130406236,0.3497064123902308,4.000000000000002,-3.0000000000000018,1.0845322342574453,-3.370667404876033,0.64222441537773,-1.3352266470032546
68,0.011558618106538606,0.074269566659308,0.10302577592977444,0.19675181052375285,-1.803248189476247,0.0,3641.4376185317547,-5.934580146352785,3.9903196495231605,1.1926598404780326,0.333805038423428,4.000000000000002,-3.000000000000001,1.084445460675187,-3.3707790605342485,0.6421562780667525,-1.3353150942607583
69,0.011558618106538606,0.06864154767747789,0.022473837213565388,0.19675181052375285,-1.803248189476247,0.0,3650.938143427652,-6.187566492304723,3.9701354859605162,1.2065640222482101,0.4962005387030794,4.000000000000001,-3.000000000000001,1.0843587585945504,-3.3708912051786295,0.6420904644791748,-1.3354010246533476
70,0.013478744887652999,0.03803317071558161,0.0018564243881256228,0.03803317071558161,-1.9619668292844183,0.001920126781114393,3659.4316915480354,-6.322513428656862,3.990968563382647,0.8794075330352101,0.22748895218205228,4.000000000000001,-3.000000000000001,1.08427208434892,-3.371003891581352,0.6420281725708241,-1.3354827231381956
71,0.013478744887652999,0.038108198111773746,0.0029569402779256295,0.03803317071558161,-1.9619668292844183,0.0,3667.661458388884,-6.204478116090463,3.996800259583288,0.7124428705016268,0.1320704296738569,4.000000000000002,-3.000000000000001,1.0841865071389198,-3.371115728556663,0.6419615798370334,-1.335570962700268
72,0.013478744887652999,0.02769253653896896,0.0004186565194513214,0.03803317071558161,-1.9619668292844183,0.0,3676.110323985975,-6.445273410628972,3.9861301099556883,0.907669804239968,0.33280471151808444,4.000000000000001,-3.000000000000001,1.0841009048274501,-3.3712281907971753,0.6418995196352657,-1.3356534368423882
73,0.013478744887652999,0.03093489760304514,0.03899519326263254,0.03803317071558161,-1.9619668292844183,0.0,3684.485375725019,-6.166016172979668,3.9639595926067637,1.5862020519116002,0.5517052946581477,4.000000000000001,-3.000000000000001,1.0840155673480703,-3.3713408951971613,0.6418380234037383,-1.3357358354253888
74,0.013478744887652999,0.0316996711176262,0.013063246803847475,0.03803317071558161,-1.9619668292844183,0.0,3692.9783199965473,-6.077152482245072,3.9224558691893234,1.585560666685174,0.9106946364494686,4.000000000000001,-3.000000000000001,1.083930767412131,-3.3714534818186657,0.6417751100352052,-1.3358209433922688
75,0.013478744887652999,0.05090524956140574,0.23012766020031958,0.03803317071558161,-1.9619668292844183,0.0,3695.6657049074915,-6.194212790592701,3.981537094054799,1.355738427296883,0.4693218723989862,4.000000000000001,-3.000000000000001,1.0838462577523214,-3.3715662808117,0.64171280414163,-1.3359058785555245
76,0.013478744887652999,0.05224235619377353,0.10101292907766518,0.03803317071558161,-1.9619668292844183,0.0,3708.8211562351457,-6.188102763751202,3.9877565016253977,0.8067305933294479,0.2887872644374144,4.000000000000001,-3.000000000000001,1.0837630160492875,-3.371677979390948,0.6416457962997749,-1.3359980068833341
77,0.013478744887652999,0.05413886406167505,0.027457976943443325,0.03803317071558161,-1.9619668292844183,0.0,3718.0945526465753,-6.129648686368805,3.9790343762070908,1.3803262715284355,0.5236915088227292,4.000000000000001,-3.000000000000001,1.0836802243862396,-3.3717896929142945,0.6415781424323197,-1.336091671479371
78,0.013478744887652999,0.04473850184592993,0.009022153772323231,0.03803317071558161,-1.9619668292844183,0.0,3726.464290465693,-7.056028166370561,3.971878857576876,1.0800457309622282,0.45746179970910256,4.000000000000001,-3.000000000000001,1.0835980024528071,-3.3719012587798223,0.6415092215879494,-1.3361877356031018
79,0.013478744887652999,0.1452513524686024,1.0276023434402901,0.03803317071558161,-1.9619668292844183,0.0,3610.1543930360785,-6.600457676638519,3.836176162979335,2.3639280311773407,1.5278127213238868,4.000000000000002,-3.0000000000000018,1.0835157527570676,-3.3720134897516516,0.6414453095082076,-1.3362770203173753
80,0.01539233129417192,0.14527696484031574,0.002112548105259102,0.14527696484031574,-1.8547230351596842,0.001913586406518921,3743.1013758656827,-7.432270401532758,3.9789011078341288,1.1856851909966555,0.4054447045859918,4.000000000000001,-3.000000000000001,1.0834335621060367,-3.372126261449142,0.6413850478797612,-1.3363615453571447
81,0.01539233129417192,0.14650236231002436,0.015210914975012002,0.14527696484031574,-1.8547230351596842,0.0,3751.1923887475355,-6.198572092198314,3.920191739513444,1.615858242160254,1.0594088416549796,4.000000000000001,-3.000000000000001,1.0833518700774205,-3.37223896659139,0.6413238475749873,-1.3364481711635774
82,0.01539233129417192,0.14689305086832227,0.004325542102430318,0.14527696484031574,-1.8547230351596842,0.0,3759.458828408985,-6.171773161529461,3.992531865622569,1.019488009272785,0.27798333519733137,4.000000000000001,-3.000000000000001,1.0832708070161063,-3.372351425456953,0.6412609860975469,-1.3365379339369783
83,0.01539233129417192,0.14782583731190874,0.048323057698496964,0.14527696484031574,-1.8547230351596842,0.0,3767.5986343910286,-7.056573543177311,3.977774119700209,1.3146958533595743,0.4426670092899754,4.000000000000001,-3.000000000000001,1.0831909305253524,-3.372462856361927,0.6411940034192468,-1.3366342866937428
84,0.01539233129417192,0.1492146079432713,0.026950953117473198,0.14527696484031574,-1.8547230351596842,0.0,3775.95306207757,-6.143581887753708,3.969370882292597,1.2105541086063631,0.5442478203138891,4.000000000000001,-3.000000000000001,1.083111863267887,-3.3725737993341083,0.6411246371020106,-1.3367346797140505
85,0.01539233129417192,0.1390625261153076,0.12860684192068247,0.14527696484031574,-1.8547230351596842,0.0,3782.612175927798,-6.128947921153223,3.9917368471454573,1.126230570982529,0.2408896209662603,4.000000000000001,-3.000000000000001,1.083033780969781,-3.3726840046120534,0.6410522914565513,-1.3368398889273045
86,0.01539233129417192,0.13277886229486968,0.03817629087328617,0.14527696484031574,-1.8547230351596842,0.0,3792.3274425467225,-6.542527220812412,3.9238457834809615,1.5374810857464742,0.8449803267156542,4.000000000000001,-3.000000000000001,1.0829567075467514,-3.372793439068182,0.640977040288093,-1.3369497292540027
87,0.01539233129417192,0.1303109133602353,0.0027784875970995413,0.14527696484031574,-1.8547230351596842,0.0,3800.5577429780965,-6.658202063170579,3.9664463594765804,1.357730737257285,0.580875556358925,4.000000000000002,-3.000000000000001,1.0828794925631282,-3.3729037611923283,0.6409068880797423,-1.337052373752543
88,0.01539233129417192,0.1328915388963115,0.034828409133085325,0.14527696484031574,-1.8547230351596842,0.0,3808.7006611913293,-6.516213050416432,3.9948548539210598,1.002655840273223,0.257257099358448,4.000000000000001,-3.000000000000001,1.0828022848893475,-3.3730147470095067,0.6408399027422699,-1.3371508094004319
89,0.01539233129417192,0.04093698303194423,0.10805678479661725,0.14527696484031574,-1.8547230351596842,0.0,3815.840441025418,-6.608201125072724,3.9386914971762703,1.640786533064756,0.8165801769778075,4.000000000000002,-3.000000000000001,1.0827250838436515,-3.373126390301275,0.6407765376661368,-1.3372443040398012
90,0.017301312766162695,0.1324629387625343,0.9173721054111598,0.1324629387625343,-1.8675370612374658,0.0019089814719907752,3725.068295909577,-6.732512008979908,3.9145025436652454,1.9521457512829914,1.0979258356195154,4.000000000000001,-3.000000000000001,1.082648960986573,-3.3732371167158837,0.6407096121590988,-1.3373437998797222
91,0.017301312766162695,0.1429390383082655,0.11997191043232394,0.1324629387625343,-1.8675370612374658,0.0,3831.6453943048796,-6.378872829232003,3.9448397270829685,1.5048445889212076,0.8513586748898244,4.000000000000002,-3.000000000000001,1.0825731021607874,-3.3733481338412807,0.6406434351382936,-1.3374427992553992
92,0.017301312766162695,0.15035095004826216,0.07844465950239679,0.1324629387625343,-1.8675370612374658,0.0,3840.588381513912,-6.296553422291069,3.8347465192434282,2.166061992980509,1.7973750675036089,4.000000000000001,-3.000000000000001,1.08249778802771,-3.3734590224470105,0.6405762924929452,-1.3375439247545626
