iter,loss,mean_terminal,avg_turnover,avg_gross_lev,gap_l2_pen,qvi_prior_pen,switch_residual_pen,boundary_gap_pen,mean_utility,mean_lower_gap,mean_upper_gap,lr,val_loss,val_terminal,val_utility,val_turnover,val_gross_lev,val_gap_l2,val_qvi_prior,val_switch_residual,val_boundary_gap
33,-0.18997804745664673,1.3044211756638162,0.07517163907544991,1.773811126098174,0.025164737236088128,0.22711178787429703,0.0004347308181061695,0.03758581953772496,0.19230883657436948,0.1108205044780195,0.10224405595496079,0.001,,,,,,,,,
34,-0.1889114498407738,1.2965528342405457,0.08084696472747933,1.757739981546076,0.02543655129526352,0.21861478243003815,0.0004280852266350732,0.04042348236373967,0.19115987939951973,0.1115529945170815,0.10193018690674785,0.001,,,,,,,,,
35,-0.10172448237544003,1.237822328757633,0.1023293864540103,1.7252903196643352,0.024818108655501575,0.2133882375681115,0.0005690578913581543,0.051164693227005155,0.10393247292645837,0.10988474819736094,0.09980919016173477,0.001,,,,,,,,,
36,-0.20776441464256268,1.3124962218699285,0.06086106756182392,1.7995279913711166,0.02402670008556717,0.18350625320433533,0.0003321235024801695,0.03043053378091196,0.20965122422332547,0.10875995202728306,0.09959387963865099,0.001,,,,,,,,,
37,-0.20283111255579836,1.325006002884042,0.0819749228941064,1.7564657418058212,0.02360353366107632,0.17918501795708885,0.00048331850617114075,0.0409874614470532,0.20468634803929608,0.10746767915020722,0.09763175584041439,0.001,,,,,,,,,
38,-0.14341164139384824,1.2460411509695222,0.08081732823471204,1.7768662369126007,0.021466109592969067,0.16393269703847885,0.0004421483457192476,0.040408664117356025,0.1451135671741767,0.10231662452780188,0.09480949760684347,0.001,,,,,,,,,
39,-0.13125178155597617,1.2025951326117268,0.08251034436521971,1.7763231283040852,0.02195532319310943,0.15507062837764182,0.0004445703709932984,0.04125517218260985,0.13286595194692818,0.10359590811318523,0.0949147923165215,0.001,,,,,,,,,
40,-0.13455718196522684,1.2456819916134352,0.08794791544728493,1.7664959405404033,0.02156407814165701,0.14800528080114272,0.0004924451777942112,0.043973957723642466,0.13610379814214524,0.10248983443014799,0.09357900009180503,0.001,,,,,,,,,
41,-0.07187583580182064,1.1654692548027272,0.09957386377622446,1.7496098968531322,0.02178081314218524,0.1480093317884602,0.0005958604691271747,0.04978693188811223,0.07342917075525314,0.10312219040475477,0.0934674364051088,0.001,,,,,,,,,
42,-0.18841729747270208,1.283931147552495,0.07191007556552434,1.8005683588712207,0.01936956366997944,0.12094189118808465,0.0003860673101952749,0.03595503778276217,0.18968453777905636,0.09743502772891452,0.09082946104417883,0.001,,,,,,,,,
43,-0.15364691006485265,1.211442838756529,0.06842442226247758,1.8051286396796682,0.019481014333961943,0.11668860668770055,0.000387374558503468,0.03421221113123879,0.15486993337484273,0.09760845824915934,0.09083048100024985,0.001,,,,,,,,,
44,-0.2578809443461906,1.4435262951379988,0.07573133018790282,1.7861328219487849,0.019977283485392815,0.10992758720745818,0.0003924293444055231,0.03786566509395141,0.25903987150502267,0.09873871737174092,0.09046335603857163,0.001,,,,,,,,,
45,-0.14349678465890744,1.27424239563125,0.09808117660005056,1.7477799022636709,0.022023097298046246,0.12233424625538275,0.0005679984368281995,0.04904058830002528,0.1447923254931522,0.10366211426790767,0.0921779691459026,0.001,,,,,,,,,
46,-0.2768196621977429,1.3838936349495792,0.054929080394818385,1.829751494616794,0.017091914981909033,0.08213621696023106,0.00027560633570162683,0.02746454019740919,0.2776895424858458,0.09158472521294339,0.08707758027179474,0.001,,,,,,,,,
47,-0.11621831507691371,1.2044356437837611,0.07595397582766243,1.8117360247076297,0.016732137547631355,0.08589279787659795,0.00042391913605910195,0.037976987913831216,0.1171375765952012,0.09031546553236464,0.08615478741449198,0.001,,,,,,,,,
48,-0.16098794944296474,1.2660999642074693,0.08374097841599804,1.7855702941301228,0.01798894575197125,0.090095940107088,0.0004607473597268095,0.04187048920799902,0.1619532425097822,0.09342222303527196,0.08703848631626442,0.001,,,,,,,,,
49,-0.12019920344888455,1.167530393003891,0.06631517247506737,1.826280740593645,0.01862999952911833,0.08275655091066733,0.0003272579815524785,0.03315758623753368,0.1210814619314502,0.09501968728969547,0.08849238972728754,0.001,,,,,,,,,
50,-0.11248720514538887,1.2462594308840949,0.11617466772312843,1.7338933526857851,0.020321850961933688,0.10090395825177689,0.0006288380310478342,0.058087333861564214,0.11357795937560553,0.0987886874287809,0.08814740092043864,0.001,-0.14613488784126627,1.261756549229143,0.14704578935012425,0.08860725281056121,1.7816729521963532,0.018863785898810093,0.08440647367060794,0.00047164162246463666,0.044303626405280606
51,-0.15093622483961067,1.2377637314281265,0.0737542073695324,1.817784256686266,0.01580581753199642,0.06633142357087705,0.00042490680043724086,0.036877103684766196,0.15165884308957547,0.08737388723000589,0.08416445186212598,0.001,,,,,,,,,
52,-0.2226235490680802,1.3262700894374835,0.07165215068963912,1.812959403330907,0.017965570042101454,0.07177163097207459,0.0004051977677794829,0.03582607534481956,0.22339927302485688,0.09279982388009585,0.0862546844178714,0.001,,,,,,,,,
53,-0.19763079434719866,1.2922900909892476,0.06842543872578669,1.8187685311297392,0.017927594603353213,0.06773142749525145,0.00035259894470101905,0.03421271936289334,0.1983640350162724,0.09262610515144352,0.08627087965752399,0.001,,,,,,,,,
54,-0.2571322526845645,1.3670120206054763,0.059814924052679935,1.8291884105966831,0.016866362004564872,0.06005891438588143,0.0003539709870704519,0.02990746202633997,0.25778458088442624,0.09005226407174012,0.08507794864513735,0.001,,,,,,,,,
55,-0.16375649013896845,1.2760975252943876,0.0827327049457524,1.8019300438988946,0.01624356759162942,0.061731306715995124,0.00046345677759997156,0.04136635247287619,0.1644378234268163,0.08798180615827324,0.083387000431278,0.001,,,,,,,,,
56,-0.2713185660870509,1.4781604297093969,0.07073461833320287,1.8215851940716057,0.01608307493967533,0.05488013207687845,0.00036522711013797077,0.03536730916660144,0.27192460284002834,0.08753521501194614,0.08316352777295452,0.001,,,,,,,,,
57,-0.05709582319223333,1.1506669822258153,0.07309269513284697,1.828532233170434,0.015299365646357966,0.052643913137071036,0.00038998970893012287,0.036546347566423484,0.05768099389059147,0.0853572745947683,0.08255108235489243,0.001,,,,,,,,,
58,-0.016964411700992874,1.075056053437968,0.10631458396309396,1.7614957384731667,0.019314307708648233,0.0834181712320517,0.0005766233727974154,0.05315729198154698,0.017875131896407638,0.09541975281029653,0.08599697628912145,0.001,,,,,,,,,
59,-0.14900786278169903,1.2544210235117357,0.07711127731946879,1.8054872667933162,0.017922485722955406,0.062212944850399444,0.00045098244245319637,0.03855563865973439,0.14969111256595521,0.0919224712677854,0.08503176017033892,0.001,,,,,,,,,
60,-0.1867550904562649,1.281431035812166,0.073718337624086,1.8188623295282225,0.017176054462140624,0.05538663612639189,0.00043566878241953406,0.036859168812043,0.18736836129746037,0.08981839749295634,0.08388021660583246,0.001,,,,,,,,,
61,-0.16131835960743157,1.2505749742881591,0.08252766275151,1.8027787051556157,0.018147150648340223,0.06581279154294656,0.0004301513547235661,0.041263831375755,0.16204008065483558,0.09242045796444406,0.08455979335833208,0.001,,,,,,,,,
62,-0.16615918164583482,1.24508772606096,0.06820754036413836,1.8252765965494266,0.018130939088149653,0.061343706855827095,0.00040277675063254346,0.03410377018206918,0.16682900301804698,0.09232246987114959,0.0847919343291321,0.001,,,,,,,,,
63,-0.13353895139970895,1.2138212052500097,0.05792037633014162,1.860380594364064,0.015212803801002156,0.04000128095019014,0.00029233040741190325,0.02896018816507081,0.13398945150739366,0.08458799530464313,0.08177202872764402,0.001,,,,,,,,,
64,-0.2515123679361737,1.3888041837997835,0.07518373886087645,1.7993567281908822,0.017443115526834346,0.05968583846691814,0.00043252375188659355,0.03759186943043823,0.25216913699507415,0.09036677007422567,0.0831472086489356,0.001,,,,,,,,,
65,-0.12293995844525528,1.2186997988539903,0.0825567281452394,1.8074117587816954,0.016049546011500063,0.05410450215136753,0.00047320290250003774,0.0412783640726197,0.12354508797745437,0.0864216392588012,0.08126674984068538,0.001,,,,,,,,,
66,-0.10624313474196374,1.1990767647074114,0.09308018235278775,1.780027406747362,0.019376039998271997,0.07829895453871094,0.00050004078409077,0.04654009117639388,0.10709546506043563,0.09491120338964854,0.08405396072430023,0.001,,,,,,,,,
67,-0.15776206840426243,1.245611008647432,0.0914549476442533,1.7911752378998376,0.01827606072840118,0.06854222184586153,0.00052461229376826,0.04572747382212665,0.15851637597185986,0.09180410809347547,0.0829697131201695,0.001,,,,,,,,,
68,-0.15386357387246075,1.2570568134677722,0.07938989598139337,1.8127009326347723,0.016464026369422,0.06020849181721462,0.0004201534121703532,0.039694947990696686,0.15452768228207162,0.0877396770639615,0.08160522926971771,0.001,,,,,,,,,
69,-0.06053794709409845,1.148257963507087,0.09079473041534805,1.7965491760460126,0.01745556211986493,0.06954258961737372,0.0004839449825017318,0.045397365207674026,0.061301575297065335,0.08977884063155248,0.08166496561477167,0.001,,,,,,,,,
70,-0.10931200525181667,1.2325906906395763,0.09851189145085314,1.78073465765043,0.01923239927153303,0.08339921629095319,0.0005501676041058835,0.04925594572542657,0.11021856238306921,0.09444008825590625,0.08351685100172185,0.001,,,,,,,,,
71,-0.21287126040698007,1.32056300216833,0.08838627161544221,1.783730856188284,0.020259164759918822,0.08737765001512587,0.0005179239402694848,0.0441931358077211,0.21381224659090364,0.09700984443581333,0.08437716763516788,0.001,,,,,,,,,
72,-0.19243075398617837,1.2932718664891083,0.06808196618339687,1.8318779760967012,0.016713929460890942,0.057074735312298064,0.0003573558935037515,0.03404098309169844,0.19305743466108904,0.08796102980488102,0.08148395564519831,0.001,,,,,,,,,
73,-0.0547905070206831,1.1193075876013192,0.08874209457764815,1.8025506220297007,0.01625229132590494,0.06578486507639601,0.0004897709509373756,0.04437104728882407,0.05551564993446556,0.08654758176178012,0.07985379942521867,0.001,,,,,,,,,
74,-0.19112338751277638,1.3305343795264077,0.06800265464743013,1.8237026278663293,0.017120173162542315,0.06503036511416646,0.00037454658382093703,0.034001327323715066,0.19182967498335862,0.08851392843074812,0.0806827784092504,0.001,,,,,,,,,
75,-0.20666618143831506,1.2855750897420561,0.07565720636016884,1.8100297481207408,0.019328245593391198,0.08493656403463172,0.0003777546009691772,0.03782860318008442,0.20757525352533235,0.0935150160312775,0.08202156648974221,0.001,,,,,,,,,
76,-0.22157527950166506,1.3064552871184971,0.06245222346255393,1.8389652450781178,0.016275334151582128,0.05552120567421398,0.0003351958677737565,0.031226111731276963,0.22218345928126698,0.08634428629450178,0.08027684195565336,0.001,,,,,,,,,
77,-0.0447850881744903,1.1124425495870995,0.1012476214969126,1.7648377871715049,0.020985831188174594,0.11963687581134747,0.0005371902121075849,0.0506238107484563,0.046055101023345035,0.09707529929144494,0.08181137794289237,0.001,,,,,,,,,
78,-0.19575825541028213,1.280657088558048,0.09508779983574349,1.7631508309369313,0.02462304157661037,0.14585744931807584,0.0005043573269788083,0.04754389991787174,0.19728704888495993,0.10511128825826078,0.08438575080580676,0.001,,,,,,,,,
79,-0.1841450075694338,1.3021387871645826,0.07755165466324929,1.7996813366424955,0.022028020438342275,0.11438981343440989,0.00039677172292891196,0.03877582733162465,0.18534964606170526,0.09944739537887953,0.08350570650255251,0.001,,,,,,,,,
80,-0.11073597861782523,1.158165131956327,0.1022652931234482,1.7759334623735266,0.021896753777152174,0.12932395825834414,0.0005727238089158158,0.0511326465617241,0.11210383741968329,0.0986094992456426,0.082165365589349,0.001,,,,,,,,,
81,-0.19704845041988345,1.3037856504410004,0.08935899955812798,1.778178583984269,0.02553537019302322,0.1498750715428152,0.00047360379961687403,0.04467949977906399,0.19861439845892667,0.1061954121541345,0.0844995501502625,0.001,,,,,,,,,
82,-0.06340884812472952,1.1255731826466722,0.07429637368621668,1.8151645327104489,0.02178333134740472,0.12046447704648913,0.0004215506342997056,0.03714818684310834,0.06467300823370764,0.09788533749314093,0.08214430795348164,0.001,,,,,,,,,
83,-0.12787497211288162,1.2042984094808913,0.08702900971074015,1.7907768512283306,0.023135088528163827,0.13941473671327295,0.0004985334372368053,0.043514504855370076,0.12933552708775437,0.10084792043105202,0.0825912356231865,0.001,,,,,,,,,
84,-0.1496052047826725,1.2663856404632217,0.09398729385058409,1.7878445256901532,0.021058766355228083,0.12292123492865209,0.0005697853773466888,0.046993646925292044,0.15090498707791472,0.09580264529956531,0.0806101683261533,0.001,,,,,,,,,
85,-0.08667036183501972,1.1919441059534672,0.08943710157202675,1.7925925874754194,0.020442039573859806,0.12002789819211607,0.0004627114954824273,0.044718550786013375,0.08793791240855646,0.0948120428306115,0.08074516210119803,0.001,,,,,,,,,
86,-0.21259299270179302,1.3126919636465058,0.055770723338070996,1.8460867893336685,0.01968935492071726,0.09071404991631879,0.0003042019675035851,0.027885361669035498,0.2135495214501936,0.0930001877836089,0.08105737709473754,0.001,,,,,,,,,
87,-0.10474293844040668,1.201949448424268,0.08268381505525617,1.8098286257818286,0.016450449427450088,0.08197957106122983,0.00043111140424048,0.041341907527628084,0.10562648545884684,0.08596140734354352,0.07804122313567277,0.001,,,,,,,,,
88,-0.08765742881411967,1.1469700698843057,0.08849081228742167,1.7931142619691964,0.02041702517628737,0.12120042027369363,0.00048791667905449804,0.044245406143710836,0.08893648873241056,0.09504819328935504,0.08057412298071953,0.001,,,,,,,,,
89,-0.20081819360960504,1.3131615078065635,0.051796988662093146,1.8608203911808028,0.016207143484970106,0.06050505532903352,0.0003345558541290049,0.025898494331046573,0.20147109641967953,0.08590523329718787,0.07921731017435632,0.001,,,,,,,,,
90,-0.1248232731272249,1.2017525565509306,0.09631008569756974,1.7716723679871753,0.025577358518642363,0.17529458699183315,0.0005139196876618137,0.04815504284878487,0.1266472299605485,0.10667679932088178,0.08335415652862176,0.001,,,,,,,,,
91,-0.24940994728343274,1.3542583247433069,0.06021146366937407,1.8401537601301343,0.01814899982019623,0.08601084874597065,0.0003221102384389762,0.030105731834687035,0.2503217841427128,0.09054148534758812,0.08050364452442813,0.001,,,,,,,,,
92,-0.10606820230026662,1.1905484608117884,0.09803739131987901,1.768905533628777,0.021114562706326168,0.1372601263544263,0.0005209349676384242,0.04901869565993951,0.10751272066448349,0.09739429364745775,0.0808783857629307,0.001,,,,,,,,,
93,-0.2155541291295039,1.2984759723895551,0.06682040806650175,1.8306884190737476,0.017048096372894266,0.07660929882686951,0.00041374652287032635,0.03341020403325087,0.21637607667122524,0.08810579680667338,0.07971090727996397,0.001,,,,,,,,,
94,-0.23778226929917365,1.3175963548672498,0.059286944350944386,1.8482416737033853,0.016118697472664624,0.07189234442786682,0.00036160296609083877,0.029643472175472193,0.23855293466202573,0.0862900743945396,0.07932550640050774,0.001,,,,,,,,,
95,-0.12855707568283703,1.194391055666325,0.06591048909336795,1.8331066465801193,0.016925257765052697,0.08236036679126144,0.00038707747590887534,0.03295524454668398,0.12943583643652123,0.0884846084319451,0.07995521387636813,0.001,,,,,,,,,
96,-0.1863906847629706,1.3109256850439974,0.0752391718643698,1.8180754710158915,0.01779267720888778,0.09562819326380152,0.00044853674620994467,0.0376195859321849,0.18740725240371303,0.09049726404459746,0.0801441687681505,0.001,,,,,,,,,
97,-0.1598395387407987,1.2778504110262312,0.08013616908881269,1.7997657383038832,0.01843237327101259,0.10644029747993562,0.00044983778595466184,0.04006808454440634,0.16096650583538505,0.09206510761519945,0.08030796099851131,0.001,,,,,,,,,
98,-0.14283634099448425,1.2508991470865425,0.08055456113581128,1.8012788768202879,0.018235932724391987,0.10481469664519079,0.00041664834226214797,0.04027728056790564,0.14394694451369489,0.09191249063528037,0.08056435907246672,0.001,,,,,,,,,
99,-0.15671275955804725,1.2649561547168733,0.07552729827340521,1.8031547495276996,0.02099388297650029,0.12938475672397182,0.00041120074524691677,0.037763649136702604,0.1580665143293714,0.09865275689525754,0.08294066039213634,0.001,,,,,,,,,
100,-0.1873248931481734,1.307899632342629,0.07863217771340877,1.8049904083890536,0.0186662057262459,0.10610754294030972,0.0004472301869640858,0.03931608885670439,0.18844780687238671,0.09318671680654282,0.08160798014561094,0.001,-0.14947596569038002,1.2664226276236703,0.1507195090531057,0.0874455406420753,1.7903719310135613,0.01939217797093813,0.1177295957225738,0.00046209158687498956,0.04372277032103765
101,-0.015651466995218175,1.0914355590789302,0.11152032537139202,1.7599912267586602,0.020908889436727165,0.14220130753386762,0.0006261557642249853,0.055760162685696,0.01715310170315239,0.0983746721152424,0.08195609832439876,0.001,,,,,,,,,
102,-0.18092989580756805,1.2600961641768533,0.0712021305882915,1.8176241638143433,0.016166065939067192,0.08390057897945137,0.0003376946924059797,0.03560106529414575,0.1818260558512189,0.08720836070698643,0.07949317048929297,0.001,,,,,,,,,
103,-0.07643691626057747,1.1605036827727144,0.09357892410789308,1.7754759956653445,0.017388472044763216,0.10943691314845755,0.0004984272327588546,0.04678946205394654,0.07760081388640025,0.0906919477985836,0.07989798440532128,0.001,,,,,,,,,
104,-0.14924793766930744,1.3013481112686631,0.09026855799076235,1.7872530208300874,0.01772926164076041,0.09888387636349236,0.00047594634781952073,0.04513427899538117,0.1503045427056242,0.09152194843341996,0.08086145664934681,0.001,,,,,,,,,
105,-0.14437387166941795,1.2735165019266623,0.08280643613384388,1.7892312603898324,0.017309321005320587,0.10139877863610124,0.0004549874704300368,0.04140321806692193,0.14545170486115408,0.09084319164883019,0.08043819256398047,0.001,,,,,,,,,
106,-0.11356746676527678,1.2034766283891916,0.07981592004136347,1.8003795983484623,0.018044684761717326,0.09518639173225535,0.0004509710198473631,0.03990796002068173,0.11458175214880198,0.09278709296862447,0.08233513148878285,0.001,,,,,,,,,
107,-0.20115479531973426,1.3275681292948103,0.07012392861231354,1.8268600382748703,0.015303625934749623,0.07339075186042485,0.000389178286816296,0.03506196430615677,0.20194592518589558,0.08565617726620425,0.07954691327011243,0.001,,,,,,,,,
108,-0.04892824704529543,1.1174972917059196,0.08281852444327059,1.8127077511903167,0.015271843784462523,0.07863292815003552,0.0004498341755241786,0.041409262221635296,0.04977861100828456,0.085369863182864,0.07924937257696263,0.001,,,,,,,,,
109,-0.20009853846255637,1.2859461943036599,0.0660223403071532,1.8200937518456766,0.016883216938239187,0.07695764386260726,0.0003969317265048203,0.03301117015357661,0.2009232963261195,0.08978960954238645,0.08158754570827753,0.001,,,,,,,,,
110,-0.10894818020198485,1.1948112048165165,0.07595563455606928,1.809191971280495,0.017487553000360513,0.09034285971337933,0.0003954656128134643,0.037977817278034634,0.10991163319223761,0.0914256054065554,0.08195960903262225,0.001,,,,,,,,,
111,-0.15570318851748813,1.2550376222399229,0.0807561786115821,1.799119105774737,0.01689698115421795,0.09629593269752185,0.000489323876618757,0.04037808930579105,0.15672941036359306,0.0900258192821456,0.08081703824380841,0.001,,,,,,,,,
112,-0.21614323127131962,1.3030466935714382,0.05291397986819857,1.8525444683647225,0.014826572034552205,0.060075742453584734,0.00029972408989461163,0.026456989934099284,0.21679196837137213,0.08428525894405292,0.07949749879068996,0.001,,,,,,,,,
113,-0.15834698581610432,1.2527258801020906,0.07875940051237998,1.7935371959336792,0.01876364005700147,0.11595698740183816,0.0004186600443073972,0.03937970025618999,0.15956805736278132,0.09489435117278541,0.08276598308282054,0.001,,,,,,,,,
114,-0.03136269064463074,1.1257783266303931,0.10037493050731601,1.7689450176623733,0.018669743929424554,0.12848657721164025,0.0005689158596752363,0.050187465253658005,0.03272112249077416,0.0945193135049722,0.08145199298270633,0.001,,,,,,,,,
115,-0.13641373589569497,1.2275429294811855,0.0874092868470425,1.788366805436895,0.018377169607179764,0.12029171658503188,0.0004855316939376077,0.04370464342352125,0.13768309668996256,0.09369811454031471,0.08149450416303068,0.001,,,,,,,,,
116,-0.1682746859279457,1.2462754432690035,0.09146857200838004,1.773544345509745,0.020782701282008563,0.1450215778927437,0.0005178428618392814,0.04573428600419002,0.16979354986495082,0.10005105517710373,0.08378897078261463,0.001,,,,,,,,,
