iter,mean_reward,mean_terminal,std_terminal,mean_step_reward,mean_terminal_penalty,mean_terminal_center,mean_terminal_gap,avg_turnover,outside_frac,center_dist,mean_halfwidth,mean_width_scale,mean_threshold,center_resid_l2,width_anchor_l2,actor_loss,critic_loss,loss
28,0.9547805136154045,1.1301806699475894,0.2805575661535143,0.003788811561965891,0.083587286774951,1.12368385275404,0.006496817193549331,0.08539325763950192,0.39918154761904767,0.08342762254891822,0.05640204941621195,0.951295915949963,0.05640204941621195,0.0,0.004814658285347178,-0.007776358726961221,0.035781360751146025,0.0116974978006922
29,0.7669004042676061,1.1231317156985958,0.25538049522470135,0.0030432555724905007,0.07112793047265521,1.120883347059484,0.0022483686391119306,0.07485933692283267,0.40327380952380953,0.07508225561840715,0.05311807821983111,0.9486691400353612,0.05311807821983111,0.0,0.00466668115441121,0.0014221579045406857,0.020360840381033286,0.01318550627100679
30,0.9187784357299245,1.1200073627641731,0.2707233246490072,0.0036459461735314463,0.07968994052095431,1.1136566293471009,0.006350733417072263,0.09089583655103918,0.3707837301587301,0.08462218267547847,0.05517421621687005,0.9498063091304981,0.05517421621687005,0.0,0.004925426621467116,-0.015792566266497936,0.03414477909534797,0.0028629102035925575
31,0.8800079783889848,1.1043068442841664,0.24806376046555614,0.003492095152337241,0.07069280930716755,1.095189194936746,0.00911764934742032,0.10898041450507107,0.4375,0.09838677990201918,0.059517175381818124,0.9551654160585401,0.059517175381818124,0.0,0.004985960058995191,-0.017554291207478395,0.024103795243131887,-0.003919346129058424
32,1.0783865970615498,1.0533296572078263,0.26082243131262106,0.004279311893101388,0.08954053013060062,1.0428742850170563,0.010455372190770085,0.09981212002080038,0.38405257936507936,0.09259442297595152,0.06043731034419801,0.9474766672900141,0.06043731034419801,0.0,0.0053336669140028395,-0.005501419631274997,0.029574937877785,0.010869344472326526
33,0.786173056217393,1.139090336625213,0.23781071139528692,0.00311973435006902,0.06026392154676234,1.1284429165331995,0.010647420092013471,0.09193926872617085,0.41145833333333337,0.08469447121031928,0.05334630955553955,0.9559112238513838,0.05334630955553955,0.0,0.004573390995622392,0.00782843668946433,0.012862971181031425,0.015842357169770675
34,0.8226843900956711,1.1397267906408424,0.25487793557585536,0.003264620595617742,0.06859562180986271,1.1335212726692037,0.006205517971638708,0.09760931367582973,0.42125496031746035,0.08947466428511663,0.055690925202175265,0.9533836223727714,0.055690925202175265,0.0,0.004843938962594111,-0.007883930610515337,0.02163207962434161,0.004514714640413064
35,1.2347295889476761,1.0627964642223662,0.2991338865404633,0.004899720591062207,0.10830589230668716,1.0534390627890757,0.009357401433290446,0.11233701337683394,0.41133432539682535,0.09712160674749848,0.056347994560410467,0.9540613360705551,0.056347994560410467,0.0,0.004961262464082211,-0.00447882621706228,0.05526089612908765,0.024734244610740617
36,0.6696428112406916,1.1665209352403494,0.2126394329310337,0.0026573127430186173,0.04633637621441246,1.1553481857422292,0.011172749498120194,0.07293786557552674,0.38082837301587297,0.07368979871077223,0.05269326745340607,0.9521990219346163,0.05269326745340607,0.0,0.004654374068886061,0.0012967336523016795,0.012462036303992846,0.009109967680161968
37,0.8678826274018745,1.17169467963277,0.2780290002356154,0.003443978680166169,0.07810131613310733,1.1667280518706047,0.004966627762165388,0.07942526673676943,0.4141865079365079,0.0772895399528631,0.05234642836394943,0.954462354228374,0.05234642836394943,0.0,0.004463485974245451,-0.0057605689053719785,0.036333627182774775,0.013988169674784626
38,0.9388899474613037,1.1253143551684701,0.2755926036928104,0.0037257537597670787,0.08152922875408386,1.1199251910234482,0.005389164145021885,0.09840501673184816,0.4009176587301587,0.09024178039038619,0.05595400594275014,0.9509207670610323,0.05595400594275014,0.0,0.004857166954103189,-0.00924507215039792,0.03195390011724008,0.008314096578971183
39,0.7692890270105754,1.1255039146924048,0.2396910778242437,0.0030527342341689504,0.06300147951470414,1.1194292089697693,0.006074705722635576,0.08152887941007311,0.3725198412698413,0.08102442410953424,0.05709846134042654,0.9488244347934564,0.05709846134042654,0.0,0.005015320545010405,-0.006648162917818203,0.02046782245694786,0.005168025135995689
40,1.1259741464814443,1.0891127375181573,0.2781731893459854,0.004468151374926366,0.08967630825163449,1.0745336060372295,0.01457913148092782,0.08930160050271312,0.37772817460317465,0.08383722168216316,0.056320088118305786,0.9500551581113581,0.056320088118305786,0.0,0.005006825319699714,-0.0015336561381824338,0.039085619475562286,0.01959132193071335
41,1.1286323588007368,1.0798034338272058,0.2960782355704292,0.00447869983651086,0.1021095360982295,1.0728335139279457,0.006969919899260102,0.11520988631384992,0.41617063492063494,0.10071064582588252,0.05956031608242594,0.9527479612179302,0.05956031608242594,0.0,0.005299869483147807,-0.012079594674293032,0.06237159412756607,0.02068856376576808
42,0.9602998414955117,1.1408704895861959,0.28018481397314304,0.0038107136567282207,0.08199982898294095,1.1327851144232066,0.008085375162989239,0.08665822423532071,0.38665674603174605,0.08079165343689361,0.052060366963470925,0.9494648668052148,0.052060366963470925,0.0,0.004646768939420433,-0.003907786301550251,0.044708533413156996,0.02002808868176259
43,0.6574623873249881,1.1596272488607315,0.23569593820678064,0.0026089777274801115,0.05718253432172785,1.1560006207417954,0.003626628118936104,0.08367341183406406,0.4079861111111111,0.08121877557204134,0.05475984026784885,0.9482596627915736,0.05475984026784885,0.0,0.004888783314653662,-0.0008048524202472832,0.015496673613300389,0.008525234678512477
44,1.0407668173599736,1.1414766600489161,0.30379906225219466,0.004130027053015768,0.09571885154434295,1.13518977396678,0.006286886082136123,0.08120697419183331,0.3955853174603175,0.07697910072889223,0.05148064686981575,0.9529709004223348,0.05148064686981575,0.0,0.004467983343613481,-0.0002869567956790679,0.03978745258017829,0.02118799898754859
45,1.3182983762869855,1.0843551135849758,0.32046147306074735,0.0052313427630435935,0.11606929547020794,1.074394898844998,0.009960214739977769,0.11039277509297774,0.41703869047619047,0.09566162765428178,0.056572127984835074,0.9573305364517246,0.056572127984835074,0.0,0.004838177476224642,-0.0023831327608966517,0.06222335333231131,0.030310043593530123
46,0.6195866224754791,1.2189833831678265,0.23384681482031278,0.002458677073315393,0.05504470163810217,1.215629369337912,0.003354013829914404,0.06574455649412302,0.4113343253968254,0.06570427338227502,0.0454549112537036,0.9487534635566651,0.0454549112537036,0.0,0.004199331139131939,0.006987608792343952,0.019844053997401714,0.01849039663397882
47,1.0474453243437638,1.1189598222426498,0.27986700689106164,0.004156529064856205,0.08489305195710442,1.1058965976934856,0.013063224549164199,0.08097665539259279,0.3916170634920635,0.07719931933731619,0.0518228340324264,0.9457878437002787,0.0518228340324264,0.0,0.004838019356476897,0.000479419592807493,0.03622219424576525,0.020171816247841465
48,0.9595808136692138,1.1326467562522897,0.2661445075849028,0.003807860371703229,0.07536935836094885,1.1199319766090792,0.01271477964321055,0.09329067235492385,0.39211309523809523,0.08513824643183118,0.05460497402643427,0.9496936891588224,0.05460497402643427,0.0,0.004986697367567969,-7.587256234719078e-05,0.031206800919335618,0.017108876108483047
49,0.7135679434846076,1.1203275432214608,0.22038118992236272,0.002831618823351617,0.0549155692407247,1.1128926533768853,0.007434889844575521,0.0775214948058722,0.37289186507936506,0.07905493638505304,0.05694631699087545,0.9459046055528502,0.05694631699087545,0.0,0.005072170620571808,0.0047482401579819625,0.011829314356552961,0.012244231021673867
50,1.2563266240584714,1.0550538947763453,0.30769780954189496,0.0049854231113431405,0.11568731541638708,1.0498616288965978,0.005192265879747415,0.12031563262117084,0.416046626984127,0.10355154645843102,0.05933488103990278,0.957412287878294,0.05933488103990278,0.0,0.0050786032060866244,0.02235403586027767,0.05328543805578813,0.050577995007172666
51,1.0064693149823274,1.116841782590446,0.274957400582093,0.003993925853104474,0.0825168612575962,1.1047174686598236,0.01212431393062241,0.06593634440401144,0.35032242063492064,0.06871222857381437,0.052857176701850916,0.942063368329735,0.052857176701850916,0.0,0.004954306215855994,0.00252468368719291,0.032608218261034515,0.020409808640720856
52,0.5954125415938969,1.1834220976398209,0.2025097938469148,0.0023627481809281622,0.041285043450583564,1.174300110973272,0.009121986666548842,0.07589704248260534,0.40612599206349204,0.07631676646018348,0.05353904937684305,0.9486965782475024,0.05353904937684305,0.0,0.004740283964905527,-0.00373015875659103,0.01079514515168124,0.003248115621009318
53,0.6249859590897934,1.170642390935892,0.22037457694620896,0.0024801030122610845,0.04942682337418157,1.1637404346017084,0.006901956334183668,0.07112982275989521,0.3916170634920635,0.07281058910554156,0.05253139174042478,0.9506836103574126,0.05253139174042478,0.0,0.004528014397895067,0.015555072268973161,0.01054033664702683,0.022405630125679286
54,0.5377815373963414,1.2147232674318806,0.1844584094896553,0.0021340537198267515,0.03424167943532404,1.203936900043889,0.010786367387991547,0.06985234811683018,0.4027777777777778,0.07102386717220166,0.05005001418494677,0.9500179759374483,0.05005001418494677,0.0,0.004424705176176386,0.0028494229318437436,0.005209262493707722,0.0070342404036685836
55,0.9633977175318169,1.140658022178255,0.2745302010137793,0.0038230068156024487,0.07888830160046253,1.1299720315567967,0.010685990621458252,0.08438199308628394,0.3872767857142857,0.07857639496949884,0.05171965102032436,0.9504400810062688,0.05171965102032436,0.0,0.00456188081044762,0.010584942350228574,0.027454702101064564,0.025892516802366095
56,0.9095535703244655,1.1688616582431905,0.27677095097163806,0.0036093395647796246,0.07757175562910876,1.1613928315694864,0.0074688266737041875,0.07707820544026524,0.40550595238095233,0.07245568147925581,0.04736191136901143,0.9510937174597667,0.04736191136901143,0.0,0.004315848125372609,-0.005972255825113917,0.03294044903334473,0.012077846061478603
57,1.0298038192082135,1.0690482563229333,0.2632242176938901,0.004086523092096086,0.08643534795262459,1.0601085466471538,0.008939709675779506,0.08117888272154747,0.35652281746031744,0.07930048859512273,0.05596724054550456,0.9447899828787665,0.05596724054550456,0.0,0.005100987389748096,-0.007484355002979924,0.029041407431216252,0.008616911222812721
58,1.3028080541787364,1.0258916850130357,0.28981501653293,0.005169873230868002,0.11430644915558243,1.0165546312808358,0.009337053732199951,0.1180541304425151,0.39967757936507936,0.10494301196680555,0.06437001202336048,0.9509841447050822,0.06437001202336048,0.0,0.005573748096064991,0.0214558628092192,0.05340253207702561,0.04973806411962284
59,0.9335770125615351,1.1300712864941076,0.27391213137385173,0.003704670684767997,0.0799178806863554,1.1230435520740851,0.007027734420022469,0.07470771771278167,0.35267857142857145,0.0750677576446962,0.055492759914159556,0.9471014422229381,0.055492759914159556,0.0,0.004854449413456718,0.007012620669492626,0.03955511753626026,0.028370295411830965
60,0.6601335077076764,1.165638450837283,0.2286802625232816,0.0026195774115383985,0.05347537852857882,1.1588662913360754,0.006772159501207575,0.07095997189823983,0.4027777777777778,0.07251982311850667,0.05242427352808619,0.9501541582054092,0.05242427352808619,0.0,0.004512200571205563,-0.007103741159303003,0.009994246138629759,-0.0005269443636221746
61,0.7456428619411838,1.1429207165103636,0.2363277546867457,0.0029589002457983482,0.05910885223896892,1.1341726543867012,0.008748062123662415,0.09407845007880895,0.41021825396825395,0.0860618247650663,0.05462091666835042,0.9533201118988568,0.05462091666835042,0.0,0.004787741073722604,-0.006819036341549078,0.024362056799085915,0.006941841325862336
62,0.6360185860456216,1.1564687816352452,0.21302141993875148,0.002523883277958816,0.04727309232504188,1.1486741257170363,0.007794655918208937,0.08100880304862382,0.3970734126984127,0.08025809420154317,0.05528102659146855,0.9531983704347538,0.05528102659146855,0.0,0.0046081375725060955,-0.005255223261887723,0.009341526954194998,0.0009951098805770055
63,0.7225514755007574,1.1571068637377793,0.24081495741396874,0.0028672677599236402,0.05983166485270101,1.1512151670495963,0.005891696688183012,0.05623280683099431,0.359375,0.06378747550554537,0.05277824144870899,0.9421022767126099,0.05277824144870899,0.0,0.0048170208813251006,0.000810371404010098,0.020724737954806227,0.01275241893108925
64,0.7927698916568925,1.1625955783427262,0.2405416236510861,0.0031459122684797318,0.05925936346821588,1.1528597075867197,0.00973587075600646,0.09070963292516614,0.4229910714285714,0.08467558855158425,0.053331939565410436,0.9537961879937599,0.053331939565410436,0.0,0.004522456169227331,-0.00979927665797581,0.020264885588860946,0.001912450122418594
65,1.0340804699782664,1.1084345211402566,0.27652591306689894,0.004103493928485184,0.08485081751629624,1.0965135374381125,0.011920983702144117,0.08610088157600745,0.3678075396825397,0.08035007270937244,0.05471148740917872,0.9465986414008155,0.05471148740917872,0.0,0.005021488645119859,-0.010487570511362171,0.03148307265138453,0.0068336488337699085
66,1.20178592919989,1.1036698220894219,0.30954290695284936,0.004768991782539246,0.10509631442110401,1.094285316238997,0.00938450585042494,0.10722913461168118,0.4487847222222222,0.09402573070590586,0.05480256566955602,0.9584469632393903,0.05480256566955602,0.0,0.0045430672575864865,-0.00166048267763204,0.04497943654494956,0.022408340193895013
67,0.8822658542193267,1.1317779308025555,0.26464553554009806,0.003501054977060821,0.07469151020688619,1.1259008273038074,0.0058771034987481485,0.10342875543706093,0.41567460317460314,0.09354438743786439,0.057955707562816774,0.9524504949487684,0.057955707562816774,0.0,0.004894649945187353,0.01034859829314546,0.029011765726810416,0.026433837339290528
68,0.9565653606367999,1.1057444671179857,0.25081541363614596,0.0037958942882412696,0.07179247719634346,1.0925776250777335,0.013166842040252202,0.08730235387074858,0.359375,0.08342511533655067,0.0585977944569588,0.9458841613522961,0.0585977944569588,0.0,0.0053010042244474,0.014797361144272856,0.019536597140178143,0.02614532225238104
69,1.1723877528408362,1.0425813036302842,0.2834661635070741,0.004652332352543001,0.10513371182016004,1.0338828369407194,0.008698466689564865,0.09146672472100922,0.38169642857142855,0.08553673287753322,0.0574618116555423,0.9487895427705159,0.0574618116555423,0.0,0.005113932084430232,-0.0056614367908129,0.037608001506437255,0.014721939429284812
70,1.3711497499695482,1.0559634448482123,0.31895305711223054,0.005441070436387096,0.1224775818612317,1.046216716788818,0.00974672805939436,0.1164342560922008,0.4382440476190476,0.09978565177393281,0.056364299212678645,0.9530937493942677,0.056364299212678645,0.0,0.005029010521339616,-0.006456418330690879,0.0718735258921695,0.031059535161709853
71,0.586284125037382,1.173455044795413,0.21142049330368787,0.002326524305703897,0.04540325963558825,1.1676142419684958,0.005840802826917235,0.10029827950395617,0.43253968253968256,0.09326114379343498,0.0583789790879553,0.9556856400819289,0.0583789790879553,0.0,0.004889207848678809,-0.009571941381920397,0.009314599586728065,-0.003335690843913051
72,0.8104394906601033,1.1468202220630377,0.2524495155375317,0.0032160297248416798,0.06655884667655906,1.138538664467716,0.008281557595321676,0.06963467102755795,0.3645833333333333,0.07104149339518134,0.052810522998537224,0.9443095406571068,0.052810522998537224,0.0,0.0048362480676407,0.004475473713430938,0.0201112429651315,0.016109892981858952
73,1.1031231019579488,1.0750490631363523,0.2794719590303154,0.004377472626817256,0.09371731250734555,1.063728289400846,0.011320773735506329,0.08232008440685695,0.3628472222222222,0.07934164896874082,0.05603965044052245,0.9434983486971282,0.05603965044052245,0.0,0.005284059405131561,0.00031503022145423125,0.04944814287832597,0.026618247258816962
74,0.9681211669390475,1.1382301376439052,0.2800594881330065,0.0038417506624565377,0.08224883278881247,1.1287418578402668,0.009488279803638422,0.07331683866362293,0.3959573412698413,0.0722284041659494,0.05035901693425235,0.9507046383786031,0.05035901693425235,0.0,0.004467215127522177,0.010351880653072753,0.02381485651343688,0.023837537664713318
75,0.5400619074933438,1.2202762392181188,0.1944096333368105,0.002143102807513269,0.038206231410983484,1.2114418514121261,0.00883438780599266,0.06783144410087405,0.40364583333333337,0.06884403116125576,0.04981467540519733,0.952199670772401,0.04981467540519733,0.0,0.0043393489989553505,0.007350042187080665,0.006595131163043819,0.012225608658396125
76,0.519807952551257,1.1828771559726519,0.20749637237805807,0.0020627299704414955,0.04334793633763863,1.1803079270548866,0.0025692289177652317,0.06800346996407824,0.36433531746031744,0.070770196010133,0.05325178786802601,0.9446753032987208,0.05325178786802601,0.0,0.004860640480006128,-0.019185232523832245,0.0071246332258992386,-0.014044493728608035
77,1.1565798644763066,1.0419779957000357,0.27172398247632856,0.0045896026368107395,0.09880487649577405,1.0330403291918189,0.008937666508216813,0.11299308925005265,0.42150297619047616,0.10097551010296862,0.0617493766920436,0.9521533240675213,0.0617493766920436,0.0,0.005295527638974364,-0.004810862581056673,0.03048929124245213,0.012012540110602942
78,0.7552434087704689,1.117194768363063,0.2425873431096736,0.002996997653851067,0.0657053254234573,1.1155106070545764,0.001684161308486587,0.11641990687035045,0.4025297619047619,0.10499005290102861,0.06389345553964652,0.9576010679834535,0.06389345553964652,0.0,0.005202584059186943,0.0016736211539238985,0.018537844690099708,0.012521107626827505
79,0.90505063836396,1.134378753119909,0.2750341963472874,0.003591470787158572,0.07994995720249606,1.1293374247502932,0.005041328369615794,0.08467565655844997,0.39657738095238093,0.08304051541061849,0.05670627369608778,0.9499501463317432,0.05670627369608778,0.0,0.004871965849805969,-0.002048032635691907,0.0337102745412679,0.016385238145586404
80,1.024186333727413,1.0999059483742157,0.2775802501322301,0.00406423148304529,0.08706961443433657,1.0919061106026209,0.007999837771594853,0.11204656795605653,0.42708333333333337,0.09903450138755951,0.05876371434172394,0.9526150836473993,0.05876371434172394,0.0,0.005128260616619433,-0.010459191180678042,0.03408951886747258,0.008163858059469412
81,0.717047513594324,1.1550003081819702,0.21923197039665854,0.002845426641247317,0.05008762910771902,1.14394679611779,0.011053512064180149,0.09535654117977704,0.4166666666666667,0.08925969094229898,0.05792368042001949,0.9546519988332257,0.05792368042001949,0.0,0.004848615398810369,-0.0068704042884491804,0.013658763906874052,0.0015368878271811914
82,1.18281384015414,1.058787393829149,0.28493352882820683,0.00469370571489738,0.10112811599205845,1.0480893426898426,0.010698051139306441,0.09034417119313579,0.38256448412698413,0.08754348183058885,0.059717051900677255,0.9486403894243272,0.059717051900677255,0.0,0.005268296778396326,-0.003995969634946903,0.043290564646759434,0.019227542533005737
83,0.9421513282255367,1.1232234047911338,0.259457613433438,0.0037386957469267334,0.0732128987404414,1.1106961121454308,0.012527292645702959,0.10078119405099664,0.4131944444444444,0.09263892193494436,0.05846872198852035,0.9516243465286964,0.05846872198852035,0.0,0.005092327327270515,-0.011019292318911661,0.029686302721329258,0.005401812917874756
84,0.9424850355291271,1.125444682436604,0.26011712720603186,0.0037400199822584415,0.07321941524289778,1.1139624110541662,0.011482271382437848,0.10237208193207145,0.40327380952380953,0.0913863900802151,0.056534956166947696,0.9505129822826437,0.056534956166947696,0.0,0.005099477827259119,0.009032372681470495,0.027458821813325734,0.024339644615755128
85,1.0853110723184827,1.047255572951682,0.26269308383998236,0.004306789969517789,0.09233851629167894,1.0377912972610048,0.009464275690677093,0.09367962076471875,0.37115575396825395,0.08956386423271151,0.06030666074854386,0.9453521714071446,0.06030666074854386,0.0,0.005416285352286408,0.0047470818441718975,0.021343717414526044,0.016997018387581702
86,0.8177503468238734,1.161820375536152,0.24187813364763563,0.0032450410588248943,0.05996271526106394,1.1491600566567906,0.012660318879361476,0.05811504778377385,0.32837301587301587,0.0622580921565314,0.050837047148586445,0.9483991014188746,0.050837047148586445,0.0,0.004561668792246294,-0.009036119148908655,0.012165711376679341,-0.0013761402399822516
