iter,omega,mean_terminal,xT,mean_xT_window,mean_xT_minus_z,domega,loss_critic,loss_actor,avg_gross_leverage,avg_cash_weight,avg_abs_action,max_gross_leverage,min_cash_weight,episodes_per_iter,rho1_asset1,rho2_asset1,rho1_asset2,rho2_asset2
1,0.0,0.46248283426548886,0.46248283426548886,,,0.0,7.02116922129926,0.5310085626914022,5.799763854531933,2.0724772151926762,1.7721380376657916,7.958688808588108,-6.6550324741787845,32,1.0899090912279554,-3.3646363630346277,0.6459717554725037,-1.3309452058690023
2,0.0,0.5379478804554021,0.6134129266453153,,,0.0,3.5275034412274735,0.30426994720989814,5.5427696679284555,1.5953882701137094,2.075911960407909,7.960300060130281,-6.728983193238037,32,1.0889173575756457,-3.3656377150733903,0.6449849984323182,-1.3318942991054241
3,0.0,0.48831054481340413,0.38903587352940816,,,0.0,12.387062302026337,1.435380620667192,6.165690628300503,1.24525488678998,1.664968908923151,7.9921257022160415,-6.895229409381308,32,1.088059459568544,-3.36640480757518,0.6440002548783521,-1.3327690934879952
4,0.0,0.5375680202111013,0.6853404464041928,,,0.0,3.8010656041823916,0.25254137510185276,5.589577735364775,2.0397150526402865,2.1015811102009057,7.939172200106736,-6.798445329634228,32,1.0871545437216836,-3.3672534284073965,0.6430074382861154,-1.3336613323716475
5,0.0,0.5327710329949665,0.5135830841304276,,,0.0,6.5194927798204585,0.6968203789846129,5.911733113779002,1.502054778978416,1.8893695939895103,7.973839682520903,-6.896002552633396,32,1.0863254900464108,-3.36805674109673,0.6421130009570457,-1.3345772263736873
6,0.0,0.5560856100878379,0.6726584955521946,,,0.0,7.292883767235357,0.6711869518271114,5.809278321606941,1.4502921769586021,2.119886015340259,7.967795066133448,-6.930588901855231,32,1.0856104281254313,-3.368817648820277,0.6411909618095795,-1.3355185182360627
7,0.0,0.5813764405439981,0.7331214232809593,,,0.0,6.775538441868035,0.7258074023151625,5.877258060713088,1.7422357646598952,2.202399652939813,7.959696371899067,-6.862355649221457,32,1.0849950299160023,-3.369487528139392,0.640410151979611,-1.3362152871909703
8,0.0,0.575997535018286,0.5383451963383015,,,0.0,6.824917125547161,1.1483141662106124,6.014274975404517,1.353678955195869,2.05558538517702,7.98632804337354,-6.939804446670456,32,1.0845946887561189,-3.370023943359174,0.6400119739790806,-1.336860760964561
9,0.0,0.57218555312109,0.541689697943522,,,0.0,2.770567093946605,0.009905275216604309,6.007557473417057,0.8829448516911325,1.9615696627991361,7.995341865908545,-6.95317344744889,32,1.0841726180788827,-3.370603990544032,0.6396651892068758,-1.337437302789017
10,0.0,0.5695892935427647,0.5462229573378381,,,0.0,11.140149905409018,1.5739747781947193,6.045861388213833,0.9657091780549247,2.070198728708112,7.982659712640525,-6.938851823347129,32,1.0837735394082528,-3.3711831814048874,0.6392402702176572,-1.3381240827772742
