iter,mean_reward,mean_terminal,std_terminal,mean_step_reward,mean_terminal_penalty,mean_terminal_center,avg_turnover,outside_frac,center_dist,mean_halfwidth,mean_width_scale,center_resid_l2,actor_loss,critic_loss,loss
16,-0.11732795143446756,1.107706606967385,0.2542272000944347,-0.0004655871088669348,0.07314953966532849,,0.10381294044022851,0.40228174603174605,0.09487676155125142,0.06123707017735472,0.9865857009065282,0.0,-0.0012438601679572057,0.004042674394366693,0.001936900583472299
17,-0.06795485248487244,1.1332299755643296,0.2344329435104662,-0.0002696621130352082,0.059417041166121454,,0.10237002251494084,0.4474206349206349,0.09590621565850951,0.06054637346803235,0.9786391027587946,0.0,-0.009377331518731533,0.004187497520391218,-0.006124314600370001
18,-0.12390520251846178,1.1021336930237147,0.24561867831200723,-0.0004916873115811977,0.0699063491769138,,0.08336320851707306,0.3792162698412698,0.08217489630430821,0.059547005837707306,0.9863352383070179,0.0,-0.008346861930032479,0.003373068264057791,-0.00550132156991104
19,-0.124697702059595,1.0954334433100255,0.24556007674056302,-0.0004948321510301389,0.07123391606682883,,0.08975074564272217,0.39967757936507936,0.08733342895793222,0.06096552137326201,0.9808397307227078,0.0,-0.004820644725832374,0.003700789058400403,-0.0018113939160950793
20,-0.04086191421868859,1.1565693449033878,0.22627793272639574,-0.00016215045324876422,0.053087924641052164,,0.08552016365493537,0.39806547619047616,0.08432486996423873,0.05875785380284905,0.9811909139123871,0.0,0.003758892465881929,0.002694044483519334,0.006264559769675278
21,-0.11535819703120317,1.1087503118587578,0.23777464568330975,-0.0004577706231396951,0.06486328771569745,,0.07524746993787298,0.3487103174603175,0.07908754754476606,0.060685864856381874,0.9856878714999574,0.0,-0.0014547514994131166,0.0025741274189787743,0.0009907303098425388
22,-0.22215387285680457,1.0276823767207095,0.2755498391326669,-0.0008815629875270022,0.10562107713866203,,0.11101066358538447,0.4227430555555556,0.09819501139270867,0.060573372599158015,0.9829582261745309,0.0,-0.0020669119089853707,0.0031878426263295587,0.0006852638487132267
23,-0.11618987361393747,1.098488153199849,0.26383324529091934,-0.00046107092703943437,0.07991263636151574,,0.09435374500306462,0.43576388888888884,0.08837492749185843,0.056497560547038674,0.9793665186688072,0.0,-0.0013151516442311533,0.002625172779601928,0.001155494276747687
24,-0.02377859859956369,1.1756832244359168,0.23953748506304492,-9.435951825223686e-05,0.05796951232416246,,0.07315635487630491,0.3840525793650794,0.07447117351932714,0.054542792863217254,0.9804034840792438,0.0,-0.010623752814814804,0.0017939678153786665,-0.008568936088962417
25,-0.08963014078568673,1.1219289844160052,0.24942480991276852,-0.00035567516184796327,0.06830781927433709,,0.10836216168291726,0.43452380952380953,0.09745408205592272,0.05988429000848247,0.9814324307438231,0.0,0.008190236582857977,0.002246413464621335,0.010471093825895372
26,-0.12315115867173176,1.0972261412982873,0.2548767905174754,-0.0004886950740941736,0.07552464437692866,,0.11828485479233097,0.43253968253968256,0.10372827982248012,0.0609482468078745,0.9813582382915216,0.0,-0.01575802915360379,0.0021958362275930404,-0.013502663158261787
27,-0.16887679724128066,1.0782142920927333,0.28460543248922304,-0.0006701460207987328,0.09583201085285172,,0.0818782910005104,0.37797619047619047,0.08182160572074512,0.06026307847327482,0.9862121045692747,0.0,0.010545182477016586,0.0022945922888975064,0.012849704503850621
28,-0.09445560071850716,1.1308928659093116,0.28011809185160386,-0.00037482381237502845,0.08324194136481196,,0.08539500123992469,0.40389384920634924,0.08403697050353254,0.05819349441979184,0.980850080989172,0.0,0.013594167857240215,0.002059710958657734,0.01578108802937925
29,-0.08911126312650866,1.1237991167762205,0.2552568683859186,-0.0003536161235178915,0.07096264346227027,,0.07463168938650089,0.4040178571428571,0.07577619315162824,0.0552914612033704,0.9831753319497544,0.0,0.007495761384753365,0.0019310757653413992,0.009618124018584279
30,-0.10372867534962327,1.1204182278787078,0.2703092807260273,-0.00041162172757787017,0.07940036570058749,,0.09081962208076871,0.3758680555555556,0.08530453568672475,0.05747464722724174,0.9829671094949528,0.0,-0.010500146568306818,0.0023642368198867475,-0.008161377541800359
31,-0.1082363760786522,1.105082220377382,0.24735861269069026,-0.0004295094288835405,0.07019566816075079,,0.10910716441004185,0.44506448412698413,0.09866897555864639,0.06078493608144023,0.9814573917953392,0.0,0.005474270511588077,0.0021717583248742115,0.00771659795554601
32,-0.19493320043020382,1.0535504705791467,0.2608070505046216,-0.0007735444461516025,0.08946778226050955,,0.0997360916701654,0.38603670634920634,0.09363071089399785,0.06303464359595913,0.9887559722815398,0.0,0.012384130199102176,0.0021662316586275755,0.014623460321072996
33,-0.0527497223016713,1.1393587017881477,0.23739839463769255,-0.000209324294847902,0.060035364825372424,,0.09213978666567649,0.4202628968253968,0.08528701166836161,0.0546562680030436,0.975989814258454,0.0,0.004877815537923391,0.001950364511002168,0.0070090745201739635
34,-0.06882171276969384,1.1404691828811748,0.2542854602346624,-0.00027310203480037233,0.0682050134735891,,0.09754649601516022,0.42584325396825395,0.08996611927366245,0.05718047341654149,0.9800333919289307,0.0,0.02303292649309547,0.002124203897621374,0.025250870598125162
35,-0.18151804620190443,1.063710586595108,0.29891477276605216,-0.0007203097071504143,0.10792484558403014,,0.11207214685049105,0.41927083333333337,0.09788405478886594,0.05811229633426543,0.9823911074312505,0.0,-0.01909529553144372,0.002400261636827661,-0.01673951449369778
36,-0.019219602535863082,1.1663269820991624,0.2128704001529626,-7.626826403120269e-05,0.04644767939583254,,0.07310954013380222,0.38888888888888884,0.07407090481677042,0.05427890196709177,0.977776047801476,0.0,-0.004362213308811559,0.0017137429326652572,-0.0023498965871813827
37,-0.03293910225620818,1.1721676241921029,0.2775483487505869,-0.0001307107232389213,0.07780772703728944,,0.07950362893192064,0.4205109126984127,0.07773819601197732,0.053687437780466585,0.9770307484174818,0.0,0.01876746915086871,0.0019160781377639124,0.020880784923631275
38,-0.09596888231722417,1.1261362312675378,0.2747523440450326,-0.0003808288980842229,0.08094470688960265,,0.09823910921801476,0.4041418650793651,0.09101932981555083,0.057938464398909185,0.9822379153924625,0.0,0.01644533359615899,0.002097764564978099,0.018649265622589863
39,-0.08920868616826387,1.1260761056616242,0.23940241181929922,-0.00035400272288993597,0.06277825693904869,,0.08145959662357817,0.37797619047619047,0.08189896941005748,0.05913599126793559,0.983760905019723,0.0,0.0007603757562681399,0.0016915359960402898,0.0027609681317727185
40,-0.14391153630829806,1.08918068563696,0.27770557587582567,-0.0005710775250329287,0.08940130730841822,,0.08931380418480687,0.3855406746031746,0.08469482986979376,0.05861521317562604,0.9848633047019435,0.0,0.02098631775180229,0.0018229227020152903,0.02305241188142223
41,-0.1683622443117592,1.0799943625172816,0.29604071311990837,-0.0006681041440942825,0.10204145685217753,,0.11526447210844218,0.4206349206349206,0.10147695510530491,0.06141165571963114,0.9844014762577041,0.0,-0.020371893146769772,0.002153209267631533,-0.018140840554021338
42,-0.07298465953511114,1.1409090282259613,0.28006689889204045,-0.00028962166482186965,0.08192921080020465,,0.08661288069900233,0.39558531746031744,0.08198839906415811,0.05429049018137805,0.9810389087020599,0.0,-0.0021539070527025767,0.0018017521386375836,-9.878508491278036e-05
43,-0.04074037407222163,1.1599707226260108,0.23509372863302236,-0.00016166815108024452,0.056871404289660935,,0.08359702121609222,0.4129464285714286,0.08204209538985605,0.056705070964018583,0.9817165063527753,0.0,-0.0038625742512277557,0.001497195518492873,-0.0019599545412224834
44,-0.08280218237076081,1.141108192925409,0.30401254363881386,-0.0003285800887728604,0.09589187163025256,,0.08124794188674975,0.404265873015873,0.07787224001117302,0.0533971448170875,0.9785380777557822,0.0,0.01807733195073929,0.0016097824538475513,0.020036107447753047
45,-0.1651703731011581,1.0848452384627083,0.3205554538442459,-0.0006554379884966591,0.11601641809400096,,0.1104303924002975,0.42919146825396826,0.09600381956448663,0.05803045352372269,0.9803040128134433,0.0,-0.0007399497110553701,0.002141621607046846,0.0014845302504318534
46,0.04318286616251768,1.2185955828647306,0.23388347970075415,0.00017136058000999084,0.05504727777901215,,0.0656655235518234,0.4150545634920635,0.0667292697674777,0.04747723814114739,0.9759921101831885,0.0,-0.01937530207374,0.001116692972203689,-0.017663497023114687
47,-0.10511942715666164,1.1188345270611313,0.27968402125776387,-0.0004171405839550066,0.08481098574430351,,0.08089730475334704,0.3948412698412699,0.0784758000007263,0.05459877152064799,0.9838634335076315,0.0,0.005075872798728393,0.0016741986855826007,0.007066195671439924
48,-0.08230710342293399,1.1324932087384014,0.26600457533485705,-0.00032661548977354755,0.07531560096551468,,0.09340929427677934,0.40364583333333337,0.08644671929518521,0.05682305802359828,0.9826978666059034,0.0,0.013426318190390293,0.0015300623282810378,0.015344385749625175
49,-0.08921066779682985,1.1206125776008922,0.22010884040351453,-0.0003540105864953565,0.05475026445895419,,0.07730098356042214,0.37884424603174605,0.08027909294398106,0.059463040396030814,0.9864951943224278,0.0,0.005797889665780633,0.001392493442168138,0.007646939132022286
50,-0.20013070814736972,1.0553858286173754,0.30768446917062303,-0.0007941694767752768,0.11558299113349119,,0.12063544617788535,0.42646329365079366,0.10407632524495872,0.06078965359617916,0.9810377587648098,0.0,0.015151673245167323,0.0021128307195910946,0.01736075947018624
51,-0.1134606745771111,1.1167026550787236,0.27497442237204195,-0.0004502407721313933,0.08254938062977218,,0.06576903225856283,0.3559027777777778,0.07004890744030627,0.05601068373051221,0.9861997850678859,0.0,-0.011124416371538558,0.0016195941415908448,-0.009162206348445032
52,-0.00038095479370436197,1.1839758226688373,0.2023541982547138,-1.511725371842703e-06,0.04120399581044855,,0.07573305619555823,0.4113343253968254,0.0770901902672242,0.05551142760786325,0.9814410170617156,0.0,0.008012427920695118,0.0013105839709118266,0.009819958909887554
53,-0.015924862139953158,1.170568000964244,0.22049255251983765,-6.319389738076647e-05,0.04948320828395409,,0.07120210124813081,0.39905753968253965,0.07349027120378562,0.054317504354632465,0.978807494859927,0.0,-0.011473064928597641,0.0013203090234121197,-0.00966085898248883
54,0.048212714410389726,1.2148038847136706,0.18459565506379247,0.00019132029527932433,0.0342947108710463,,0.06967397899473864,0.4088541666666667,0.07176268709689959,0.05193086287684222,0.978063998976723,0.0,0.01296013100271806,0.0011237928055675638,0.014673874744558987
55,-0.07015749856764021,1.1408651912570473,0.27422072759999133,-0.0002784027720938104,0.07869393305053421,,0.08426516889719929,0.39446924603174605,0.07951490537271966,0.053946011286822936,0.9802186414847984,0.0,-0.006494883923430417,0.0015885271757501301,-0.004548957387552007
56,-0.03251841723431044,1.168755743042379,0.276767906337409,-0.00012904133823139064,0.07757667757122663,,0.0769691126478168,0.4105902777777778,0.07354928760253696,0.04931716080311865,0.9769913030716514,0.0,0.01665453646996201,0.0015960472908873383,0.01860403040144263
57,-0.1724813346184672,1.0686287793634357,0.263695950251765,-0.000684449740549473,0.08679395179072219,,0.08115852340695456,0.35875496031746024,0.08076721962938851,0.05896214371756306,0.9870472140775823,0.0,-0.0029364743646902083,0.0015853728206399605,-0.0009925716779323815
58,-0.2500907408684274,1.0260741157886848,0.2893137986342383,-0.000992423574874712,0.11395268727886039,,0.1182796465056414,0.400421626984127,0.10596818937103475,0.06663454239169866,0.9892687070593904,0.0,-0.00023455140007604472,0.002205356195324047,0.00201914876899073
59,-0.10086576339581335,1.1306872202681557,0.2740305310218459,-0.0004002609658564021,0.07989699336627001,,0.07451343451909673,0.3540426587301587,0.07605797876776599,0.058029292951447875,0.9848557313779397,0.0,0.01078615145592667,0.0016960325943585048,0.012784987292921074
60,-0.02179114842134474,1.166143467521751,0.22809454015613911,-8.647281119581246e-05,0.053173384040491274,,0.07079646107890976,0.40773809523809523,0.07337598700709336,0.05433792676876058,0.9801826656858283,0.0,-0.0019941468174393597,0.0013651661046424654,-0.00016091166356637428
61,-0.05497751073966119,1.1425773822532233,0.23609109469154482,-0.0002181647251573857,0.05903636202154443,,0.09420613208625822,0.4149305555555556,0.08675642752774704,0.05621170516446387,0.9794377034412303,0.0,-0.010408602096950893,0.0015292442543958316,-0.008493532231997558
62,-0.0323634382234711,1.156605990922011,0.21263505592156276,-0.00012842634215663135,0.04709670703062671,,0.08119971108540111,0.4060019841269841,0.0807847179706081,0.05670230400908016,0.9776915059884765,0.0,0.0017841636968800945,0.0013365241472838765,0.003602682363030492
63,-0.05297371401038557,1.157743263181144,0.24094224763250582,-0.00021021315083486337,0.059838798500781824,,0.05590103044835191,0.35776289682539686,0.06484082383984334,0.05554853278407072,0.9842689138691093,0.0,-0.004352573654690314,0.001454332490953925,-0.0024754002520790733
64,-0.03050044080202756,1.162539793852242,0.24055636701426955,-0.00012103349524614107,0.059270632755736484,,0.09077744459297829,0.4285714285714286,0.08544574376695765,0.055023759455139015,0.978702727925765,0.0,-0.004195427250969332,0.0016424044191571912,-0.0022243494775213736
65,-0.12166122736706858,1.1090828704334932,0.276083145414583,-0.0004827826482820182,0.08448782763062274,,0.085946384355466,0.3718998015873016,0.08140305634878367,0.057364219842377946,0.9848007169626063,0.0,-0.005975766689688834,0.0016122117652349356,-0.004020031229489619
66,-0.1266896537033283,1.1035442660575423,0.30921167638284963,-0.0005027367210449535,0.1049155694218703,,0.10743080869625958,0.458953373015873,0.09446250832351723,0.055684143480164316,0.9757145650587616,0.0,-7.88616541473326e-05,0.0018170818536682723,0.0019791623084894037
67,-0.08413503878744169,1.1331011957137225,0.26387604149844784,-0.00033386920153746704,0.07410601529182423,,0.10333837839195142,0.4255952380952381,0.09410084808108926,0.05966575197431303,0.982521710014317,0.0,0.004920147800007229,0.0018127637405968636,0.0069757776641323176
68,-0.12914905014893746,1.1056790549636522,0.2506764889720008,-0.0005124962307497519,0.07173514279587936,,0.08729429159246485,0.3619791666666667,0.08469122390659992,0.06132682026505258,0.9870226347068863,0.0,0.010125490490800382,0.0015578300145835363,0.012053412379507694
69,-0.21232701923045338,1.0433893440600817,0.28320866530608885,-0.0008425675366287833,0.10473404565838772,,0.09133818837192026,0.3885168650793651,0.08623828257335897,0.05986488583324963,0.9853479016765682,0.0,0.011504605321595744,0.0018981108266625819,0.013602497973447904
70,-0.20423221230184985,1.0557875307696234,0.31887922013742054,-0.0008104452869121026,0.1224811933169718,,0.11645493691926817,0.4463045634920635,0.10064634779798251,0.058205493305405226,0.9831175834604056,0.0,-0.006612258251879304,0.0021474159604147817,-0.004389907150687156
71,-0.01714597911179484,1.1737647039059786,0.21050897469312466,-6.80395996499795e-05,0.045002319187491556,,0.1005861837694,0.4383680555555556,0.09369423815974398,0.059610037858020284,0.9796534394060652,0.0,-0.007699209081500567,0.0015230150395844017,-0.0057892520923299474
72,-0.06484857186960344,1.1474722670086104,0.25215835574275736,-0.0002573356026571565,0.06634299910410567,,0.069335370859089,0.36904761904761907,0.07194334132550294,0.05565887340959792,0.9863625472486592,0.0,0.008819799073009577,0.0014639858532208712,0.010700005622121445
73,-0.17301532787134136,1.0749213597619702,0.2797283136531562,-0.0006865687613942117,0.09389259570303295,,0.082261793594398,0.37028769841269843,0.08051955609254063,0.05909549720609625,0.9889697480659173,0.0,0.008167179951717111,0.0018994067257317505,0.010264886462440958
74,-0.07344535303086866,1.1384208308995902,0.28005990997576335,-0.00029144981361455826,0.08222554724272949,,0.07320090253959544,0.3991815476190476,0.07307128013865309,0.052295894857749395,0.9780910396232895,0.0,0.000538954305995213,0.0014321249307171244,0.002402882634029006
75,0.053531528665455366,1.2207171627258764,0.19393237107094882,0.00021242670105339428,0.038038965380610634,,0.06785065375118277,0.4099702380952381,0.06948404086047064,0.05145229931501411,0.9771496352288153,0.0,0.009686949537853429,0.0013090005462648127,0.011489102280362047
76,-0.006078752301477735,1.1834970758422365,0.2072820348019497,-2.4122032942371945e-05,0.04323818845739358,,0.06780016663258512,0.37103174603174605,0.07179175448142583,0.055817905774634385,0.9833381027444532,0.0,-0.0022639423928587366,0.0013535008263099004,-0.00043976975559094724
77,-0.21205418062641468,1.0431532568262583,0.2714102281747171,-0.0008414848437556138,0.09826441280206173,,0.1130428536041403,0.4288194444444444,0.1014343128339108,0.06354159429542741,0.9855895767217235,0.0,0.0036780276702915136,0.0018657689594408766,0.005758143377390641
78,-0.09890495595278738,1.1176819985097919,0.24234809764269016,-0.00039247998393963246,0.06550885380037282,,0.11685720351302384,0.40885416666666663,0.10525483105508063,0.0649650207102083,0.9819177842725457,0.0,0.009139500332082525,0.001675036984934567,0.011124086920445149
79,-0.09389665810473238,1.134274766937599,0.275118657932285,-0.0003726057861298905,0.08001008220356857,,0.08460363843177374,0.4029017857142857,0.08388519955350604,0.05879129479191429,0.9844715594959461,0.0,0.004345245931919596,0.0017924187715984792,0.006388291455898972
80,-0.13085167742677695,1.1000209831653742,0.2771293391952081,-0.0005192526882014958,0.08679647444999106,,0.11212588524591313,0.4298115079365079,0.09990605752910953,0.06049034468975544,0.983025656424465,0.0,-0.0017692647833968587,0.0017995016066534378,0.00027712984558939124
81,-0.0408437219822801,1.155490913427066,0.21878670754314278,-0.00016207826183444482,0.04984868218512562,,0.09542091193406523,0.42683531746031744,0.08961255470422622,0.05917614940796468,0.9801330460332052,0.0,-0.010159593565511035,0.0015842342306252395,-0.00822104414339485
82,-0.19732018112198219,1.0594618472015707,0.28435986562673204,-0.0007830165917538976,0.10061150557124776,,0.09020579204515208,0.3875248015873016,0.08823520098879056,0.06174760834475265,0.9852784411368611,0.0,-0.00498266065541764,0.001964395485621445,-0.0028542380200617355
83,-0.09771190883160825,1.1229796843913098,0.25890473375779033,-0.00038774566996669935,0.07296379017865456,,0.10093509467096541,0.41468253968253965,0.09367978843944186,0.06045399533259938,0.9845315031615401,0.0,0.0067848840736506,0.0018392816793732392,0.008850558071314928
84,-0.09200684713645924,1.125805172175114,0.2600318943280366,-0.00036510653625579056,0.07312145854379165,,0.1022643317251142,0.40773809523809523,0.09231718553973714,0.058670129234246984,0.9836723083539765,0.0,0.0030978943701845682,0.0016793020200230899,0.0050833836967039935
85,-0.2070721523757905,1.0469800581418225,0.2627833907810582,-0.000821714890380121,0.09247021307667039,,0.0936067487412975,0.3774801587301587,0.09114544593673679,0.06334105950696306,0.990210586815703,0.0,0.00871308265577158,0.0016632169269346691,0.01069029879118326
86,-0.038367680744824134,1.162458743133321,0.24177534702179082,-0.0001522527013683498,0.059864664394637335,,0.05805321662334259,0.3315972222222222,0.06272112805694523,0.053129160517122666,0.979703451722812,0.0,0.011284049908964502,0.001413467136714727,0.013136231820427087
87,-0.1486816749689612,1.0929906462939358,0.2854051265978692,-0.0005900066467022269,0.09290708806893533,,0.07623073409718278,0.3499503968253968,0.07599367772706231,0.057349372057931954,0.9873394042391194,0.0,0.00217071943284856,0.0015553372518757906,0.0040936039782695595
88,-0.16295584907409327,1.0780040556386092,0.26320045078242343,-0.0006466501947384654,0.08415748773269845,,0.09710383869250164,0.3751240079365079,0.09141387979953523,0.06170760815371143,0.9883526422743334,0.0,0.012922476912314606,0.0017734172508853468,0.014954200383390792
89,-0.0838523228279277,1.130616004810943,0.2680032950362768,-0.00033274731280923684,0.07663990493869668,,0.06174874327203014,0.36867559523809523,0.06638568399563971,0.051746894793196496,0.9809492620028444,0.0,-0.012750557344559352,0.001459218466175202,-0.010876109161403876
90,-0.1152518044722605,1.106739914644822,0.2541786929181665,-0.0004573484304454782,0.07330425145404268,,0.1135293072790837,0.4279513888888889,0.10086560764580349,0.061633511797202625,0.9806936554307126,0.0,0.0011457843400288683,0.0018296312443681986,0.0032052555050516075
91,0.0005020078195171022,1.1963118240903359,0.23383632173067997,1.9920945218932325e-06,0.054693028002074706,,0.07347463122526715,0.3723958333333333,0.07334346965368355,0.05465878775645991,0.9797864574633359,0.0,-0.009897926582853975,0.0014555411005011663,-0.0080257093279825
92,-0.11487608879906347,1.1039770316535489,0.24816279234990363,-0.00045585749523437884,0.07080518195696495,,0.10311343301136541,0.4016617063492064,0.09418405356986387,0.060027061387640454,0.9841251562428391,0.0,-0.016138420123661602,0.001796138658729929,-0.014096116915277169
93,0.03275348401885957,1.208979900377799,0.21042020056021551,0.00012997414293198245,0.04435729941459653,,0.06167978381740957,0.37896825396825395,0.06508208201434831,0.051739930558041464,0.9802243715196028,0.0,-0.014735734462813043,0.0012157481450167048,-0.012983821878039672
94,0.006599031636775311,1.1960654870646295,0.22855982695676524,2.61866334792671e-05,0.05225507489054507,,0.0737383350087313,0.37797619047619047,0.0740205259796444,0.05301234034250138,0.9821162665339984,0.0,0.007774441826812061,0.0013165863777028588,0.009576558342508786
95,-0.1193519694896698,1.1142219693079936,0.2602568978851992,-0.00047361892654630873,0.0750915234462258,,0.06663009402330367,0.35367063492063494,0.0720548947582364,0.05778080181236548,0.9882658517742955,0.0,-0.008296632410854878,0.0015956351842368983,-0.006355221095421867
96,-0.14153394232891509,1.0968581251337484,0.29161505414622024,-0.0005616426282893456,0.09567758615562848,,0.0883458337744251,0.3819444444444445,0.08334974719664846,0.05723501712651259,0.9832630526231634,0.0,0.000371886292802093,0.0018322342106321758,0.0024314487459332367
97,-0.06439942736740648,1.1472545424009448,0.24629425281992012,-0.00025555328320399395,0.06344294226945646,,0.08428873268988042,0.3830605158730158,0.08173910745216043,0.05779817219182833,0.9818970485436787,0.0,0.008954282388885935,0.0016551340909316948,0.010925092634530188
98,-0.10988715521728176,1.119848187282604,0.27674946909391196,-0.00043606013975111806,0.08301458172564667,,0.08525885263582991,0.3875248015873016,0.0822427378830072,0.05781410243646598,0.9844857292302323,0.0,-0.012053308403275766,0.0018877736933211823,-0.009966387328886276
99,-0.0914986691134721,1.1237945049363471,0.24229448722239574,-0.0003630899567994924,0.0645138960162601,,0.0862853230254392,0.4020337301587301,0.08470707496597568,0.06001546458218961,0.9829830416550878,0.0,-0.004116320130745683,0.0016178698602767642,-0.0021645417589716705
100,-0.08590487897664612,1.1244291565581674,0.24067346790432054,-0.0003408923768914528,0.063634670531602,,0.08130706756432596,0.3695436507936508,0.08038819550144077,0.05687708304305218,0.9848537897382541,0.0,0.001770101732890695,0.0015916893876437546,0.003708564452318942
101,-0.234682283977322,1.0207933324539171,0.26124316028331795,-0.0009312789046719127,0.1003630184877876,,0.11706093614301,0.4052579365079365,0.10440284265682641,0.06556501084160181,0.9865648714879354,0.0,-0.011375023343854514,0.0020053130335860305,-0.009229922656818757
102,-0.06726878522578018,1.1354306441394417,0.21420660772736047,-0.0002669396239118261,0.050053672510310704,,0.07651700035701464,0.35441468253968256,0.0776928270568786,0.05843730001237493,0.9858138931887684,0.0,-0.028316025286123557,0.0014151511313013972,-0.026466228862474177
103,-0.18479718231354259,1.0674283832064257,0.3131693323833755,-0.0007333221520378673,0.11565026432471143,,0.1030924458858747,0.412202380952381,0.09079173557501283,0.05658923919062962,0.9846288799601518,0.0,0.00961286228516975,0.002122413415391423,0.011816108624597232
104,-0.11723760516489863,1.1133051355331456,0.29302513398253516,-0.00046522859192420094,0.09337972867040893,,0.08881186487791487,0.41021825396825395,0.0834549076158271,0.05595626326191592,0.980945089993646,0.0,-0.017301435407886704,0.0018023238121407281,-0.01525842070816496
105,-0.10249527461525335,1.1145812102563992,0.2805303451838107,-0.0004067272802192594,0.08599364421020948,,0.09170892703991071,0.4148065476190476,0.08527632040979727,0.054439837019582736,0.9768677297392669,0.0,-0.005847329339174177,0.0017097294165788403,-0.0038507871993264642
106,-0.1599519740859059,1.0816638814598074,0.26644278512595926,-0.000634730055896452,0.08499519469683661,,0.08066625377364148,0.3820684523809524,0.08211199004993949,0.0609551130950329,0.9881572412282444,0.0,0.0004775542722241454,0.0017680168178458191,0.002502974158351123
107,-0.08857815688425877,1.1226127965326684,0.22662390774073787,-0.0003515006225565825,0.05734717482017665,,0.07913690999805784,0.36061507936507936,0.07923744835394586,0.0578262847699654,0.9865183486418474,0.0,0.017242600681335034,0.001590788067167059,0.019179207895270764
