iter,loss,mean_terminal,std_terminal,avg_turnover,avg_gross_lev,gap_l2_pen,mean_utility,mean_lower_gap,mean_upper_gap,lr,val_loss,val_terminal,val_utility,val_turnover,val_gross_lev,val_gap_l2
1,-0.061436876646030696,1.069700566266376,0.11512442622298513,0.012154614847092978,0.5981710862196767,1.0402721094580687,0.061459338385411025,0.689301560536549,0.7487089221914274,0.0005,,,,,,
2,-0.05919038920617099,1.0694288244837593,0.13344974868758877,0.013785041050359343,0.6253662767967838,1.0206689823673116,0.05921374207928782,0.6793154610465613,0.7447596303535199,0.0005,,,,,,
3,-0.06995766151763015,1.0807797595957815,0.13340498325859482,0.01572328014905485,0.6372906187791212,0.9994216238763607,0.06998189028013124,0.6705776483647795,0.7384544977914123,0.0005,,,,,,
4,-0.07133254319029338,1.0832739900387147,0.14099855003574166,0.014482051613698116,0.6683908574792223,0.9843590668943283,0.07135631171534396,0.6607577961690451,0.7370599259744248,0.0005,,,,,,
5,-0.06305721798619593,1.0743524582519879,0.14056039373041415,0.015805372966402963,0.6880961620201516,0.9672127660410623,0.06308167376195975,0.6523963689311773,0.7328158687048749,0.0005,,,,,,
6,-0.04898108389260533,1.0602828625232772,0.14284301660044624,0.018744068761333756,0.7105039879599682,0.9510078214363072,0.04900707104507996,0.6449707514777068,0.7281732120377881,0.0005,,,,,,
7,-0.083329229179705,1.0953057464938907,0.13376384929209933,0.016056931353029075,0.7217767248146173,0.9373049947448602,0.08335384846257712,0.6363505816098972,0.7263568196878296,0.0005,,,,,,
8,-0.07344074817144516,1.0886276487355757,0.16135642472754566,0.016332450427958018,0.7643853647569021,0.9247880925129649,0.07346580613123185,0.6276638681212865,0.7251140002687699,0.0005,,,,,,
9,-0.06051773708002058,1.075190751844481,0.1668560743872685,0.019769251341317254,0.7694423667043808,0.9099226639087202,0.06054441535599736,0.6214730194174317,0.7199572512895783,0.0005,,,,,,
10,-0.06973759395162708,1.0835420424741806,0.15503838790454608,0.016809930142237826,0.805608966273207,0.8980041872238147,0.06976303504823318,0.6114249214686227,0.7202042672489234,0.0005,,,,,,
11,-0.07208749373054593,1.0880181222755052,0.16818433758443574,0.023766536692682864,0.7896166486078762,0.8826148503130768,0.07211609931388148,0.6110310118950975,0.7092840062357876,0.0005,,,,,,
12,-0.06242812663722298,1.076209841497369,0.1589083692893347,0.022123851082433366,0.8192097397597073,0.8709010242056947,0.06245608967040385,0.6016692537215698,0.7089864830026295,0.0005,,,,,,
13,-0.083294769504868,1.1013878726399409,0.17792747612427756,0.021952096762525554,0.8330203941746046,0.8587611066420757,0.08332266336825744,0.5963692086487405,0.7045542425967484,0.0005,,,,,,
14,-0.07172233028613594,1.0882629841026674,0.17125538768025428,0.02026307083075993,0.86777927916179,0.8493616287364012,0.07174963323063031,0.5866938526824499,0.7060650440350577,0.0005,,,,,,
15,-0.060779397079422835,1.0786688283795005,0.1833505085541852,0.022750894267185545,0.8751744769837335,0.8370131462517223,0.06080789440278879,0.5813574624424739,0.7013238164238327,0.0005,,,,,,
16,-0.06452799426157024,1.0797111435040025,0.1648974647642534,0.021425480924535435,0.892475057750646,0.8262646438672008,0.06455589439904869,0.5723653980827079,0.7010532241899237,0.0005,,,,,,
17,-0.07322384962771183,1.0907103201968593,0.1766325926653869,0.024002608589918095,0.8910873917831693,0.8136608404859494,0.07325289841432948,0.5720099227467667,0.6917452902983766,0.0005,,,,,,
18,-0.07271207471199204,1.0909624432102452,0.18202733303434532,0.02417377662975104,0.9244090184360314,0.8051510351255858,0.07274145720084255,0.5639282133639169,0.692084081289895,0.0005,,,,,,
19,-0.06830510803100683,1.0863930181007002,0.18440019017594234,0.022227100713698558,0.9349180204685656,0.7943770247609678,0.06833351453181596,0.5596057243127474,0.6874988160186207,0.0005,,,,,,
20,-0.071527324850309,1.0889125575193905,0.17654329086768414,0.0251843083202574,0.9579145945422496,0.7848107930093401,0.07155734425834462,0.5523787724185799,0.6862688321502303,0.0005,,,,,,
21,-0.07825230817419547,1.0983005217983934,0.19082336581021217,0.023867005501076347,0.9715133507884517,0.7748653294216379,0.0782817054637481,0.5476270811798268,0.6825176285625933,0.0005,,,,,,
22,-0.0461981609227505,1.0682694955867147,0.2109584145485609,0.029288163473317398,0.9707207735791874,0.7640813852433789,0.046230153026075395,0.5439937317758958,0.6770769127543783,0.0005,,,,,,
23,-0.06885312050160328,1.0911993152689765,0.20384447227408573,0.02810294375089038,0.986739320947317,0.7551553749213874,0.06888459092043742,0.5383469490350368,0.6749028025447015,0.0005,,,,,,
24,-0.08660095644047372,1.1055772163726707,0.1796037724238507,0.027338771507501757,1.009388303731864,0.7461934942401476,0.08663218164420719,0.5309276441144855,0.6741739590197998,0.0005,,,,,,
25,-0.11443232700849995,1.138373820647701,0.19483423257952417,0.02613376295494711,1.003634268840682,0.7370381357662725,0.1144628006140235,0.5304048374545172,0.6671482533796316,0.0005,-0.10594353779606375,1.1338137735497456,0.10597450936557178,0.026992099522272092,1.0189998026589442,0.7285521720297379
26,-0.09667989860623494,1.1241257026381835,0.22113095488163448,0.027749493189502268,1.0132684909606828,0.728096219972459,0.09671118699993903,0.5257673729263659,0.6638346573526641,0.0005,,,,,,
27,-0.09241087836012105,1.11860559260658,0.21616710991339214,0.025222634362551476,1.0409601799777173,0.718866386107197,0.09244108794296318,0.5176073230552509,0.6631881273119156,0.0005,,,,,,
28,-0.10710940953836276,1.1366307079074054,0.22478151110544894,0.029711256986367132,1.0298956484138984,0.7096702653217806,0.10714166082599329,0.5183156677405407,0.6545284088926909,0.0005,,,,,,
29,-0.12715833070163904,1.1533155348147566,0.19977737351832536,0.02489566200982794,1.0397672363225012,0.7002960826958928,0.12718817916583414,0.5064616271299891,0.6574682319389088,0.0005,,,,,,
30,-0.08799310669344462,1.1161177599754988,0.22440089647068595,0.032094934975408884,1.050220991528942,0.6910198913805993,0.08802656656976143,0.5052535124151036,0.6499283099332993,0.0005,,,,,,
31,-0.09392199804229881,1.1183441915506007,0.20859206512971654,0.03150140912421107,1.0744731575455324,0.6816061094570326,0.09395530953953095,0.49795329208091166,0.6477459905608258,0.0005,,,,,,
32,-0.08716581349203377,1.1135747346050175,0.22229108923041183,0.035130898201531854,1.0912107458172362,0.6753462248437324,0.08720104451084114,0.49225687348374453,0.6467944139389097,0.0005,,,,,,
