iter,mean_reward,mean_terminal,std_terminal,mean_step_reward,mean_terminal_penalty,avg_turnover,outside_frac,center_dist,mean_halfwidth,mean_width_scale,center_resid_l2,loss
11,-0.019515794429627795,1.1741242749235559,0.2241319756561064,0.0001245591318655294,0.050904695659741206,0.08175976350388911,0.37028769841269843,0.0788782410467501,0.05590939282113529,0.9838111513295178,0.0,-1.0292012025990869
12,-0.052922599885455474,1.1470991001338713,0.24740969625890163,4.3997869540129684e-05,0.06401006300956816,0.09199365355941694,0.4347718253968254,0.08577513874977426,0.05627092240841143,0.9781147315578145,0.0,-0.5287307589692932
13,-0.007390818972947428,1.175629192384172,0.20980839739222476,0.0001477090512190237,0.044613499880141405,0.07503860142963652,0.39186507936507936,0.07467987417007318,0.05450899171896507,0.982672640919255,0.0,1.7841563764518187
14,-0.17498802247375195,1.0668533872149406,0.2476688643137626,-0.0003806354588378909,0.07906788684660346,0.10000590350469479,0.3759920634920635,0.09246745260825205,0.06364767086896793,0.9920453199633731,0.0,1.4751443461346054
15,-0.19990753219398896,1.0521551932966096,0.2363830574459337,-0.00048481148998943854,0.07773503671665047,0.0877360690658624,0.36235119047619047,0.08845814456851007,0.06629032155149735,0.9902037740960263,0.0,-0.20466329541573708
16,-0.04135841623808166,1.1555537321530092,0.207666920771612,1.485160504050714e-05,0.04510102070828945,0.10610242426002062,0.40476190476190477,0.09718888937612358,0.06191071949706589,0.9858112774864451,0.0,3.965220435659173
17,-0.05314061989610488,1.1420051096733812,0.22265380793431683,-8.03549224034591e-07,0.05293812549164817,0.10049454279527051,0.4429563492063492,0.09511551445749436,0.061448157705215646,0.9799253292450948,0.0,-3.738264718249485
18,0.042641850872826875,1.2113128400356015,0.1704816937839479,0.0002850549172140547,0.029191988265114887,0.07276580842960773,0.4270833333333333,0.07574909018452498,0.05384313828623253,0.9810802208945872,0.0,-1.5343736541825084
19,-0.1391828255601084,1.08584912818652,0.21550366226356704,-0.0003163118078385766,0.059472249984787104,0.08322325248205448,0.3777281746031746,0.08441523434167732,0.06400937280655745,0.9864252150029074,0.0,4.001582576444482
20,-0.11190486077801301,1.1059328967722415,0.25152539450200434,-0.00015790165392445365,0.07211364398905068,0.10179188509765108,0.40500992063492064,0.09421182506519467,0.061887108298231124,0.9829930870758496,0.0,3.019003744070267
21,-0.17150652918968218,1.077805590679492,0.2871915289373515,-0.0002940320683615905,0.09741044796256138,0.09024821420361281,0.3616071428571429,0.08633830196620597,0.0610043270343185,0.9872981959995246,0.0,-0.3534780269077122
22,-0.2319115305352786,1.0230197069268987,0.2783678628498442,-0.0004884953941724132,0.1088106912038305,0.10322027903288716,0.4047619047619047,0.09293726862699737,0.060774620842747026,0.9846567800022783,0.0,-1.3276181000748253
23,-0.17809594143677898,1.064721648752545,0.31092663548162985,-0.0002504775256691383,0.11497560496815613,0.09514501497092592,0.4429563492063492,0.08727916292667165,0.05404708178441968,0.976520665201872,0.0,0.5541149214664363
24,-0.03697895616468389,1.1635461642114575,0.22245136120162215,5.489894475979644e-05,0.05081349024415259,0.062396265326725396,0.3516865079365079,0.06802181234750425,0.055101851579465455,0.9848188708812515,0.0,-5.5800114604886915
25,-0.06697311595797942,1.1250025922321303,0.2423971599511754,-1.0286196959061957e-05,0.06438099432429581,0.11340170088707532,0.4754464285714286,0.0985685073958099,0.055959016771690184,0.9766070282671424,0.0,6.142996841179167
26,-0.10620348745318893,1.0988085658525961,0.24216555863850042,-0.00014809374332414116,0.06888386413550536,0.10567059186427163,0.4295634920634921,0.09551741533126243,0.05790521049329022,0.9799746994161334,0.0,-0.4495990787437104
27,-0.1663383831755543,1.07478895834756,0.29196763459838376,-0.0002595852324241664,0.10092290460466438,0.0815381556899839,0.40128968253968256,0.0790470654904872,0.05663631494513619,0.9856698469429412,0.0,-6.7116362033661
28,-0.20636164412925523,1.057969327253346,0.31386094997347347,-0.0003479374452783209,0.11868140791911838,0.10209915702442872,0.41220238095238093,0.09419247549330599,0.06128703056881077,0.9848085080704927,0.0,-0.4647362620904433
29,-0.05400956560477268,1.1440825616580583,0.2342044039442896,1.5749591797032265e-05,0.05797846273762479,0.06153786790279076,0.4087301587301587,0.06720223178079003,0.053565519524658815,0.9830574729706156,0.0,1.8710952857619885
30,-0.049655147866135035,1.1470587987859804,0.232887709718193,2.9302810546165083e-05,0.057039456123768636,0.0854021372952975,0.3772321428571429,0.08083248777616397,0.05530800491498371,0.9809428524818007,0.0,-0.845861236468261
31,-0.05672978516539806,1.141799283475045,0.2489844823481916,3.432861384451213e-05,0.0653805958542151,0.09253028836389637,0.47619047619047616,0.08719018021513947,0.05620466143602129,0.9795215032115607,0.0,3.146804406471046
32,-0.09389236432617826,1.1163174881001363,0.20334734860867312,-0.00018071213231004045,0.04835290698404808,0.08564636241317136,0.37450396825396826,0.087304555370036,0.06333831956809047,0.9893537564069097,0.0,7.819220211730414
33,-0.08609963445615618,1.1184167320608793,0.24305817095863794,-8.081956499512443e-05,0.06573310407738482,0.09656221610068948,0.4151785714285714,0.08975623292993529,0.058109239010754134,0.9766118739452951,0.0,-3.7048037590899634
34,-0.11322751566820594,1.115051551329418,0.28462758511113767,-9.920005766059334e-05,0.08822910113773641,0.1208204988983496,0.4484126984126984,0.1047407239663013,0.0588200522192724,0.9782190355928982,0.0,-0.5038277065337561
35,-0.23229156208187898,1.0421111062796458,0.3384488209471479,-0.0003683137100044726,0.13947650716075188,0.10755285564717579,0.3916170634920635,0.09298964794725503,0.05554277094656327,0.9828625077976859,0.0,-4.515323807771086
36,-0.13801990518692406,1.0829525809052964,0.2379371666356626,-0.00026867345874438816,0.07031419358333824,0.09485170034728199,0.40922619047619047,0.09127500101245682,0.06099629738614239,0.980328089276338,0.0,4.401310175507295
37,0.034955787906544356,1.2204063587701155,0.2378105116720659,0.00036478590018463827,0.056970258939984454,0.06512740736190359,0.408234126984127,0.06899899264574015,0.05199176758477195,0.9739322049424347,0.0,2.698264500880599
38,-0.03352801664482474,1.1726384214118815,0.2525732707376544,0.0001230710175758948,0.06454191307395024,0.08559370817682493,0.3938492063492063,0.08309261994762118,0.056549542429894524,0.9823371345733913,0.0,-0.3053879486387561
39,-0.06682531371344175,1.1397192046850775,0.2543025672413804,5.866096332994547e-06,0.06830356998935637,0.08581606610556576,0.39409722222222227,0.08317987203982755,0.055804733978509595,0.9809623301215682,0.0,0.6068656485156613
40,-0.20244173417172773,1.0412574979573965,0.2554029703167178,-0.0004444915673427758,0.09042985920134819,0.09927419314984935,0.390625,0.09178153676174845,0.06194359080695567,0.9890639963260601,0.0,-0.5751079645184521
41,-0.2547172135357702,1.0274224591024461,0.34093864596403484,-0.0004313295460386266,0.14602216793403636,0.13568483862253364,0.44345238095238093,0.11163383161331014,0.060995211939118804,0.9820685770893346,0.0,1.671932888469124
42,0.04609581492647772,1.2181104710272268,0.2320679441240814,0.00039793386816382355,0.05418351985080579,0.06139553382693417,0.3816964285714286,0.06476511090565726,0.04836981502367764,0.9735919781695404,0.0,-4.374985139690627
43,-0.06197973969558,1.146727645351421,0.2527558355327653,1.8824271706707502e-05,0.0667234561656703,0.0933438155110276,0.41443452380952384,0.08824425058601026,0.058320892628032237,0.9809291132743115,0.0,1.0323148813054925
44,-0.08752723153180317,1.1315579663313542,0.2890278728024676,2.7547289587947154e-06,0.08822142322941945,0.07455143219018195,0.3878968253968254,0.07408640869689731,0.05324916650693129,0.9787740765189213,0.0,2.431963192861665
45,-0.32991483638933505,0.9856725629037648,0.36182329335436164,-0.0006073908352511825,0.17685234590603705,0.13743845094805116,0.42757936507936506,0.11181073659224136,0.06159118277193273,0.9843486504213047,0.0,-4.686195061043342
46,0.10039720778935052,1.2617342679362649,0.2052027511492782,0.0005806210186754352,0.04591928891685915,0.05583222438826373,0.43005952380952384,0.06037470700021381,0.04538318695343169,0.9748163619977916,0.0,1.0666523750070893
47,0.027289144567614748,1.206320345706986,0.20935672813564124,0.00028237829743306105,0.043870186385516624,0.05821046195417256,0.36830357142857145,0.06318123521733662,0.05089098147769543,0.980777239276085,0.0,-4.024283685195313
48,-0.1449068919519936,1.0920838199685525,0.30657444358782027,-0.00015584563721520735,0.10563379137376136,0.10496293160570516,0.4283234126984127,0.09183729980057453,0.05496398506920619,0.9820130264660338,0.0,-4.034876303494547
49,-0.10237828843714594,1.11488644755933,0.24393208699894256,-0.000141393287938157,0.06674717987673034,0.06784835718856197,0.37549603174603174,0.07279640715581029,0.05713061200401683,0.9849922040539786,0.0,0.01606195558990411
50,-0.29382024236822885,0.9997248162709214,0.30680112071267224,-0.0006332665296823847,0.1342370768882679,0.1375076803643872,0.4270833333333333,0.11767939463171775,0.06861537439483723,0.9872768933246128,0.0,-0.533121163029372
51,-0.06447864672836132,1.1389333530294063,0.22721276090855622,-3.620584379540267e-05,0.05535477409191984,0.05947497155603136,0.3611111111111111,0.06658429291758257,0.055489921443743574,0.9864984281584342,0.0,2.034546218010322
52,-0.01331059441632418,1.1691444882881123,0.15577425298280784,4.7250341583452655e-05,0.025217680495354257,0.08632399614499608,0.40476190476190477,0.08479819980689696,0.05913451514027745,0.9860046126541909,0.0,-4.48839251772364
53,0.03279799882203002,1.2083139029950718,0.17493813351193133,0.0002518669458796817,0.030672471539649776,0.06288758401821004,0.38467261904761907,0.06943915606895068,0.055022653145529225,0.9799960871670568,0.0,-4.467899805452326
54,-0.0139310005918112,1.1690172936532122,0.18226643461819841,8.035706622694478e-05,0.03418098128100129,0.08578805524811761,0.4037698412698413,0.08374226689092326,0.05735310643763132,0.9827373189988214,0.0,-4.537965086975098
55,-0.09263406172127042,1.1183179351557433,0.26018266442615345,-7.248842514347918e-05,0.07436697858511368,0.0880534745802074,0.3849206349206349,0.08252766024247431,0.05583809391282909,0.9824492610464618,0.0,-1.0389454425468543
56,0.011749365494582893,1.2089515992598436,0.28613352588169827,0.0003718329018150167,0.08195252576280132,0.08082254215647733,0.41344246031746035,0.07315807366286474,0.045959679796842345,0.9726782261430691,0.0,-0.5120181757254214
57,-0.2424875434895257,1.0238755299183222,0.27774610654297144,-0.0005330349794769612,0.10816272866133146,0.09551062036712893,0.3516865079365079,0.08900436528055522,0.06175286034656406,0.9897024431503209,0.0,-6.936136233103533
58,-0.21785310463397367,1.0281691323916529,0.23206562811591855,-0.000533622229436907,0.08338030281587312,0.12552702236599306,0.41567460317460314,0.11148850885063824,0.06769690594709157,0.9879291275742375,0.0,-1.621876278728938
59,-0.15310711744258007,1.0901976125907984,0.27561868424532304,-0.0002582733891138754,0.08802222338588347,0.08176610807862002,0.35416666666666663,0.08080923190582322,0.06028777592978698,0.9873674509884225,0.0,1.2078602081332315
60,0.011414666747614884,1.1939576371290355,0.20643558073485582,0.00021455089638895426,0.042652159142401586,0.07305271939395977,0.4186507936507936,0.07668347593271924,0.05634262527122208,0.9784790929371245,0.0,3.4847607217924788
61,-0.12549992604906893,1.0938276142341814,0.2437790534068221,-0.00021745683996006714,0.070700802379132,0.10432226439975512,0.4174107142857143,0.0948718998658398,0.06016266681909479,0.9815905477644133,0.0,4.298910357364506
62,-0.02501162491738948,1.1555391581887244,0.2332028039233482,0.00012439956069400547,0.05636031421227884,0.09239807796088861,0.44097222222222227,0.08548611693976457,0.053165689923268276,0.973952033825541,0.0,0.21205137918577005
63,0.09391721197233587,1.2610815906201902,0.14672484720237683,0.0004729220375856715,0.02525914149925335,0.045534400199892036,0.37400793650793646,0.05850844303216078,0.052433225671889495,0.9797318634512417,0.0,1.6991734600313597
64,-0.02878482617495191,1.1543067839255408,0.18469858661920135,2.9430998886531386e-05,0.03620143789435783,0.09644745802013154,0.4399801587301587,0.0924367685468741,0.05960962257307521,0.9796568336420979,0.0,-4.6287126166829795
65,-0.23897025749610779,1.0318031200502742,0.2716857063971126,-0.0005431227936936,0.10210331348532053,0.09710634762132972,0.3539186507936508,0.0903059119558759,0.06466852843200913,0.9917646907918898,0.0,1.8369335448754938
66,-0.1789019037877214,1.0737069628901006,0.3295564484018931,-0.00021565285667464029,0.12455738390571203,0.11917152054201394,0.4665178571428572,0.10203296374880132,0.05818173915720405,0.9776771709351565,0.0,-4.537643544318497
67,-0.10032918321664606,1.1316350784282694,0.27118544610245754,-8.775347038630277e-05,0.07821530867929777,0.1151128154883126,0.43824404761904767,0.10327670111187513,0.06405694164557299,0.9821544117686606,0.0,-5.770551075243022
68,-0.14059390700387076,1.0969350944524776,0.24325424578640711,-0.00028094803236205276,0.06979500284863346,0.08472559529327955,0.3402777777777778,0.0832759611331759,0.06224040340219244,0.9900381264984255,0.0,8.526936792560152
69,-0.20199839944018122,1.0469826419640746,0.2978020715526633,-0.00035673814983662347,0.11210038568135211,0.08245943861418492,0.39211309523809523,0.07850885097536787,0.05562271806507314,0.9825382519145844,0.0,1.1154862900824676
70,-0.12408566244414726,1.1094378117276404,0.27811225253646665,-0.0001529274900339744,0.08554793495558571,0.10084866274911425,0.42162698412698413,0.0926569571590025,0.05912204172419254,0.9835755285538459,0.0,7.601092775399902
71,0.019637406431392716,1.1968873444526285,0.2131275810166788,0.00025821611446813606,0.04543305441457757,0.07716480728930245,0.4384920634920635,0.07575733192412676,0.05276263940197498,0.9791815075514969,0.0,-2.08769937232792
72,-0.07540977952174904,1.139823564662671,0.25020720010693814,-3.6448147486063144e-05,0.06622484635526113,0.07649253642874737,0.39335317460317465,0.07810605747066464,0.057497344285243446,0.9859827587161267,0.0,4.592282243562588
73,-0.37329316629214226,0.9378287226829285,0.2686978584223786,-0.0009220668592115273,0.14093231777083737,0.11306394649819565,0.3685515873015873,0.1013465591056472,0.06730940321102072,0.9959627309216077,0.0,5.8343284229383165
74,-0.1417645818686175,1.0903070038504594,0.29218824146545586,-0.0001760240476733288,0.09740652185493866,0.07655519818545448,0.3871527777777778,0.07501169310370831,0.05282758644416036,0.9815067634594078,0.0,2.3882816199673607
75,0.12661075008247322,1.2672592749393092,0.17149162528428752,0.0006370791178193702,0.03393318760800809,0.07659778463542902,0.48611111111111105,0.07392324690083074,0.04743089082984395,0.9664951529284398,0.0,4.161908632732359
76,-0.02212406891031144,1.1774469490305122,0.22657487791445832,0.00011793947023679592,0.05184481540998401,0.06982747300539371,0.36507936507936506,0.07275008624252796,0.056095983391500036,0.984737557019306,0.0,5.532600563853671
77,-0.30167749752829764,0.9824499090203276,0.26860935155348553,-0.0007230098083374996,0.11947902582724773,0.11134037680211661,0.4154265873015873,0.10035837720990312,0.06511459725186151,0.9914833605035288,0.0,-1.3908741469179668
78,-0.125666873831118,1.090828625246761,0.22625840282058676,-0.0002482365869789003,0.06311125391243509,0.13269803484869314,0.4466765873015873,0.11686967338261549,0.06748186327331139,0.9812186670014977,0.0,-1.3547577765939331
79,-0.18084962335812174,1.0786768417996533,0.3007781126657607,-0.00030024937136364447,0.10518678177448337,0.11054982490874626,0.41914682539682535,0.10242526623355658,0.06511899316056788,0.9839184996820289,0.0,-4.0726490122026044
80,-0.07268474341180739,1.1315290650490086,0.25423660154738975,-1.3334225842770908e-05,0.06932451849942911,0.12500145282577999,0.46403769841269843,0.10864271625261658,0.06085187343978303,0.978898716100184,0.0,-2.1184250216624174
81,0.0395537560515203,1.2155893201437635,0.22209788737650565,0.0003536676767110001,0.04957049847965174,0.07938886191611672,0.45287698412698413,0.07690237228732373,0.05256151871737866,0.9731031406587083,0.0,0.4643220600981306
82,-0.20616425835732663,1.058342038786216,0.2977517584972341,-0.0003866713122773233,0.10872308766344116,0.10200027736869795,0.4136904761904762,0.09536157330276837,0.06314673873068793,0.9855166351657859,0.0,-0.8875612143879089
83,-0.05269511891667461,1.162071639498076,0.2626981666313126,7.045146176643736e-05,0.07044888728181681,0.09370099066783388,0.4174107142857143,0.08891920838932935,0.058010522365741564,0.9816904487752549,0.0,-2.3263025039221525
84,-0.18952131894313234,1.0626883790615889,0.2850233453729071,-0.00035487512020172617,0.10009278865229736,0.09680811462628996,0.3665674603174603,0.08934761206487782,0.06010096986538909,0.9882308134484368,0.0,3.1108188638658345
85,-0.10161231488897708,1.1202570946886086,0.23414575085708073,-0.00016043314006765645,0.061183163591927645,0.07753451350156204,0.36259920634920634,0.08110817658764194,0.06156882924303342,0.9887187678943006,0.0,-0.6462226275220488
86,-0.07618485511052156,1.13975685029257,0.27558068173467565,1.3448786196423973e-05,0.0795739492320204,0.07671788396841561,0.36532738095238093,0.07353877605390888,0.053384402058294124,0.9786088148411278,0.0,-0.7996804724520115
87,-0.14120765323583925,1.0927117443237964,0.26841146822241363,-0.00022877844109716304,0.08355548607935417,0.07305420595420942,0.3350694444444444,0.07406077605140127,0.05754214956541966,0.98735706259488,0.0,10.593120601790899
88,-0.13580157415033967,1.092438342294642,0.2577115851661796,-0.00022943175719503963,0.07798477133718965,0.09945576939908947,0.3995535714285714,0.09352559220280669,0.06030281522786889,0.9864146349167994,0.0,1.0178303235786426
89,-0.0385096218446055,1.1630136158470927,0.24082961868188427,8.276696826413769e-05,0.05936689784716821,0.045336354702117374,0.3551587301587301,0.057665893079484803,0.051087548488888385,0.9809825796869345,0.0,-0.29028450140993095
90,-0.22345889300877253,1.0421885907285984,0.29910547388416714,-0.000432898284147121,0.11436852540369805,0.13054179698593826,0.4201388888888889,0.11033753109602029,0.06346852291382751,0.9824672766851306,0.0,2.1573253561571444
91,0.024891534477834626,1.199549918879589,0.16203880372733345,0.000202969487953313,0.026256776486400242,0.07798267798627857,0.3839285714285714,0.07907311272858997,0.05802084206834823,0.9796873139545773,0.0,5.664519082837874
92,-0.051056614067570415,1.1356973728776336,0.19755969119747552,-3.131728026464469e-05,0.04316465944087996,0.1048916955650448,0.4441964285714285,0.09590131330781877,0.059883135433518725,0.9800112856608905,0.0,0.6200237185490981
93,-0.02242201091861447,1.1578224774793324,0.2379097863368423,0.00014269047191352736,0.05838000984082337,0.06573489400764326,0.4119543650793651,0.06711863983293855,0.05061475656885703,0.9794791170141661,0.0,-3.1889780322548775
94,0.003871264598094712,1.1941322879297305,0.2524281030587458,0.00026835572165425037,0.06375437725877638,0.082434420552873,0.38566468253968256,0.07667780036406255,0.050573304413231726,0.9792460914750973,0.0,-0.8322400660321322
95,-0.010595611926267748,1.18263924873929,0.20134394445308137,0.00012002050684918259,0.04084077965226176,0.04775826851885427,0.35317460317460314,0.060134282280814605,0.05450562447844319,0.9851769614971424,0.0,2.5059710812044984
96,-0.34502009889027885,0.9683555209680514,0.2986596726397249,-0.0008022354530278902,0.14285676472725056,0.1074344619673511,0.3675595238095238,0.09740790549254368,0.06637768778661798,0.9951747214673582,0.0,3.107458185053652
97,-0.03423723891117342,1.1739596368245144,0.2412746123843425,9.783452454108129e-05,0.0588915390955259,0.08669234184372364,0.39533730158730157,0.08361690974807241,0.057353619793185505,0.9819262085567895,0.0,7.078133973785337
98,-0.0907392756591754,1.1458461631367811,0.28853588062550944,-1.807017144376608e-05,0.08618559245534635,0.07331444684827526,0.35044642857142855,0.07334675777627836,0.05653583872287751,0.9838945571436561,0.0,1.4348901169386006
99,-0.18411995709817247,1.0597013485657008,0.24557125546065176,-0.00041321826982289187,0.07998895310280368,0.09402425394927885,0.3722718253968254,0.09142036051357505,0.06431023848939714,0.9888758085271414,0.0,3.0233614711949106
100,-0.13061625828251083,1.0935167218874895,0.2563716498085253,-0.0002125045513467439,0.07706511134313135,0.08799554927275458,0.37524801587301587,0.08384631290414021,0.057608992959809674,0.9865512712272991,0.0,-1.2206431491998695
101,-0.19461680891547525,1.0491828005676576,0.282021715370438,-0.0003664076719459364,0.10228207558509927,0.11601961935100759,0.45287698412698413,0.10491366036245035,0.06474429731021863,0.9794948638313579,0.0,-4.762080314833504
102,-0.0754978684743201,1.1242834939765078,0.22059488951674322,-8.374116630559698e-05,0.05439509456530965,0.08614136136477904,0.37375992063492064,0.08335027681460774,0.057632995136409584,0.9834641627831682,0.0,-1.139587207001935
103,-0.12654633373876156,1.115217095896595,0.2924032681381629,-0.00013435921306617453,0.09268781204608557,0.0731342719084501,0.3687996031746032,0.0756144754950131,0.05789775349723311,0.9868926824763712,0.0,-1.1680815006413199
104,-0.0743729038963267,1.1445834401116448,0.25502140272863044,-2.4865051336463224e-05,0.06810691095953796,0.0851927835248357,0.40848214285714285,0.08416606453372791,0.05891263124268145,0.9822106229953936,0.0,2.5351946103707044
105,-0.053186111510984665,1.150579003127389,0.2532262538365712,5.3094678781752096e-05,0.06656597056398622,0.08584149873885881,0.39806547619047616,0.08379033627389737,0.05555175471268646,0.9783791680376361,0.0,2.3484757632260784
106,0.02065630666228145,1.2043187768549355,0.1933824530263265,0.00023044337950112526,0.03741542497200212,0.055143747915252575,0.37276785714285715,0.06440676485018457,0.05441959850670103,0.9827394139850169,0.0,-5.294414357424549
107,-0.08306937946061928,1.1281506941199102,0.23426741583804256,-9.137235945132636e-05,0.06004354487888505,0.08089170007999824,0.3804563492063492,0.07984836551073436,0.05736582482498726,0.9834616757415723,0.0,2.9507604669451415
108,-0.22694684986454927,1.0252060073639204,0.26176581843917884,-0.0005074308186498186,0.09907428356479497,0.09004614655583222,0.3717757936507936,0.086140221314568,0.060782937751459876,0.9887621488842824,0.0,-4.167989513614019
109,-0.02632140488918364,1.1637424111323569,0.23056881045555777,0.00011172692149286626,0.05447658910538595,0.06545087071162309,0.41964285714285715,0.06964847550899717,0.05205375301217931,0.977716737961229,0.0,-0.7260648737360643
110,-0.08344068475708542,1.1378497214048093,0.2548049182462072,-5.814476692527488e-05,0.06878820349191614,0.07939176616644124,0.38913690476190477,0.07989407592503986,0.058949052050422654,0.985693039565614,0.0,-14.436983165215013
111,-0.12059314968364403,1.0959535727673537,0.2852982147625149,-0.00011258896554399849,0.09222073036655641,0.08788090304616632,0.4045138888888889,0.08019602816739191,0.05123683752786921,0.9805968991194538,0.0,-2.1609053783839456
112,0.030562776646723522,1.2156184998460584,0.21118080806226314,0.00029922241221426693,0.044841271231271754,0.0551500812928276,0.3524305555555555,0.06243792838230523,0.05227176622990677,0.981005094784203,0.0,-1.876778409284971
113,-0.12001394142545788,1.122207317071975,0.2949169078138035,-0.00010708832299151674,0.09302768403159567,0.08863357161399356,0.38169642857142855,0.08252030316834302,0.057424641045542776,0.9824474246559531,0.0,2.445004313842346
114,-0.13996808552252435,1.0942477691068446,0.29613886398642103,-0.00016304096992252832,0.0988817611020472,0.10123885820116027,0.4632936507936508,0.09157436134404248,0.05661432669181113,0.9786135833889389,0.0,2.201526515632693
115,-0.11692924575582722,1.0995975859145166,0.2497043877572827,-0.0001765726973666467,0.07243292601943226,0.06747108413605576,0.37202380952380953,0.07065069526737587,0.05484679618873724,0.9854774453939403,0.0,1.278392360607289
116,-0.11576018736837275,1.1131595972371515,0.2585374590200174,-0.00016419569087234868,0.0743828732685409,0.11544339004787188,0.4263392857142857,0.10183192888739374,0.06153555550710013,0.9850388464457005,0.0,7.486319473537145
117,-0.16195895114230488,1.0768215567705872,0.31530476879287733,-0.00018797192477124362,0.11459002609995148,0.10590474815169516,0.45709325396825395,0.09234477710090597,0.054224577615880454,0.9759275959171345,0.0,5.09727043036408
118,-0.08026150659927975,1.140346142546829,0.26558898691768096,-2.446592824712843e-05,0.07409609268100335,0.08740031245584767,0.37723214285714285,0.08211221302692784,0.056463294459392105,0.9857696588669553,0.0,-0.3991439013626505
119,-0.13885055391504816,1.0935809438655828,0.28657953935272085,-0.00018014962710670752,0.09345284788415788,0.0976381211963547,0.40897817460317465,0.09081851136428715,0.05952606413122671,0.9800720010743187,0.0,-2.766634898767718
120,-0.08469926271207336,1.119354917003224,0.22776352912391454,-0.00010444209564101665,0.05837985461053716,0.07924317223152184,0.4087301587301587,0.08002968419181425,0.05822905987557937,0.9811425881155817,0.0,6.435440676600679
121,-0.15019379302348945,1.087293495249701,0.2721431928652965,-0.0002517028547124699,0.08676467363594706,0.11274216286042564,0.4518849206349207,0.10132342280528656,0.06382166534308202,0.9833576978123403,0.0,-3.8999159043935183
122,-0.10904702373705649,1.1107998089994082,0.30064822176680644,-4.246427147210961e-05,0.09834602732608488,0.10880669643217504,0.4432043650793651,0.09500210826570496,0.053939786180510485,0.975429193431659,0.0,-1.1610688383700238
123,-0.3014238638505213,0.9883273868688991,0.27435295342179716,-0.0007196389906726577,0.12007483820101153,0.12546156045905327,0.39905753968253965,0.1120358700364663,0.06973567965874826,0.9929932937574839,0.0,-1.1885845789838791
124,-0.02399531501812009,1.1740747963760905,0.16786242932197842,1.926427120117968e-05,0.028849911360817368,0.06505992811517239,0.32663690476190477,0.07459135828778368,0.060542385035364826,0.9914564344075288,0.0,4.152931297400512
125,-0.307077662857815,0.9846773568471491,0.30702030517632367,-0.0006605252159242941,0.1406253084448929,0.11703825522157271,0.3970734126984127,0.10320039096331643,0.0646888491225469,0.9894318362322132,0.0,3.8683141078417003
126,-0.13382877632531814,1.0836535542975505,0.22067295581069676,-0.00028411002964879125,0.062233048853822734,0.08377792686722593,0.3732638888888889,0.08239108693835245,0.05978592474519638,0.9863079351955502,0.0,-2.333528586917168
127,-0.177534226408447,1.0842189740778112,0.3139330715958223,-0.00026021828175898723,0.11195921940518222,0.0965149815319303,0.3985615079365079,0.091096824602999,0.06139513497651483,0.9844098864048088,0.0,1.9856980109170779
128,-0.2651638536902158,1.019525360869511,0.32748179712649655,-0.0004974144082211733,0.13981542281848008,0.1187689737300381,0.41889880952380953,0.10318918913942365,0.06210899530951488,0.9851654010047342,0.0,-4.006802450492169
