iter,train_mean_terminal,train_mean_utility,actor_loss,critic_loss,entropy,val_mean_terminal,val_std_terminal,val_mean_utility
0,1.1353932451456785,0.10095399084093515,0.00017480587121099234,0.007024182006716728,1.669269323348999,1.1092424849048257,0.17934649845860803,0.09014813392423093
1,1.2098972667008638,0.17400632097269408,0.009968232363462448,0.004166401922702789,1.6665593385696411,,,
2,1.1550025586038828,0.11946015903959051,-0.018878566101193428,0.004272221587598324,1.666314959526062,,,
3,1.2125024385750294,0.16822331291041337,-0.040897272527217865,0.0033329869620501995,1.6684210300445557,,,
4,1.1475819889456034,0.11311934418336023,0.016357731074094772,0.0034200779628008604,1.6674002408981323,,,
5,1.124874697998166,0.08921322284732014,-0.00758570758625865,0.003216102719306946,1.6622962951660156,,,
6,1.1524169445037842,0.11474371375516057,-0.011053899303078651,0.003634147346019745,1.6617600917816162,,,
7,1.1968389302492142,0.16286666723317467,-0.0018948217621073127,0.002622271189466119,1.6625558137893677,,,
8,1.1652597859501839,0.12875982794503216,-0.000602601794525981,0.0031624624971300364,1.6616590023040771,,,
9,1.058341708034277,0.03562973982479889,-0.008772064000368118,0.0029062109533697367,1.6598490476608276,,,
10,1.1064332369714975,0.06831581260485109,-0.02899780310690403,0.0035891637671738863,1.6596696376800537,,,
11,1.1403790134936571,0.11658451962284744,-0.004189674276858568,0.0030392438638955355,1.6576272249221802,,,
12,1.1474858857691288,0.11697378379176371,-0.006181805394589901,0.0033727854024618864,1.6563340425491333,,,
13,1.1644495781511068,0.13186954325647093,0.007613295689225197,0.0030269832350313663,1.6609289646148682,,,
14,1.125065241008997,0.09695682454912458,0.005157897248864174,0.003217856865376234,1.665023922920227,,,
15,1.0495237447321415,0.02498000156629132,0.0171691682189703,0.0030235399026423693,1.6601487398147583,,,
16,1.151929086074233,0.12483860584325157,0.004061348736286163,0.0032121066469699144,1.6522597074508667,,,
17,1.1162167638540268,0.08941611436603125,-0.02180713787674904,0.003079687710851431,1.6448018550872803,,,
18,1.1130990516394377,0.08379987813532352,0.011547437869012356,0.003530758200213313,1.6358929872512817,,,
19,1.0799111351370811,0.06049737214925699,0.004908786620944738,0.003283898578956723,1.6306684017181396,,,
20,1.1894879154860973,0.15736175084020942,-0.027692750096321106,0.0030009006150066853,1.6245039701461792,,,
21,1.1228478625416756,0.09663687518332154,0.029799198731780052,0.003213894786313176,1.6234419345855713,,,
22,1.0703918039798737,0.04436471502413042,0.011738263070583344,0.0031283199787139893,1.6228331327438354,,,
23,1.1095325034111738,0.07881309237563983,-0.023361001163721085,0.0037759095430374146,1.6215507984161377,,,
24,1.1731698848307133,0.14086052696802653,0.00256526842713356,0.0033128235954791307,1.6188147068023682,1.1107425801455975,0.18097005049933854,0.0912723023648141
25,1.1564630195498466,0.12488333485089242,0.03364641219377518,0.0037311387713998556,1.620055913925171,,,
26,1.156441306695342,0.12426938486169092,-0.029965059831738472,0.0033424533903598785,1.6229918003082275,,,
27,1.1022959258407354,0.06890013460360933,-0.001564722042530775,0.004033691715449095,1.6181851625442505,,,
28,1.1875513643026352,0.14835367404157296,-0.00744925020262599,0.0035502093378454447,1.6202200651168823,,,
29,1.1393944546580315,0.10642961843404919,-0.03221940994262695,0.0036630267277359962,1.6193655729293823,,,
30,1.16117999330163,0.1258360487408936,-0.02336643636226654,0.003243635641410947,1.6172983646392822,,,
31,1.1202924475073814,0.09776381845586002,0.011033615097403526,0.0031029453966766596,1.612499475479126,,,
32,1.1123462244868279,0.08272881197626702,0.014431582763791084,0.0033015587832778692,1.608177900314331,,,
33,1.1631646659225225,0.13036855631798971,-0.007907276041805744,0.0030512625817209482,1.6062562465667725,,,
34,1.1743117421865463,0.1409106620703824,-0.013682149350643158,0.003119270084425807,1.6095390319824219,,,
35,1.114248750731349,0.07256030873395503,-0.014475876465439796,0.003428872674703598,1.6155164241790771,,,
36,1.1691312864422798,0.1397391600185074,0.010108818300068378,0.00306421029381454,1.617156744003296,,,
37,1.1859101057052612,0.14516212255693972,0.020861612632870674,0.003244688967242837,1.612216830253601,,,
