iter,mean_reward,mean_terminal,std_terminal,mean_step_reward,mean_terminal_penalty,mean_terminal_center,avg_turnover,outside_frac,center_dist,mean_halfwidth,mean_width_scale,mean_threshold,center_resid_l2,width_anchor_l2,actor_loss,critic_loss,loss
35,0.012571033803825373,1.0603430356747607,0.305347892675984,4.988505477708482e-05,0.11274140324620542,1.0534390627890757,0.13430061740834662,0.2848462301587301,0.08260265737042512,0.05603391720160038,0.9534260544646311,0.05603391720160038,0.0,0.006330768484331179,-0.001997750922535342,0.0006096188446611813,-0.0011089492309254293
36,0.008387228238682749,1.1597350543618357,0.21602872170568257,3.328265174080456e-05,0.04828967444903556,1.1553481857422292,0.09237969461745393,0.25756448412698413,0.06149692876838608,0.05300583645900291,0.9520617933203367,0.05300583645900291,0.0,0.005978116705734163,0.004559356406643384,0.0005054693736704212,0.00539563071197931
37,0.005987381793714495,1.1696783412972722,0.2828976195207675,2.3759451562359107e-05,0.08095046611700163,1.1667280518706047,0.10025507198857803,0.29092261904761907,0.0648652616363216,0.05242587551814418,0.9543559319235597,0.05242587551814418,0.0,0.0057407994704169775,0.0055074397986129035,0.0005034820874671236,0.006342383144611853
38,0.00657425631697571,1.123026716432479,0.28067439565918206,2.6088318718157577e-05,0.08470300276181308,1.1199251910234482,0.11864424701261816,0.27182539682539686,0.07533287330491555,0.05599508800935566,0.950159134135909,0.05599508800935566,0.0,0.006236501180099215,-0.004291844681657216,0.0004194197538822074,-0.003498536799741052
39,0.010353774445053712,1.1250901255808814,0.24578958177587124,4.108640652799092e-05,0.0660240077950458,1.1194292089697693,0.10154698813778279,0.25260416666666663,0.06743138030708891,0.05693796758979039,0.9486979567493294,0.05693796758979039,0.0,0.006321931726460872,-0.0003511802529060906,0.00041239839221405606,0.00043860237972234933
40,0.014138437414809857,1.082382107296674,0.283384580336452,5.61049103762296e-05,0.0941407890564381,1.0745336060372295,0.11036538105567192,0.25793650793650796,0.07098912107311837,0.056448554832215656,0.9498895067646186,0.056448554832215656,0.0,0.006272538963902792,-0.014649579591383063,0.0004222375235151386,-0.013855026784866649
41,0.009393206053798037,1.0779722925923978,0.299351543392061,3.727462719761125e-05,0.10450210790636433,1.0728335139279457,0.13963047897982722,0.285218253968254,0.08609251665831476,0.059531005660316993,0.9524564898688297,0.059531005660316993,0.0,0.006754646147424962,-0.0069073650100768495,0.00045552092215685446,-0.006095788396056065
42,0.009736169267027951,1.1377198939020383,0.2840788809372465,3.8635592329475994e-05,0.08457962221013163,1.1327851144232066,0.10637351043431331,0.26711309523809523,0.06879488890677887,0.05206422573667971,0.9486597498735277,0.05206422573667971,0.0,0.00588407320024913,-0.0076924433440783094,0.0003731088311463686,-0.006923043347509954
43,0.004477556044872694,1.157889932906058,0.23880542789984166,1.7768079543145613e-05,0.05880129014508276,1.1560006207417954,0.10535990638133567,0.29191468253968256,0.06814503859034643,0.0546338248574104,0.9479240933479094,0.0546338248574104,0.0,0.00617928262936409,-0.0007860988039765388,0.00033745414858030946,-3.433093826210861e-05
44,0.007059529991780836,1.138631586243053,0.3085985848496693,2.8014007903892208e-05,0.09899916877826237,1.13518977396678,0.10040804111304463,0.25818452380952384,0.0642013607776484,0.051190582806709024,0.9528023399950994,0.051190582806709024,0.0,0.0056814005499041375,0.013749626355003786,0.000352400771990432,0.014508269651343808
45,0.008655238815272748,1.0785661539129414,0.3281222586277776,3.4346185774891855e-05,0.12241039558248959,1.074394898844998,0.13359318123924152,0.28534226190476186,0.08207091027614319,0.05649078228562128,0.9574091451742464,0.05649078228562128,0.0,0.006149110956756763,-0.005152514256477553,0.0005119244820077412,-0.004313741393722034
46,0.005962315824596862,1.2186790930779217,0.23699146834886087,2.3659983430939932e-05,0.056513864588362786,1.215629369337912,0.08462113417989969,0.29216269841269843,0.0547394704201038,0.045288766676617576,0.9483154619163409,0.045288766676617576,0.0,0.005377005229213562,0.0032183146842867886,0.0002791439340432778,0.003939825168332523
47,0.007780900503708904,1.1100587770021018,0.2874879046063986,3.087658930043216e-05,0.0907387188893354,1.1058965976934856,0.10126932969888874,0.26401289682539686,0.06551472556925203,0.05184918832616543,0.9446650078395356,0.05184918832616543,0.0,0.006120360549738189,-0.010977247518062656,0.00031387772725647667,-0.010237726781089808
48,0.010373684511705943,1.1252197273718572,0.27128433928187545,4.1165414728991834e-05,0.07918728191394306,1.1199319766090792,0.1151264954719483,0.26847718253968256,0.07333982728669505,0.054748953378617744,0.9491311866119638,0.054748953378617744,0.0,0.006238635758390487,0.0075675879214859056,0.00033487410785283797,0.008317625124965576
49,0.007690391431516538,1.116043803570328,0.22570869351622294,3.051742631554182e-05,0.05799305724773791,1.1128926533768853,0.09628847980090638,0.2517361111111111,0.06521118437478302,0.05672497430602387,0.9448432362400495,0.05672497430602387,0.0,0.006377734508900099,7.030229549912642e-05,0.00033911937141782426,0.0008225012305117911
50,0.009559387843771456,1.0539163494376922,0.31317738972239173,3.793407874512483e-05,0.11942051039494123,1.0498616288965978,0.14319729888870114,0.2771577380952381,0.08737203706628087,0.059167095893841906,0.95778355476785,0.059167095893841906,0.0,0.00643157467674832,0.00617416296223693,0.0003927799655689305,0.006953146035492986
51,0.010413262373568462,1.1102566068285782,0.27980016395122065,4.132246973638279e-05,0.08634200836505035,1.1047174686598236,0.0831103744156179,0.23487103174603174,0.05766249811535659,0.05296173703574707,0.9406626493213138,0.05296173703574707,0.0,0.006211628977628805,-0.0036258558118581596,0.00022900879678483703,-0.0029290782676932798
52,0.01013391577636156,1.1796615594975062,0.20694247147467162,4.021395149349825e-05,0.04323883866211876,1.174300110973272,0.09601581870846701,0.27901785714285715,0.06268944464197504,0.05333016201504004,0.948145546465843,0.05333016201504004,0.0,0.006021391823207765,-0.011613845511193124,0.00032276628365125726,-0.010870479459749465
53,0.006808164813652997,1.1676221884479785,0.2235564204763933,2.7016527038305546e-05,0.05102579581711617,1.1637404346017084,0.08973041083358124,0.26674107142857145,0.05932779945175718,0.05229185746594456,0.9504227966293552,0.05229185746594456,0.0,0.005793552464642042,0.015909834664750957,0.00030434171854976544,0.016643660595285294
54,0.009226296149256893,1.209312147535627,0.1898443668018276,3.6612286306574966e-05,0.03612759969811214,1.203936900043889,0.0879602561466738,0.2798859126984127,0.057824240010181216,0.049830340409152754,0.9493467468967212,0.049830340409152754,0.0,0.005654440839693435,0.007859576156119673,0.00027831709855553877,0.008580150666031938
55,0.010948671598356219,1.1359878402655412,0.28073787872958456,4.344710951728659e-05,0.08291131314745681,1.1299720315567967,0.1033593156972627,0.27604166666666663,0.06620288301228192,0.05148364135430124,0.9496937650380755,0.05148364135430124,0.0,0.00583269447673288,0.004903279053877785,0.00023907387169382627,0.0056043102049962235
56,0.0073966030222393465,1.1647045031769798,0.2822328024135045,2.935159929460058e-05,0.0809011268541641,1.1613928315694864,0.09664398237899072,0.2787698412698413,0.061576103232541715,0.04745962590499152,0.9503003487314441,0.04745962590499152,0.0,0.005579682198045605,0.000542578642192583,0.00023277619950019503,0.001240107945935509
57,0.01074041013553987,1.0655906308278673,0.2698585876297093,4.262067514103124e-05,0.09088953583875221,1.0601085466471538,0.10006369845992556,0.2388392857142857,0.06658212886695494,0.05591797807097132,0.9442021279169794,0.05591797807097132,0.0,0.006361793137749084,0.0007657531821349318,0.0002063452221310165,0.0014507491091329623
58,0.010510348738514794,1.0222589868371248,0.2953881913219142,4.170773308934442e-05,0.11884605133259708,1.0165546312808358,0.14247005556592496,0.2698412698412698,0.08866753779202988,0.06427219780146387,0.9504156041588896,0.06427219780146387,0.0,0.007021086095408798,0.009259876971655744,0.00027518105534308303,0.009979850109217456
59,0.010920674826378327,1.129715514306962,0.27948491951222376,4.333601121578701e-05,0.08305172916388906,1.1230435520740851,0.0912259221598524,0.24069940476190477,0.06139937898006796,0.05512240589440025,0.9457575784583515,0.05512240589440025,0.0,0.006202701883238252,-0.0015365889655539122,0.00025266048855514744,-0.0008287944945983472
60,0.011658596375456635,1.1654915600287008,0.2275477234166981,4.626427133117712e-05,0.0529687988613749,1.1588662913360754,0.08962387351172497,0.27281746031746035,0.06007123805971696,0.05238018868972709,0.9498233266460936,0.05238018868972709,0.0,0.00573042727476093,-0.006849296596076885,0.0002088621319181268,-0.0061639735770483185
61,0.006063684639314423,1.13686946251433,0.23958542523533044,2.4062240632200094e-05,0.06138664074842369,1.1341726543867012,0.1171866177805935,0.28955853174603174,0.07363276331638699,0.05455022789235734,0.9530002549421301,0.05455022789235734,0.0,0.006092780789162273,-0.008314787430182958,0.00022479004563946507,-0.007621238099779329
62,0.005114747565452534,1.1507320880265393,0.21633748724076127,2.0296617323224345e-05,0.04922923553587122,1.1486741257170363,0.10223480301579219,0.27554563492063494,0.06726269090786693,0.05559719021122865,0.9529592395502869,0.05559719021122865,0.0,0.0058920663450181005,-0.010083757299701648,0.00022030330289528994,-0.00939275205411426
63,0.007974239675482442,1.1552261849038201,0.24767225133293802,3.1643808236041444e-05,0.06334623859859292,1.1512151670495963,0.07279662966283978,0.25,0.051993094192390704,0.052457683968378535,0.9412874988237041,0.052457683968378535,0.0,0.0060097818771074835,0.009278458118713005,0.0001898971869968262,0.00995427802288324
64,0.007229861745735561,1.1564714605274553,0.2492674061355642,2.8689927562442706e-05,0.06402897351016518,1.1528597075867197,0.1119518112515814,0.27529761904761907,0.07083117099613895,0.05344888607908299,0.95292255997008,0.05344888607908299,0.0,0.005809811319254647,0.0008828450339071017,0.00022442526394178064,0.0015756290069919505
65,0.011525820421249427,1.102388000709127,0.28172273332464387,4.5737382624005667e-05,0.08889580087746984,1.0965135374381125,0.10446547994806031,0.24553571428571427,0.06905212300305849,0.054713096069307826,0.9456033046997703,0.054713096069307826,0.0,0.006281473821670778,-0.006789524156390264,0.0001857190959327641,-0.006115721603807517
66,0.008073836542170316,1.0975989727092217,0.3146108249440044,3.203903389750126e-05,0.10946594156215367,1.094285316238997,0.13272529315285633,0.3280009920634921,0.08145720732001066,0.05510658536104315,0.9587906610224435,0.05510658536104315,0.0,0.0058443680568684405,0.0042323775164421346,0.0002434934902039018,0.0049345301613956385
67,0.006410272092136533,1.1280993932453554,0.26831026795812035,2.5437587667208462e-05,0.07716009714344439,1.1259008273038074,0.1268535801193526,0.29055059523809523,0.07960088945577504,0.058083563214091874,0.9521036026180268,0.058083563214091874,0.0,0.0062712844282259775,0.009314914286734182,0.00021919462233507467,0.010005244415124619
68,0.013195693566131931,1.0991491719478548,0.2559557302221489,5.236386335766639e-05,0.07568422535235683,1.0925776250777335,0.10739127940654941,0.23598710317460317,0.07134184001426927,0.058635079088990266,0.9448066057544393,0.058635079088990266,0.0,0.006606588764552529,0.0064575824012949225,0.00014569452978263451,0.007111397788745457
69,0.008533154718287753,1.0380352623381985,0.2852447014124381,3.386172507257045e-05,0.1075971159297271,1.0338828369407194,0.11256896700918592,0.2700892857142857,0.07246006272861687,0.05753409515409723,0.9483676258795871,0.05753409515409723,0.0,0.006399632898104028,-0.012912186444602163,0.0001583607423640826,-0.012252344905727363
70,0.010507994008569008,1.051496730477126,0.3240239530279877,4.1698388922892894e-05,0.12704474319486686,1.046216716788818,0.14105286478148796,0.2967509920634921,0.08574363740565231,0.05643103985178229,0.9530762481983296,0.05643103985178229,0.0,0.006394356432678762,-0.009013819304525841,0.0002118883135329957,-0.00832731925553202
71,0.0075652073621704135,1.1716951877799533,0.20974051151130152,3.002066413559688e-05,0.0447922445638345,1.1676142419684958,0.12336854529534431,0.2931547619047619,0.07734050885664247,0.05838927142434695,0.9555473005857468,0.05838927142434695,0.0,0.006227088724345083,-0.004628401227562895,0.0002281830907557772,-0.003934021056666027
72,0.00829082191734218,1.1423517768692744,0.25624959021089205,3.290008697358008e-05,0.06898717011338004,1.138538664467716,0.08681113250585407,0.24454365079365076,0.05904801737662395,0.05265508102852905,0.9433921808454743,0.05265508102852905,0.0,0.0060584296912483855,0.00554523897221687,0.00018553446017126739,0.006218026169788376
73,0.012730864840376981,1.0706571991560785,0.28300390885080845,5.0519304922130875e-05,0.09682077255498701,1.063728289400846,0.10158738659124025,0.2418154761904762,0.06742796483852403,0.056067525577452794,0.942845640400845,0.056067525577452794,0.0,0.006549560219505254,0.0007407111968051104,0.00015091415910243998,0.0013965793753704504
74,0.00660248112294063,1.1325213884784324,0.28660820397363546,2.6200321916431066e-05,0.08669762559787166,1.1287418578402668,0.09204011785859015,0.2800099206349206,0.060162379955738594,0.05035593049216624,0.9498968694206775,0.05035593049216624,0.0,0.005737005123089915,0.0078903426426811,0.0001599186081038856,0.008549800491650737
75,0.007788944592489805,1.2157087530632706,0.19696422808189176,3.090851028765795e-05,0.039041672066698306,1.2114418514121261,0.08561404904868956,0.2787698412698413,0.05760456719813631,0.049682492163465895,0.9512128187273521,0.049682492163465895,0.0,0.005612097591744671,-0.008048784573976432,0.000214563615224428,-0.007362229127977879
76,0.009547116456683788,1.1858588974236053,0.20932049974171546,3.788538276461821e-05,0.04401504239419762,1.1803079270548866,0.08475571876581303,0.24950396825396826,0.057752964828593066,0.05281311162552933,0.9437278341992418,0.05281311162552933,0.0,0.006145677768716876,0.004770597229724836,0.00013547345616371395,0.005418041177369995
77,0.009974247293682507,1.0376807324728894,0.277480070100657,3.958034640350202e-05,0.1033427339136033,1.0330403291918189,0.13879832542838438,0.29464285714285715,0.08586363164122235,0.06174525295582889,0.9520403508237361,0.06174525295582889,0.0,0.006668980165831543,0.0006304665904215408,0.00012600941154517278,0.001273601819154534
78,0.007117505023143078,1.117684378409668,0.24631567834771234,2.8244067552155075e-05,0.06744727495769641,1.1155106070545764,0.14059343713159336,0.2700892857142857,0.08838672323161327,0.06375571686259168,0.9584287159437024,0.06375571686259168,0.0,0.00662499368128628,0.006427590954163145,0.0001334920286810228,0.007074323505979508
79,0.006486224441640066,1.1321152243985826,0.2792718278317444,2.5738985879524075e-05,0.08260109657893827,1.1293374247502932,0.10415319202073818,0.26438492063492064,0.06825420021407606,0.05643770442180317,0.9488382056119247,0.05643770442180317,0.0,0.006203974136268733,-0.0005248018563164172,0.0001684346018408588,0.00013888096353483606
80,0.009375471331920387,1.0965675344679298,0.28342800446255373,3.720425131714439e-05,0.09102970863966825,1.0919061106026209,0.13591129209697284,0.29526289682539686,0.08370424541510263,0.0585453273648822,0.9517277411594097,0.0585453273648822,0.0,0.006606804230635432,0.00022733650055622046,0.00014256142458298802,0.0008783855628728953
81,0.010673502320045514,1.149454712808014,0.22140396069203253,4.2355167936688546e-05,0.051574539867439435,1.14394679611779,0.1173917578731801,0.28881448412698413,0.07440824849570678,0.05782645138028426,0.9542322708019781,0.05782645138028426,0.0,0.006185163184225223,0.0007620260713562883,0.00017774849329163427,0.0014301470279808662
82,0.014625000464895161,1.0561229545761326,0.2881971576379827,5.803571613053635e-05,0.10375820587051383,1.0480893426898426,0.11110689347464932,0.2602926587301587,0.07241179436946116,0.05965841652288053,0.9487342555229485,0.05965841652288053,0.0,0.00659872668939448,-0.0009962705773571864,0.00011538451599253996,-0.0003590180448769964
83,0.009014888955821643,1.115504646283383,0.2626388189842547,3.57733688723081e-05,0.07611861403714029,1.1106961121454308,0.1229549863527675,0.27504960317460314,0.07800477778536233,0.05878934129910969,0.9512900607933641,0.05878934129910969,0.0,0.006442240905668889,-0.005312624747854092,0.00015336634972381772,-0.004656637783291998
84,0.008597737107938541,1.1180412013923022,0.26659197775848387,3.411800439658151e-05,0.07778852727439713,1.1139624110541662,0.12579393401770111,0.28100198412698413,0.07880890682416286,0.05671587238890802,0.9497259267165825,0.05671587238890802,0.0,0.006512027246925723,0.00041956353462483265,0.00011816027340051076,0.0010579172483665196
85,0.010671665278805979,1.0433810698055632,0.2651795085215653,4.234787809049991e-05,0.09484966103498876,1.0377912972610048,0.11336165281649967,0.22966269841269843,0.07448728316933656,0.06037447393687078,0.9443567956007685,0.06037447393687078,0.0,0.006805217215261911,-0.008697744987487394,0.00011637907922489256,-0.00806008867986519
86,0.013790797992383553,1.1568963797802456,0.24764510136231538,5.4725388858664895e-05,0.06318601830480028,1.1491600566567906,0.07378419144050904,0.22978670634920634,0.052343150849940165,0.05082760342108982,0.9476854181209519,0.05082760342108982,0.0,0.005792999248648518,-0.00423516211753401,0.00012953449580583703,-0.003592040318587957
87,0.008985650747018105,1.085042199067016,0.2917990650839519,3.5657344234198825e-05,0.09836199037921595,1.0805443764787175,0.09400654674210485,0.2333829365079365,0.06263367142679657,0.054211809837674825,0.9422155205900447,0.054211809837674825,0.0,0.006325441484641189,0.01354787778603904,8.126696157700669e-05,0.01416729826110666
88,0.01012268764557479,1.0750949896330013,0.26823952416602836,4.016939541894757e-05,0.08755370393959735,1.0699389142844358,0.11751098244447905,0.2435515873015873,0.0757181119725813,0.05899421137190739,0.9458219543303913,0.05899421137190739,0.0,0.0067470770072605765,-0.004117466868668092,0.00013365558789355973,-0.0034715304439195847
