iter,mean_reward,mean_terminal,std_terminal,mean_step_reward,mean_terminal_penalty,avg_turnover,outside_frac,center_dist,mean_halfwidth,mean_width_scale,center_resid_l2,actor_loss,critic_loss,loss
17,-0.07941822744349109,1.1332107158333804,0.25557503931957687,-0.0003151516962043297,0.06977940920269271,0.10105457295532483,0.4353918650793651,0.09418517831941897,0.060043079031725954,0.9800270924319734,0.0,0.0021025604070210977,0.06968241890870203,0.03810302850361117
18,-0.06548077272486742,1.1443239774299123,0.2359066053803036,-0.0002598443362097914,0.05875174595128322,0.08636281126429325,0.3962053571428571,0.08454506884650581,0.05924900531632796,0.9832888965455038,0.0,-0.011811032048839612,0.06317976985901963,0.020937882533535082
19,-0.10367927070426707,1.111861440150095,0.2474467867319793,-0.0004114256773978853,0.0689983179963969,0.08418643637467889,0.39601934523809523,0.08306227681964853,0.05913809926033686,0.9816766837603521,0.0,-0.017817965872291,0.053712949649368305,0.01019735402287392
20,-0.08589504463074746,1.1300157858530548,0.2561395720537562,-0.00034085335170931533,0.07050527060164685,0.09202467725403783,0.40891617063492064,0.0876907222655965,0.0592096062462551,0.9820341330393894,0.0,0.018794722924666652,0.05815231660394579,0.049029524000316585
21,-0.12540063464826587,1.1048732133119357,0.2531295255477426,-0.0004976215660645472,0.07312366224962177,0.07692277373474829,0.35342261904761907,0.07933809824993428,0.059758391696479465,0.9865571717988451,0.0,0.007974868195341198,0.05525050462445542,0.036758536918918824
22,-0.2561844697457994,1.0085715525710868,0.2819060099320204,-0.0010166050386738073,0.11611584892083658,0.1187107217210733,0.4187748015873016,0.10383013946201214,0.06297415664131192,0.9842495300597109,0.0,-0.0004963047247825336,0.05351341399737044,0.0274186530927551
23,-0.08997145014191446,1.1216462348337952,0.25340542527046184,-0.00035702956405521614,0.07035362207222437,0.08832166983355,0.41722470238095233,0.08469042890586206,0.05693681273913246,0.9825485804188457,0.0,0.003075385910637974,0.04899706314097111,0.028731955632372352
24,-0.08176482738705258,1.1352788413880193,0.2524263669350355,-0.0003244636007422721,0.06790789909609837,0.09047973658597573,0.39081101190476186,0.08605555060934109,0.058687639613748406,0.98379283122263,0.0,0.003301327007887568,0.04826131980578515,0.028589814570634014
25,-0.06366121923190841,1.1431772385747025,0.25223640710449674,-0.00025262388584090643,0.06685203128498168,0.09574450789924675,0.41902281746031744,0.08860004426163254,0.05712294191210097,0.9801506630299718,0.0,0.007542661237977668,0.04781339989933613,0.03260701224427619
26,-0.11007614155890422,1.1115430937020363,0.2630450992783894,-0.00043681008555120727,0.07701734852618447,0.0941725946701508,0.4027777777777778,0.08830896497342917,0.05845755704007036,0.9821649489256381,0.0,0.006324738851043568,0.047360192903504586,0.03116228218666519
27,-0.10594071734151253,1.1182409916197131,0.2699349299462179,-0.0004203996719901291,0.0795494018563974,0.07854511965990585,0.38151041666666663,0.07855201814092472,0.05716272375286017,0.9834231756137891,0.0,0.0010244394533054915,0.047575979185380673,0.02596966312995015
28,-0.018411604192535222,1.1773345222321585,0.25162947969332816,-7.306192139894926e-05,0.06383111893317957,0.077589270078081,0.4191468253968254,0.07743369932178168,0.05448897383978711,0.9769148284737881,0.0,0.007357936252667956,0.039820686327740704,0.02842535071554161
29,-0.07100311487213448,1.1338776752239923,0.23188314989497474,-0.00028175839234974,0.05814195703899916,0.08579306195018555,0.3981274801587301,0.08352008542682113,0.057757835751485936,0.9840581383815954,0.0,-0.012270199015792741,0.03301082767629317,0.005392037116320745
30,-0.09565285089140761,1.120023185143967,0.25382748666810606,-0.00037957480512463334,0.07082468390276375,0.09126672163804615,0.39012896825396826,0.08622489402874958,0.05810446265589207,0.9821345769356529,0.0,-0.01520290911712279,0.03862376360532118,0.0052656201123556165
31,-0.13868865669258468,1.0906032845255118,0.2648641553479863,-0.0005503518122721613,0.08212066214480836,0.09953695939006,0.4195188492063492,0.09239139417215847,0.059720827602320656,0.983610864018675,0.0,-0.001987122631670486,0.04568663088944418,0.022012617183384948
32,-0.1784682962637697,1.0657255910192769,0.265001866418571,-0.000708207524856229,0.08825560611244859,0.11251025360201489,0.4073660714285714,0.10135589253505624,0.0633044273623003,0.9863585629078134,0.0,-0.0010401352116298107,0.04700550408522794,0.023618847710231095
33,-0.08293112599248745,1.1315426106967377,0.26862460126184723,-0.00032909176981145796,0.07684559055330481,0.0850241080517623,0.41015625,0.08142649016835177,0.05547368979108296,0.9790062428764152,0.0,0.0027564843494263247,0.048559817864716026,0.02819245365368262
34,-0.07378788384894402,1.1336992513709978,0.252908668334209,-0.000292809062892635,0.06835858378734906,0.1046168683949175,0.435515873015873,0.09511535797329847,0.05830273670294413,0.9803472350115079,0.0,-0.0059861246491111,0.03799032484513896,0.01416488637870205
35,-0.1764318235993468,1.0682762313962284,0.27309525111129074,-0.0007001262841243921,0.09193216739471884,0.09951269646640623,0.38485863095238093,0.09133758988366225,0.05985141099375563,0.9871176800883987,0.0,-0.012655387865968355,0.05083561737840295,0.013918032747384927
36,-0.09183340866889,1.123861702193748,0.24345169626778676,-0.00036441828836861103,0.0650657688084962,0.07706947891640767,0.37338789682539686,0.07883506859555277,0.05889734796986158,0.982959660797671,0.0,0.0018103083423461207,0.03639732316419908,0.021164404311040056
37,-0.11336419393756701,1.1148515379197061,0.28289172036291665,-0.0004498579124506628,0.08727798604452988,0.1011526993834442,0.42702132936507936,0.09252329545288883,0.059046899635447125,0.9813497941149706,0.0,0.002588312953386143,0.054136103793166176,0.030811626323444433
38,-0.08982160273819921,1.130106776785738,0.2694875910777799,-0.00035643493150079055,0.07750862439618336,0.09627084432200518,0.39335317460317465,0.08869830021159124,0.057095005870039864,0.9833621118524078,0.0,-0.00872203878402124,0.04374298558996024,0.014304489818944693
39,-0.07951699713313096,1.132230059728305,0.2544757952653116,-0.00031554363941718635,0.06935069518034188,0.09256147872702683,0.41152033730158727,0.08733786646246575,0.05766937510787688,0.9800505773944579,0.0,-0.006024365498517955,0.04062522481090347,0.015443095351917653
40,-0.1373715486390304,1.0995624961526085,0.29212020404564587,-0.0005451251930120255,0.09542190579076458,0.0931740056540511,0.4054439484126984,0.08691280755753106,0.05787340741936099,0.9831939144981587,0.0,-0.007280673013159834,0.05980296491802385,0.023775452936822424
41,-0.14246932809108123,1.0967943334281198,0.29389415440547006,-0.0005653544765519096,0.09702518360625237,0.10639842607084381,0.4171006944444445,0.09418771297981117,0.0581191924491232,0.9824971662771356,0.0,0.016455433964352114,0.06187452679920493,0.048547144548085855
42,-0.1503908685683059,1.089883832166744,0.2945608785963872,-0.0005967891609853409,0.09889168161775735,0.09857327751053013,0.4015997023809524,0.09053095564435162,0.0577612989833354,0.9843609986994634,0.0,-0.00014766618830086575,0.06058850013541303,0.03130081857790886
43,-0.05664542713827078,1.1481030098267722,0.22097039990903738,-0.00022478344102488403,0.05152121522500001,0.07792307918168165,0.38095238095238093,0.07923054239687245,0.058830746804722805,0.9833910533030318,0.0,-0.0039008810549504974,0.025792721510140268,0.010149496613917246
44,-0.09998530314694098,1.122407787183156,0.2888908857029796,-0.0003967670759799245,0.08947849533206642,0.08075789105299844,0.39775545634920634,0.07837906876531917,0.05432030811169554,0.9796452566170311,0.0,-0.0001470118299672906,0.05059581516090356,0.02630475690633736
45,-0.07768119975401594,1.1379749528266485,0.2734150110074705,-0.0003082587291826029,0.07860287472107169,0.095841030928761,0.4208209325396825,0.08792934111283723,0.05669082768656341,0.979629598931224,0.0,-0.0069314245772299395,0.04972495836157451,0.01908471263258737
46,-0.0246025361091454,1.1707749078480885,0.23754195609334736,-9.76291115442278e-05,0.05728028691594149,0.07130376071693934,0.39136904761904756,0.07282813587415275,0.053561345492898045,0.9813910720625525,0.0,-0.004536012174335802,0.03029791888031257,0.011766385496686923
47,-0.13495805266239952,1.0932526761615557,0.2681664717251909,-0.0005355478280253949,0.08330824770420728,0.08638605513843384,0.3936631944444444,0.0819853708017891,0.05666547499253151,0.9855469911557818,0.0,0.01754109167329868,0.04744469788406869,0.042416658526348586
48,-0.07470487275452314,1.136185794238263,0.26175630902887287,-0.0002964479077560443,0.07258861817342008,0.08779208318231103,0.39843749999999994,0.08262246538306836,0.055683689684340246,0.9815937895055051,0.0,-0.005338252369328989,0.037584302111007974,0.014606940994361325
49,-0.10395846516448551,1.1154261389566904,0.2542905629055807,-0.0004125335919225616,0.07181642835461018,0.08837623063724982,0.3981894841269841,0.08602003179209616,0.05902723569282771,0.9836771223465415,0.0,-0.004382400403699486,0.03726572227175969,0.015403280479969219
50,-0.16192096187374905,1.0789980608151057,0.27900414687641867,-0.0006425434994990042,0.09248478326074307,0.10355935671712643,0.4054439484126984,0.09516133783395134,0.0615101795921965,0.9832819561360682,0.0,-0.0020070884737715088,0.049116656900194344,0.02370388980561428
51,-0.09353824840609015,1.12460537994483,0.26127929011845386,-0.0003711835254209927,0.07395121617806663,0.07907885946334618,0.388702876984127,0.0789464209576417,0.05746918219305683,0.9843083460347877,0.0,-0.0025502802381881305,0.04156829871984257,0.019386298985351127
52,-0.04056231276677412,1.157468589855891,0.22870293872477931,-0.00016096155859831002,0.05411395503019657,0.08001836895753411,0.3983134920634921,0.0797275503164332,0.056065072222128136,0.9823515147880251,0.0,-0.00018795060656040226,0.03294516131050044,0.017436862244387338
53,-0.07258956809016756,1.1354442048267237,0.2393619733784475,-0.000288053841627649,0.0614616049900786,0.06751665471550838,0.3722098214285715,0.07162290251341769,0.05617725463186541,0.983587604176261,0.0,-0.003358848240714733,0.03151526638175549,0.013550810467298493
54,-0.05463794835904724,1.1433534254623285,0.24516161780852583,-0.00021681725539304456,0.06331305325334564,0.08744194411491643,0.4143725198412698,0.0821228403621695,0.05394933065565766,0.9804114914405584,0.0,-0.001885743590138547,0.03033035480855984,0.014431278881921179
55,-0.14268102549178013,1.0863741447341333,0.27623479914382826,-0.0005661945456023022,0.08921649924293078,0.10301489792720392,0.4148685515873016,0.09324868137907856,0.0595110376189331,0.9818893612155926,0.0,-0.00779139027218439,0.04493517548829861,0.015827860792048693
56,-0.08316187648221804,1.1349286288663802,0.2836501779279456,-0.00033000744635800806,0.08469170677976448,0.08645244072961415,0.40953621031746035,0.08092787144661821,0.05334399611432171,0.9790135389292658,0.0,-0.0059261182467067915,0.04923915358610752,0.019844913198209076
57,-0.18730291434315516,1.0582216732084142,0.26675060742907236,-0.0007432655331077586,0.09125698051160078,0.08551132715346166,0.36042906746031744,0.08360447080466521,0.05989666591873502,0.9873462079989861,0.0,0.00437378084205903,0.04662142110123832,0.028835709769154567
58,-0.2341048277335024,1.035612622241576,0.28667531468909385,-0.0009289874116408827,0.1092059460183818,0.10582896200482443,0.3949652777777778,0.09814782723615381,0.06444898930221088,0.9888105969566781,0.0,-0.02019292873204193,0.0618780610774666,0.0118971191682385
59,-0.10649089397142145,1.1186174412088747,0.26682604585596487,-0.00042258291258500573,0.07781925962252043,0.08320966827798368,0.3841145833333333,0.08185527605086321,0.05847413825432869,0.9830076953460638,0.0,0.007603266487545161,0.043332248019961966,0.030420224695998494
60,-0.014564551741997828,1.1758596671635733,0.22262964531142568,-5.7795840246023114e-05,0.050146714640944674,0.0835918978173291,0.4032118055555556,0.08195301992782307,0.05670266277051318,0.9796979884938068,0.0,0.0018554516665324563,0.028053115985981182,0.017032662685459575
61,-0.09872406444123025,1.1174832422971757,0.24921704250569973,-0.0003917621604810724,0.06891814957707434,0.09980743873610237,0.4055059523809524,0.09274016295696291,0.06072435397615729,0.9831517703812066,0.0,0.004118940614602586,0.03807287451081619,0.0243058189546162
62,-0.025822335426248344,1.1670466097498706,0.21792135443466895,-0.00010246958502479503,0.04857564264761792,0.08515870962403357,0.40556795634920634,0.08393066377782796,0.05750102833388354,0.9802801347463668,0.0,-0.007074183506314731,0.026741190233464114,0.007446651761273037
63,-0.07237003321350775,1.1413899053291408,0.25422079544436704,-0.00028718267148217366,0.06806335603369382,0.0645560118066841,0.37258184523809523,0.06934322566686953,0.054506676006054286,0.984054006556162,0.0,-0.01147176924323277,0.03851414396103385,0.00893531850428237
64,-0.058149397551612345,1.1469802958502742,0.24207376902195932,-0.0002307515775857633,0.06141079867662134,0.09567638619689776,0.42410714285714285,0.08949199253264009,0.05803552837427932,0.9828023114070816,0.0,-0.006106785988810884,0.03810781227005974,0.014096958723413239
65,-0.165513055694619,1.0810103276810152,0.29355065088227184,-0.0006567978400580118,0.10033052675198481,0.08841480535345057,0.3828125,0.08370724610238037,0.05804749979862717,0.9840914084417425,0.0,0.010003419998696195,0.06084253649639196,0.041574325109214105
66,-0.1636927238708601,1.077403312123754,0.28530463069454814,-0.0006495743010748416,0.09642868017397814,0.10640993146767325,0.41691468253968256,0.09640299979969912,0.060940383971305384,0.9830323308435273,0.0,0.001142299782559716,0.04622689199603284,0.02540519862999587
67,-0.07733645768424177,1.135825931468411,0.2509025703222315,-0.0003068907050961975,0.06707041086619941,0.08736574004214956,0.3982514880952381,0.0841421791738695,0.05779695081918626,0.98481154818657,0.0,-0.002421856888575464,0.03691460882967964,0.01718466908557342
68,-0.03548981838933896,1.1695384549756285,0.23463073841004442,-0.00014083261265610702,0.055979489132114514,0.07245300834958807,0.3836805555555556,0.07513372473105082,0.056650929976689995,0.9827292021500541,0.0,-0.0008361298326463441,0.031825274700002334,0.016225532463902174
69,-0.15094372313972737,1.0852755244285492,0.2668202213611677,-0.0005989830283322515,0.08435473582236688,0.07910619064330224,0.37127976190476186,0.07948264112710984,0.05880248878692265,0.9848389444419409,0.0,-0.016830284647767008,0.04637346859062054,0.007505274144575708
70,-0.17774935838567374,1.0765624329555816,0.30968205714525615,-0.0007053545967685465,0.11113980947556297,0.1045807487028731,0.4227430555555556,0.09423158474537516,0.0585754117291019,0.9838225885084633,0.0,0.0010923503033426797,0.06788490893280676,0.036183437609546586
71,-0.07227279210210596,1.1378974331472276,0.2432116167705719,-0.0002867967940559761,0.06300861934185861,0.09040310155119377,0.4065600198412699,0.08653028291140671,0.05877050098615813,0.9836453483661014,0.0,-0.010731510851798668,0.03211465137383481,0.006474243170298721
72,-0.0869113241629163,1.1362603841000882,0.2652146781721456,-0.0003448862069956996,0.07440156415302304,0.06614147301481325,0.3645213293650794,0.07066963431149742,0.05576973568323697,0.9866454239955921,0.0,-0.006880962817476809,0.04158507738870358,0.015059784262595048
73,-0.16726777856713515,1.0778597446754978,0.2941274601228209,-0.0006637610260600599,0.10142920476903615,0.09228020932883779,0.3843625992063492,0.08593596613883958,0.057407298369762175,0.9847203873637014,0.0,0.0005050546042417422,0.05516915183036304,0.02923766326707008
74,-0.122647254534511,1.1033383293197585,0.2826068154789211,-0.0004866954545020278,0.0892100907338324,0.09554734461011183,0.4154265873015873,0.08825600819066608,0.05698240992575904,0.9799378986133345,0.0,-0.00621028861371407,0.04329339260403045,0.01658427008827298
75,-0.041649429708633695,1.1570546891558129,0.25453558770103135,-0.00016527551471680037,0.06663266512981328,0.0779101039248227,0.4002356150793651,0.07565894096343892,0.05307129589858043,0.9811575903868648,0.0,-0.026105335662333133,0.030973651378111772,-0.009470864129486079
76,-0.04285302550780488,1.1555976343318521,0.2168891890775447,-0.00017005168852303527,0.04901249041564283,0.06798813776014823,0.3679315476190476,0.07245848968820331,0.05648351380076712,0.9839541396538267,0.0,0.0024718728292623367,0.025591188468333012,0.016414879979245713
77,-0.17393832452444336,1.0667615184963666,0.2606289090571374,-0.0006902314465255689,0.08567992118970767,0.10375883961993088,0.40668402777777773,0.0959166929155956,0.06278655174683555,0.9853432618084292,0.0,0.00476732810085065,0.04327091208910715,0.0275500148391084
78,-0.11603347816573115,1.1076491762705418,0.2551068115042521,-0.0004604503101814729,0.07360815991937544,0.09690775033855945,0.3893849206349206,0.09102995757317842,0.06118615319092518,0.9841290055090449,0.0,-0.001973481579756704,0.03790925065148654,0.018128183238803646
79,-0.08920942837161695,1.1296386761468762,0.2577005396474364,-0.0003540056681413371,0.07136028402894412,0.09079405009901703,0.40048363095238093,0.08735699341669405,0.0590817734500888,0.9840391206687437,0.0,0.008169723344802877,0.03842935411880226,0.02853123893112504
80,-0.02551259879092282,1.1732507865876642,0.25463331569782954,-0.00010124047139255085,0.0655536458814492,0.0974611286292483,0.43818204365079366,0.08900731661134761,0.0553312474706009,0.9783863748448053,0.0,-0.0018009144648394506,0.038521628232541454,0.01860655786649474
81,-0.02382371879849246,1.1674485306737905,0.2235011759053665,-9.453856666068437e-05,0.05101237378637673,0.09518632881824726,0.42528521825396826,0.08894817824840126,0.05768207889825826,0.9787514106674045,0.0,-0.006850138482709153,0.031151638330585353,0.009872134818055045
82,-0.2203912508782918,1.0488055303522072,0.303194753381286,-0.0008745684558662374,0.11478682613001615,0.08894343224933235,0.38361855158730157,0.08659499850650293,0.06118826987959695,0.9867802491988114,0.0,-0.0019650529628854104,0.06340353956771369,0.03088293813562976
83,-0.06273564073866968,1.150794252077575,0.2641107038577741,-0.0002489509553121812,0.07217566952085407,0.10328614838634345,0.4221850198412698,0.09356927924981459,0.058692472686237326,0.9822644005886866,0.0,0.0072323400457249285,0.041891214189957615,0.029323997059022132
84,-0.04646751218422167,1.157773350976732,0.2520159117870889,-0.00018439488961992725,0.06529510968161202,0.09459433328281425,0.41176835317460314,0.08781695918829974,0.057154640899175296,0.9803660339999551,0.0,0.00015384368426304366,0.03503459692654731,0.018817000290601328
85,-0.20964738950531542,1.0467186621350941,0.279633042994204,-0.0008319340853385532,0.10168980727185373,0.10118282513900204,0.3891989087301587,0.09474579920005242,0.06291545714178365,0.9875069084218699,0.0,0.006553706837252117,0.04571506705967368,0.030556869525825713
86,-0.007192020956744406,1.1792618101586037,0.2317001711319323,-2.853976570136671e-05,0.054115041820464505,0.06724217084672038,0.3842385912698413,0.0694043011501047,0.05261412020790821,0.9766602248333256,0.0,-0.004843621054243364,0.02806425610762726,0.010333977171078873
87,-0.10580893904134032,1.124576816699885,0.27572745744623317,-0.000419876742227541,0.08171428736888703,0.07982530362843743,0.3508804563492064,0.07850352821877937,0.05738209887866218,0.9867350498152674,0.0,-0.006425550004470072,0.04346027889152354,0.01644980989610387
88,-0.16372943910940985,1.0815001040570076,0.27757250526508986,-0.0006497199964659122,0.09108872101763839,0.09938466142843559,0.3864087301587301,0.09294119155155932,0.06197450659883419,0.9870700897437963,0.0,-0.00911547398100271,0.048586970603188104,0.016323038653199243
89,-0.12288199417595923,1.1058330796457856,0.2702436416252406,-0.00048762696101571125,0.08189903472786847,0.08047489037567607,0.37940228174603174,0.07962177276189683,0.05647057718078972,0.9834323575592365,0.0,0.005511091115522296,0.0461678539443436,0.029739852628859035
90,-0.11871168399586013,1.103281223240994,0.2676877211583295,-0.00047107811109468303,0.08101123783669797,0.11023615183189345,0.43136160714285715,0.09745013159667604,0.05902515373453008,0.9797340859970762,0.0,0.001282797255073229,0.04423574309752344,0.024545332819235106
91,0.023121230189860557,1.2079166415478821,0.2309758587794329,9.17509134518276e-05,0.05341252055229419,0.07291431002266628,0.39186507936507936,0.07267749470535,0.052266361076235154,0.9774612243463235,0.0,0.004711935254017165,0.02994753548363965,0.02083016121183958
92,-0.08008926973028266,1.129924256680924,0.2426258107969215,-0.00031781456242175655,0.06377789386658456,0.08753829169409838,0.38430059523809523,0.08380529302208006,0.05774029925982374,0.983656548966143,0.0,0.007189200367846734,0.034243217110760796,0.025455046630984114
93,-0.05445428099883595,1.1530438136737513,0.2533836503684953,-0.00021608841666204744,0.06640815770836922,0.08389367050988213,0.39738343253968256,0.08057680086986779,0.05622290190879778,0.9812581631457222,0.0,0.004726716508620799,0.03451317019815933,0.02312734105385639
94,-0.01722715337487528,1.1801530395696829,0.2331796908153918,-6.836171974156855e-05,0.05476667004708429,0.07069909124475686,0.3720858134920635,0.07248194899079324,0.054113933706724904,0.9825746215431954,0.0,0.006345373585509588,0.028915947932452876,0.021947169998182678
95,-0.15892665855603977,1.0865242539888855,0.2666963652867293,-0.0006306613434763481,0.0840036961899315,0.08907865124602471,0.3654513888888889,0.08622090783876568,0.06162576734709079,0.9899282107588858,0.0,0.002043666620137649,0.043544285853269776,0.024959408336016144
96,-0.07377636690178259,1.1418070696795766,0.2705032715426337,-0.0002927633607213595,0.0765584370545455,0.07873547246794199,0.3869047619047619,0.07655250383731699,0.05493818388808848,0.9806423523637853,0.0,-0.009733733639868423,0.0430394667166146,0.012929454305155349
97,-0.05434204953627162,1.150512923629179,0.24837487625268645,-0.00021564305371536365,0.0641390498812688,0.07926391846776298,0.3899429563492064,0.07779631171613552,0.05504916886313875,0.9795696178073866,0.0,0.01214095699217091,0.04020787074765119,0.03338814640985793
98,-0.1431825925495538,1.0913257607637434,0.2679158420680059,-0.000568184891069658,0.08358898870458781,0.09308667452907932,0.3900669642857143,0.08844804172527615,0.0602520082752734,0.9864273832229373,0.0,-4.13814961624584e-05,0.044869545470585706,0.02353642544791606
99,-0.12438458780332852,1.105179932477041,0.2583706128490948,-0.0004935896341401926,0.07574621878907531,0.08659581182455836,0.3828125,0.085129010940906,0.060072729275021594,0.9852057986819978,0.0,-0.004630335993114856,0.042786068493635795,0.01790552078684565
100,-0.09195677827417967,1.1221021743242217,0.233069085160947,-0.0003649078502943638,0.06038926970277469,0.07546124388829326,0.376984126984127,0.0776160959612925,0.05811052073571664,0.9862496293772919,0.0,-0.004598520538511244,0.027080235062038986,0.010084203407167964
101,-0.15805494744550458,1.0786417609574963,0.267691738680148,-0.0006272021724027959,0.08638668914109812,0.10744904389468311,0.41083829365079366,0.09790063683888052,0.062291369678025704,0.9847391972573045,0.0,0.002498090941710843,0.0464475926360296,0.026864331160881636
102,-0.12563103460494873,1.09976478461074,0.2509797096446945,-0.0004985358516069394,0.07303791305746651,0.09529674964163674,0.3870907738095238,0.08886149556780926,0.05998471116331578,0.9853555705048243,0.0,-0.0038600700826456227,0.03478915768413021,0.014676738650216
103,-0.0927983568136404,1.1269936155601425,0.279406331247048,-0.00036824744767317624,0.08339783010991536,0.08783295133592936,0.3991195436507936,0.08140927758914432,0.05462116606828871,0.9820953602004632,0.0,-0.00659277720864084,0.045066380728554935,0.017082452508495046
104,-0.1543409973212647,1.0889107239600624,0.3000401408877741,-0.0006124642750843836,0.1023649133950328,0.0980378626007142,0.4056919642857143,0.0893100245867638,0.057857351539221065,0.9830635980807475,0.0,-0.0061928826362448435,0.052933450610604206,0.021415690435453206
105,-0.11206385758059684,1.114630251677279,0.2840100950677635,-0.0004446978475420509,0.08794972802908474,0.0758937500238481,0.3900669642857143,0.07598441502851208,0.05461906357042261,0.9813968105302939,0.0,-0.007820257167106224,0.044084081678779294,0.015363427986226173
106,-0.12058805987842451,1.1032556925053507,0.2515006525555087,-0.0004785240471366052,0.07261203926846593,0.0860454385959442,0.39124503968253965,0.0841379143728708,0.05944455479205876,0.9848622421536315,0.0,-0.005643266895150156,0.03587635344618845,0.013436333348054379
107,-0.1131186598107507,1.1120632410056026,0.2523615635083947,-0.0004488835706775821,0.07141923231884026,0.08384281106578524,0.37630208333333337,0.08200714620670915,0.05856736072994784,0.9881634420058496,0.0,0.0005777562476263964,0.03964572271240442,0.02154182373473588
108,-0.14071567838822835,1.0941870425522353,0.2637604559046226,-0.0005583955491596363,0.08076596006285684,0.0819332104949067,0.3697296626984127,0.08136601999991727,0.058930357280634504,0.9872608184079734,0.0,-0.005222709037115129,0.04245778034805202,0.01714719302795223
109,-0.019142278055513252,1.1720047094891823,0.2224074099850496,-7.596142085521134e-05,0.050248792307043,0.07878707814106706,0.40631200396825395,0.07903413880131173,0.056077594828568465,0.9798867535909483,0.0,0.007486524912449626,0.02494779313634874,0.02110127360064525
